payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
159,849,1999-09-02T00:00:00,5097.0,0,
189,925,1999-09-02T00:00:00,5749.0,0,
237,1049,1999-09-02T00:00:00,1264.0,0,
241,1055,1999-09-02T00:00:00,4591.0,0,
302,1195,1999-09-02T00:00:00,4578.0,0,
312,1221,1999-09-02T00:00:00,1861.0,0,
337,1272,1999-09-02T00:00:00,851.0,0,
380,1357,1999-09-02T00:00:00,8022.0,0,
479,1536,1999-09-02T00:00:00,4923.0,0,
594,1742,1999-09-02T00:00:00,198.0,0,
621,1790,1999-09-02T00:00:00,2392.0,0,
720,1935,1999-09-02T00:00:00,1033.0,0,
861,2145,1999-09-02T00:00:00,5556.0,0,
947,2271,1999-09-02T00:00:00,4260.0,0,
1000,2341,1999-09-02T00:00:00,4712.0,0,
1051,2403,1999-09-02T00:00:00,1583.0,0,
1101,2473,1999-09-02T00:00:00,13801.0,0,
1174,2578,1999-09-02T00:00:00,649.0,0,
1260,2691,1999-09-02T00:00:00,1333.0,0,
1339,2784,1999-09-02T00:00:00,1360.0,0,
1351,2798,1999-09-02T00:00:00,5922.0,0,
1418,2879,1999-09-02T00:00:00,4987.0,0,
1552,3054,1999-09-02T00:00:00,7861.0,0,
1576,3083,1999-09-02T00:00:00,4959.0,0,
1629,3144,1999-09-02T00:00:00,6061.0,0,
1815,3355,1999-09-02T00:00:00,1226.0,0,
1826,3369,1999-09-02T00:00:00,18963.0,0,
1839,3383,1999-09-02T00:00:00,742.0,0,
2025,3592,1999-09-02T00:00:00,6751.0,0,
2104,3678,1999-09-02T00:00:00,3842.0,0,
2190,3772,1999-09-02T00:00:00,5529.0,0,
2194,3776,1999-09-02T00:00:00,1235.0,0,
2197,3780,1999-09-02T00:00:00,7065.0,0,
2271,3863,1999-09-02T00:00:00,7715.0,0,
2327,3923,1999-09-02T00:00:00,1985.0,0,
2337,3933,1999-09-02T00:00:00,3896.0,0,
2752,4375,1999-09-02T00:00:00,7502.0,0,
2829,4457,1999-09-02T00:00:00,5253.0,0,
2940,4576,1999-09-02T00:00:00,11949.0,0,
2954,4590,1999-09-02T00:00:00,9645.0,0,
2968,4604,1999-09-02T00:00:00,5546.0,0,
