charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1,8842,484,2,1999-09-22T10:43:38,3263.0,28842,
2,5561,434,10,1999-07-14T10:43:38,336.0,5561,
3,4426,500,2,1999-09-14T10:43:38,1216.0,24426,
4,9939,497,8,1999-09-28T10:43:38,3770.0,29939,
5,7992,439,9,1999-10-09T10:43:38,4610.0,27992,
6,9663,386,2,1999-08-11T10:43:38,2087.0,9663,
7,5629,450,4,1999-10-13T10:43:38,2403.0,0,
8,5269,243,8,1999-07-12T10:43:38,3845.0,5269,
9,7894,283,2,1999-09-16T10:43:38,4152.0,27894,
10,8283,488,10,1999-09-28T10:43:38,1004.0,28283,
11,2184,406,8,1999-10-08T10:43:38,633.0,22184,
12,8864,424,8,1999-06-27T10:43:38,4563.0,8864,
13,8258,454,5,1999-07-26T10:43:38,4470.0,8258,
14,9593,489,2,1999-09-30T10:43:38,174.0,29593,
15,3186,494,9,1999-07-09T10:43:38,753.0,3186,
16,9036,498,6,1999-10-04T10:43:38,3777.0,29036,
17,2079,468,4,1999-09-09T10:43:38,2674.0,12079,
18,9092,464,5,1999-10-06T10:43:38,2216.0,29092,
19,9869,500,3,1999-07-18T10:43:38,2139.0,9869,
20,6763,211,4,1999-06-29T10:43:38,3872.0,6763,
21,7218,498,10,1999-10-04T10:43:38,405.0,27218,
22,9286,199,6,1999-08-06T10:43:38,4280.0,9286,
23,5893,432,6,1999-09-06T10:43:38,3697.0,15893,
24,6128,492,4,1999-06-21T10:43:38,1761.0,6128,
25,9640,292,4,1999-10-10T10:43:38,3837.0,29640,
26,6169,491,2,1999-09-08T10:43:38,3045.0,16169,
27,8781,429,9,1999-10-03T10:43:38,3867.0,28781,
28,8873,490,3,1999-06-24T10:43:38,3892.0,8873,
29,4364,482,10,1999-09-20T10:43:38,3675.0,24364,
30,6019,322,2,1999-06-29T10:43:38,4724.0,6019,
31,4388,500,6,1999-08-04T10:43:38,619.0,4388,
32,9914,349,7,1999-08-15T10:43:38,1243.0,19914,
33,9894,500,3,1999-07-31T10:43:38,153.0,9894,
34,6772,472,6,1999-10-07T10:43:38,61.0,26772,
35,6159,474,7,1999-08-26T10:43:38,1453.0,16159,
36,9187,457,9,1999-08-29T10:43:38,4323.0,19187,
37,3449,289,3,1999-08-24T10:43:38,3039.0,13449,
38,8877,431,10,1999-08-12T10:43:38,4331.0,8877,
39,9537,324,5,1999-09-25T10:43:38,3403.0,29537,
40,6633,438,8,1999-09-05T10:43:38,3172.0,16633,
41,9520,436,6,1999-07-19T10:43:38,1631.0,9520,
42,5543,498,9,1999-10-06T10:43:38,2339.0,25543,
43,9426,262,3,1999-08-16T10:43:38,3032.0,19426,
44,9714,301,10,1999-10-01T10:43:38,2361.0,29714,
45,9838,500,9,1999-07-23T10:43:38,4758.0,9838,
46,8162,449,2,1999-08-18T10:43:38,3423.0,18162,
47,7184,399,5,1999-10-05T10:43:38,1434.0,27184,
48,7969,439,3,1999-08-11T10:43:38,993.0,7969,
49,7390,499,5,1999-08-14T10:43:38,781.0,17390,
50,9686,485,5,1999-08-07T10:43:38,1450.0,9686,
51,6475,427,3,1999-08-01T10:43:38,4238.0,6475,
52,9119,453,3,1999-08-21T10:43:38,2703.0,19119,
53,9965,444,10,1999-08-26T10:43:38,2591.0,19965,
54,9885,479,5,1999-09-19T10:43:38,4821.0,29885,
55,7133,445,4,1999-07-02T10:43:38,1598.0,7133,
56,8098,499,2,1999-07-19T10:43:38,655.0,8098,
57,8520,499,4,1999-07-30T10:43:38,2612.0,8520,
58,3529,476,4,1999-09-10T10:43:38,1466.0,13529,
59,5711,493,3,1999-08-05T10:43:38,3205.0,5711,
60,9933,473,4,1999-09-13T10:43:38,2546.0,29933,
61,8662,492,7,1999-08-17T10:43:38,2798.0,18662,
62,3003,493,10,1999-07-21T10:43:38,3848.0,3003,
63,8675,109,3,1999-08-05T10:43:38,3279.0,8675,
64,9842,233,2,1999-06-16T10:43:38,605.0,9842,
65,6224,441,4,1999-09-12T10:43:38,4634.0,16224,
70,7965,496,10,1999-08-21T10:43:38,3326.0,17965,
73,8158,412,10,1999-10-04T10:43:38,1857.0,28158,
76,8667,467,2,1999-09-17T10:43:38,2027.0,28667,
84,9764,494,10,1999-08-06T10:43:38,3559.0,9764,
98,9439,490,10,1999-08-10T10:43:38,2656.0,9439,
99,8046,469,10,1999-07-22T10:43:38,4192.0,8046,
103,5335,448,2,1999-08-23T10:43:38,2902.0,15335,
113,5137,499,2,1999-10-01T10:43:38,1331.0,25137,
121,9713,328,10,1999-06-20T10:43:38,4965.0,9713,
127,9680,500,2,1999-08-23T10:43:38,2505.0,19680,
524301,3245,499,2,1999-09-30T10:45:29,3825.0,23245,
524309,8728,499,10,1999-09-21T10:45:29,2173.0,28728,
524315,1660,386,10,1999-09-05T10:45:29,573.0,11660,
524316,5813,496,10,1999-07-17T10:45:29,1301.0,5813,
524333,7888,498,10,1999-06-24T10:45:29,1654.0,7888,
524334,7733,493,2,1999-07-02T10:45:29,1177.0,7733,
524348,9905,493,10,1999-08-18T10:45:29,3297.0,19905,
524361,4812,452,10,1999-09-21T10:45:29,1363.0,24812,
524363,9368,314,10,1999-09-28T10:45:29,2308.0,29368,
524364,9728,411,10,1999-07-13T10:45:29,2339.0,9728,
524368,6390,495,10,1999-09-24T10:45:29,920.0,26390,
524369,6642,436,10,1999-08-22T10:45:29,2323.0,16642,
524373,8607,500,2,1999-07-07T10:45:29,1171.0,8607,
524375,9503,496,2,1999-08-19T10:45:29,4605.0,19503,
524382,1736,485,2,1999-07-01T10:45:29,1102.0,1736,
524390,9762,427,10,1999-07-15T10:45:29,2196.0,9762,
524395,5740,333,10,1999-10-13T10:45:29,3796.0,0,
524396,8081,450,10,1999-08-27T10:45:29,4403.0,18081,
524410,7973,396,10,1999-09-13T10:45:29,1069.0,27973,
655438,7336,454,2,1999-08-02T10:47:53,1616.0,7336,
655489,9219,434,2,1999-10-07T10:47:53,2432.0,29219,
655490,8701,492,2,1999-08-29T10:47:53,60.0,18701,
786457,6786,412,2,1999-08-22T10:50:17,2104.0,16786,
786517,8371,496,2,1999-08-24T10:50:17,1401.0,18371,
786563,9497,347,2,1999-08-01T10:50:17,244.0,9497,
917521,7805,499,2,1999-08-15T10:44:56,1964.0,17805,
917577,3429,500,2,1999-07-31T10:44:56,605.0,3429,
917592,9643,355,2,1999-08-01T10:44:56,794.0,9643,
917602,8119,454,2,1999-07-18T10:44:56,1372.0,8119,
