charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1454899,10000,500,7,1999-07-11T10:47:50,1900.0,10000,
871830,8770,479,4,1999-07-04T10:49:09,3662.0,8770,
1701853,8339,351,9,1999-07-19T10:43:46,4136.0,8339,
29061,8759,445,4,1999-10-06T10:45:51,4484.0,28759,
1129125,4569,324,9,1999-08-07T10:45:51,1039.0,4569,
1802142,3396,455,10,1999-06-22T10:43:47,3456.0,3396,
1277353,9440,478,4,1999-08-22T10:49:35,2707.0,19440,
1247537,7915,492,6,1999-06-28T10:47:16,1872.0,7915,
979339,8912,486,10,1999-10-03T10:49:43,190.0,28912,
920103,6208,485,7,1999-08-06T10:45:08,1634.0,6208,
811206,9623,497,7,1999-10-10T10:44:27,3287.0,29623,
1905653,9774,488,2,1999-08-15T10:44:03,1293.0,19774,
787166,7547,467,4,1999-09-22T10:50:20,4573.0,27547,
666451,8558,500,9,1999-06-19T10:48:43,3002.0,8558,
1412644,8504,493,9,1999-08-18T10:44:34,2660.0,18504,
1221582,7134,481,8,1999-08-05T10:45:15,2930.0,7134,
1592455,9514,489,5,1999-08-01T10:50:45,2829.0,9514,
1287547,9790,484,9,1999-06-28T10:50:22,3646.0,9790,
856004,6002,411,4,1999-10-01T10:47:56,2373.0,26002,
1507402,4249,453,7,1999-08-08T10:44:10,2048.0,4249,
1321942,5986,497,6,1999-10-08T10:45:16,3060.0,25986,
1990004,9981,483,5,1999-06-26T10:50:33,864.0,9981,
1795142,8729,466,9,1999-09-21T10:50:57,1953.0,28729,
525359,4122,186,3,1999-07-24T10:45:33,1999.0,4122,
569373,8798,423,6,1999-09-14T10:48:57,1077.0,28798,
1223959,8856,459,7,1999-07-30T10:45:25,1178.0,8856,
697777,9276,358,2,1999-06-21T10:51:10,117.0,9276,
1497774,9535,430,6,1999-07-22T10:51:10,70.0,9535,
1779415,6282,485,5,1999-08-21T10:49:44,2667.0,16282,
1892986,2515,488,2,1999-09-18T10:50:48,3215.0,22515,
1907380,9864,462,2,1999-07-18T10:44:10,3775.0,9864,
1453338,8836,479,8,1999-07-20T10:47:44,3319.0,8836,
1997925,8617,495,7,1999-09-05T10:51:11,2917.0,18617,
1062708,5035,444,6,1999-09-18T10:48:26,541.0,25035,
