playerid,award,year,lgid,note,pos
bellobr01,Вторая команда всех звезд,1989,NHL,,ЛВ
bourqra01,Первая команда всех звезд,1989,NHL,,D
bourqra01,Норрис,1989,NHL,,
brindro01,Все новички,1989,NHL,,ЛВ
cavalpa01,Плюс минус,1989,NHL,,
coffepa01,Вторая команда всех звезд,1989,NHL,,D
essenbo01,Все новички,1989,NHL,,G
gretzwa01,Арт Росс,1989,NHL,,
gretzwa01,Вторая команда всех звезд,1989,NHL,,C
hullbr01,Первая команда всех звезд,1989,NHL,,RW
hullbr01,Леди Бинг,1989,NHL,,
kluzago01,Мастертон,1989,NHL,,
lemelre01,Дженнингс,1989,NHL,Совместное использование,
loweke01,Король Клэнси,1989,NHL,,
macinal01,Первая команда всех звезд,1989,NHL,,D
makarse01,Все новички,1989,NHL,,RW
makarse01,Колдер,1989,NHL,,
meaghri01,Селке,1989,NHL,,
messima01,Первая команда всех звезд,1989,NHL,,C
messima01,Харт,1989,NHL,,
messima01,Пирсон,1989,NHL,,
modanmi01,Все новички,1989,NHL,,C
moogan01,Дженнингс,1989,NHL,Совместное использование,
neelyca01,Вторая команда всех звезд,1989,NHL,,RW
puppada01,Вторая команда всех звезд,1989,NHL,,G
ranfobi01,Конн Смайт,1989,NHL,,
robitlu01,Первая команда всех звезд,1989,NHL,,ЛВ
roypa01,Первая команда всех звезд,1989,NHL,,G
roypa01,Везина,1989,NHL,,
shawbr01,Все новички,1989,NHL,,D
smithge01,Все новички,1989,NHL,,D
wilsodo01,Вторая команда всех звезд,1989,NHL,,D
blackda01,Все новички,2001,NHL,,G
richama01,Первая команда всех звезд,1955,NHL,,RW
lidstni01,Норрис,2000,NHL,,
gardich01,Первая команда всех звезд,1931,NHL,,G
plumbro01,Первая команда всех звезд,1976,WHA,,D
mullejo01,Леди Бинг,1988,NHL,,
smithsi01,Вторая команда всех звезд,1951,NHL,,ЛВ
carlema01,Все новички,2006,NHL,,D
bennibr01,Все новички,1986,NHL,,D
orrbo01,Конн Смайт,1969,NHL,,
perryco01,Харт,2010,NHL,,
meszaan01,Все новички,2005,NHL,,D
eliaspa01,Все новички,1997,NHL,,F
blaketo01,Первая команда всех звезд,1939,NHL,,ЛВ
macinal01,Вторая команда всех звезд,1986,NHL,,D
laperja01,Вторая команда всех звезд,1963,NHL,,D
esposph01,Арт Росс,1968,NHL,,
laflegu01,Пирсон,1975,NHL,,
carlyra01,Первая команда всех звезд,1980,NHL,,D
harvedo01,Первая команда всех звезд,1960,NHL,,D
roypa01,Первая команда всех звезд,1988,NHL,,G
richabr01,Все новички,2000,NHL,,F
lewicda01,Вторая команда всех звезд,1954,NHL,,ЛВ
barbebi01,Вторая команда всех звезд,1978,NHL,,ЛВ
richama01,Вторая команда всех звезд,1956,NHL,,RW
esposto01,Первая команда всех звезд,1979,NHL,,G
tardima01,Охотник,1977,WHA,Скручивание,
lidstni01,Первая команда всех звезд,1998,NHL,,D
gardich01,Вторая команда всех звезд,1932,NHL,,G
kleslro01,Все новички,2001,NHL,,D
pilotpi01,Вторая команда всех звезд,1960,NHL,,D
burepa01,Первая команда всех звезд,1993,NHL,,RW
reisele02,Вторая команда всех звезд,1950,NHL,,D
plettwi01,Колдер,1976,NHL,,
careyji01,Все новички,1994,NHL,,G
mikitst01,Первая команда всех звезд,1967,NHL,,C
hodgech01,Везина,1965,NHL,Совместное использование,
mikitst01,Арт Росс,1967,NHL,,
smithho01,Первая команда всех звезд,1935,NHL,,C
sjobela01,Первая команда всех звезд,1977,WHA,,D
pilotpi01,Норрис,1964,NHL,,
mackefl01,Первая команда всех звезд,1952,NHL,,C
mosiebi01,Вторая команда всех звезд,1945,NHL,,RW
brodema01,Вторая команда всех звезд,2005,NHL,,G
lacroan01,Первая команда всех звезд,1974,WHA,,C
orrbo01,Харт,1971,NHL,,
talboje01,Первая команда всех звезд,1961,NHL,,D
cookbi01,Первая команда всех звезд,1931,NHL,,RW
thornjo01,Арт Росс,2005,NHL,,
harvedo01,Первая команда всех звезд,1954,NHL,,D
kurrija01,Первая команда всех звезд,1986,NHL,,RW
morenho01,Арт Росс,1930,NHL,,
mikitst01,Первая команда всех звезд,1962,NHL,,C
lidstni01,Все новички,1991,NHL,,D
mikitst01,Вторая команда всех звезд,1964,NHL,,C
ovechal01,Первая команда всех звезд,2006,NHL,,ЛВ
kanepa01,Колдер,2007,NHL,,
cowlebi01,Харт,1942,NHL,,
chapmar01,Вторая команда всех звезд,1936,NHL,,C
mahovfr01,Вторая команда всех звезд,1965,NHL,,ЛВ
warwigr01,Колдер,1941,NHL,,
weighdo01,Король Клэнси,2010,NHL,,
zettehe01,Вторая команда всех звезд,2007,NHL,,ЛВ
flamafe01,Вторая команда всех звезд,1956,NHL,,D
blakero01,Первая команда всех звезд,1997,NHL,,D
lilesjo01,Все новички,2003,NHL,,D
belivje01,Первая команда всех звезд,1959,NHL,,C
stewane01,Харт,1929,NHL,,
staplpa01,Вторая команда всех звезд,1976,WHA,,D
hullbo01,Харт,1965,NHL,,
barrato01,Везина,1983,NHL,,
belivje01,Первая команда всех звезд,1960,NHL,,C
drurych01,Колдер,1998,NHL,,
salmibo01,Вторая команда всех звезд,1978,NHL,,D
johnsch01,Вторая команда всех звезд,1933,NHL,,D
hadfivi01,Вторая команда всех звезд,1971,NHL,,ЛВ
prattba01,Первая команда всех звезд,1943,NHL,,D
konstvl01,Вторая команда всех звезд,1995,NHL,,D
doreyji01,Вторая команда всех звезд,1972,WHA,,D
bibeapa01,Вторая команда всех звезд,1943,NHL,,G
jacksbu01,Арт Росс,1931,NHL,,
sandede01,Колдер,1967,NHL,,
cournyv01,Вторая команда всех звезд,1971,NHL,,RW
belfoed01,Дженнингс,1990,NHL,,
niedesc01,Конн Смайт,2006,NHL,,
pilotpi01,Первая команда всех звезд,1966,NHL,,D
bergfni01,Все новички,2009,NHL,,F
hallgl01,Первая команда всех звезд,1959,NHL,,G
provocl01,Первая команда всех звезд,1964,NHL,,RW
richabr01,Леди Бинг,2003,NHL,,
trottbr01,Конн Смайт,1979,NHL,,
gretzwa01,Харт,1983,NHL,,
lindbpe01,Первая команда всех звезд,1984,NHL,,G
smithbi01,Везина,1981,NHL,,
harrite01,Вторая команда всех звезд,1968,NHL,,D
backsni02,Все новички,2007,NHL,,F
blakeja01,Мастертон,2007,NHL,,
brodema01,Вторая команда всех звезд,2007,NHL,,G
brodema01,Везина,2007,NHL,,
campbbr02,Вторая команда всех звезд,2007,NHL,,D
charazd01,Вторая команда всех звезд,2007,NHL,,D
datsypa01,Леди Бинг,2007,NHL,,
datsypa01,Плюс минус,2007,NHL,,
datsypa01,Селке,2007,NHL,,
ellisda01,Крозье,2007,NHL,,
enstrto01,Все новички,2007,NHL,,D
gilbeto01,Все новички,2007,NHL,,D
hasekdo01,Дженнингс,2007,NHL,Совместное использование,
iginlja01,Первая команда всех звезд,2007,NHL,,RW
kanepa01,Все новички,2007,NHL,,F
kovalal01,Вторая команда всех звезд,2007,NHL,,RW
lecavvi01,Король Клэнси,2007,NHL,,
lidstni01,Первая команда всех звезд,2007,NHL,,D
lidstni01,Норрис,2007,NHL,,
malkiev01,Первая команда всех звезд,2007,NHL,,C
nabokev01,Первая команда всех звезд,2007,NHL,,G
