year,hofid,name,category
1965,farrear01h,Арт Фаррелл,Игрок
1991,bossymi01h,Майк Босси,Игрок
1986,keonda01h,Дэйв Кин,Игрок
1963,goodfeb01h,Эбби Гудфеллоу,Игрок
1999,morriia01h,Скотти Моррисон,Строитель
2003,lafonpa01h,Пэт Лафонтен,Игрок
1959,thompti01h,Маленький Томпсон,Игрок
1987,clarkbo01h,Бобби Кларк,Игрок
1965,howesy01h,Сид Хоу,Игрок
2002,neilsro01h,Роджер Нилсон,Строитель
1985,ratelje01h,Жан Рателл,Игрок
1962,huttobo01h,Баус Хаттон,Игрок
1969,hextabr01h,Брайан Хексалл,Игрок
1991,smithcl01h,Клинт Смит,Игрок
1962,darraja01h,Джек Дарраг,Игрок
1984,esposph01h,Фил Эспозито,Игрок
2006,hotchha01h,Харли Хотчкисс,Строитель
2010,ciccadi01h,Дино Чикарелли,Игрок
1962,brownwa02h,Уолтер Браун,Строитель
1987,laperja01h,Жак Лаперьере,Игрок
1947,roberjo02h,Джон Робертсон,Строитель
1973,smithto01h,Томми Смит,Игрок
1963,mclaufr01h,Фредерик Маклафлин,Строитель
1961,conacch01h,Чарли Коначер,Игрок
1947,caldefr01h,Фрэнк Кальдер,Строитель
1945,allanmo01h,Монтагу Аллан,Строитель
1969,kellyre01h,Красная Келли,Игрок
2001,kurrija01h,Яри Курри,Игрок
1961,lesuepe01h,Перси Лесур,Игрок
1977,hortoti01h,Тим Хортон,Игрок
1975,drillgo01h,Горди Дриллон,Игрок
2002,federbe01h,Берни Федерко,Игрок
1947,taylocy01h,Циклон Тейлор,Игрок
1965,scanlfr01h,Фред Скэнлон,Игрок
1960,manthsy01h,Сильвио Манта,Игрок
1967,storere01h,Красный магазин,Референт/Линсман
1947,patrile01h,Лестер Патрик,Игрок
1958,keatsdu01h,Дюк Китс,Игрок
1974,vossca01h,Карл Восс,Строитель
1962,hoopeto01h,Том Хупер,Игрок
1961,stuarbr02h,Брюс Стюарт,Игрок
2011,gilmodo01h,Даг Гилмур,Игрок
1997,sathegl01h,Глен Сазер,Строитель
2011,belfoed01h,Эд Белфур,Игрок
1981,bucykjo01h,Джон Букик,Игрок
2004,bourqra01h,Рэймонд Бурк,Игрок
1988,esposto01h,Тони Эспозито,Игрок
1962,greensh01h,Короткий зелёный,Игрок
1974,tarasan01h,Анатолий Тарасов,Строитель
1991,potvide01h,Денис Потвин,Игрок
1945,gerared01h,Эдди Джерард,Игрок
2004,murphla01h,Ларри Мерфи,Игрок
1963,primejo01h,Джо Праймау,Игрок
1978,plantja01h,Жак Планте,Игрок
1973,harvedo01h,Даг Харви,Игрок
2007,messima01h,Марк Мессье,Игрок
1974,burchbi01h,Билли Бёрч,Игрок
1976,wirtzwi01h,Уильям Вирц,Строитель
1945,stuarho01h,Ход Стюарт,Игрок
1973,molsoha01h,Хартланд Молсон,Строитель
1961,schmimi01h,Милт Шмидт,Игрок
1945,phillto01h,Томми Филлипс,Игрок
1976,rossph01h,Филипп Росс,Строитель
1962,humefr01h,Фред Хьюм,Строитель
1966,campbcl01h,Кларенс Кэмпбелл,Строитель
1993,pagefr01h,Фред Стр.,Строитель
1993,lapraed01h,Эдгар Лапраде,Игрок
1949,bainda01h,Дэн Бейн,Игрок
1962,crawfru01h,Расти Кроуфорд,Игрок
1993,damicjo01h,Джон Д'Амико,Референт/Линсман
1988,laflegu01h,Парень Лафлер,Игрок
1992,dumarwo01h,Вуди Дюрт,Игрок
1962,westwha01h,Гарри Вествик,Игрок
1990,flamafe01h,Ферн Фламан,Игрок
1976,bowerjo01h,Джонни Бауэр,Игрок
1998,goulemi01h,Мишель Гуле,Игрок
2001,patricr01h,Крейг Патрик,Строитель
1971,weilaco01h,Куни Вейланд,Игрок
1974,haych01h,Чарльз Хей,Строитель
1971,sawchte01h,Терри Савчук,Игрок
1985,cheevge01h,Джерри Чиверс,Игрок
2008,scapira01h,Рэй Скапинелло,Референт/Линсман
1974,ivanto01h,Томми Иван,Строитель
1989,bauerda01h,Дэвид Бауэр,Строитель
1985,mariujo01h,Джон Мариуччи,Строитель
1995,sabetgu01h,Гунтер Сабетцкий,Строитель
1972,smithho01h,Хули Смит,Игрок
1958,moranpa01h,Пэдди Моран,Игрок
1973,udvarfr01h,Фрэнк Удвари,Референт/Линсман
1978,pronoma01h,Марсель Проновост,Игрок
2001,hawerda01h,Дейл Хаверчук,Игрок
2010,jamesan01h,Анжела Джеймс,Игрок
2004,coffepa01h,Пол Коффи,Игрок
1952,stewane01h,Нелс Стюарт,Игрок
1962,gardnji01h,Джим Гарднер,Игрок
1964,diliofr01h,Фрэнсис Дилио,Строитель
1974,coultar01h,Арт Коултер,Игрок
1977,delveal01h,Алекс Дельвеккио,Игрок
1968,hendyji01h,Джим Хенди,Строитель
1958,raymodo01h,Донат Рэймонд,Строитель
1980,lumleha01h,Гарри Ламли,Игрок
1965,russebl01h,Блэр Рассел,Игрок
1995,torrebi01h,Билл Торри,Строитель
1958,irvindi01h,Дик Ирвин,Игрок
1993,shuttst01h,Стив Шатт,Игрок
1986,hanlebi01h,Билл Хэнли,Строитель
1958,fredrfr01h,Фрэнк Фредриксон,Игрок
1974,mooredi01h,Дикки Мур,Игрок
1985,pilouru01h,Руди Пилиус,Строитель
1962,broadpu01h,Удар по ширине,Игрок
2008,chynoed01h,Эд Чиновет,Строитель
1958,turnell01h,Ллойд Тёрнер,Строитель
1963,hewitbo01h,Бобби Хьюитсон,Референт/Линсман
1967,oliveha01h,Гарри Оливер,Игрок
1961,halljo01h,Джо Холл,Игрок
1962,maxwest01h,Steamer Максвелл,Игрок
1996,arboual01h,&lt; &lt; Арбур &gt; &gt;,Строитель
2003,fuhrgr01h,Грант Фюр,Игрок
1969,leadeal01h,&lt; &lt; Аль-Лидер &gt; &gt;,Строитель
1966,lindste01h,Тед Линдси,Игрок
1980,patrily01h,Линн Патрик,Игрок
1947,joliaau01h,Аурел Джолиат,Игрок
1967,brodatu01h,Турк Брода,Игрок
1989,lewishe01h,Херби Льюис,Игрок
1947,nelsofr01h,Фрэнсис Нельсон,Строитель
1977,ballaha01h,Гарольд Баллард,Строитель
1964,durnabi01h,Билл Дурнан,Игрок
1984,lemaija01h,Жак Лемер,Игрок
1950,drinkgr01h,Грэм Пить воду,Игрок
2004,fletccl01h,Клифф Флетчер,Строитель
1977,cattajo01h,Джозеф Каттарих,Строитель
1979,orrbo01h,Бобби Орр,Игрок
1962,ahearfr01h,Фрэнк Ахрин,Строитель
1960,walkeja01h,Джек Уокер,Игрок
