playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
mohnsdo01,1970,1,CHI,NHL,D,39.0,4.0,6.0,10.0,16.0,5.0,0.0,,1.0,,1.0,0.0,31.0,,,,,,,,,,,,
flescjo01,1979,1,COR,NHL,L,5.0,0.0,1.0,1.0,4.0,-1.0,0.0,,0.0,,0.0,0.0,3.0,,,,,,,,,,,,
mulvegl01,1992,1,PHI,NHL,C,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
krajilu01,2006,1,VAN,NHL,D,78.0,3.0,13.0,16.0,64.0,-4.0,1.0,4.0,0.0,0.0,2.0,,105.0,12.0,0.0,2.0,2.0,12.0,-2.0,0.0,1.0,0.0,0.0,0.0,11.0
tayloha01,1946,1,TOR,NHL,C,9.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
hagmani01,2011,1,CAL,NHL,L,8.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,,14.0,,,,,,,,,,,,
skraska01,2006,1,COL,NHL,D,68.0,0.0,11.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,65.0,,,,,,,,,,,,
harrism01,1919,1,VML,PCHA,C,22.0,14.0,10.0,24.0,12.0,,,,,,,,,2.0,0.0,1.0,1.0,0.0,,,,,,,
oreilte01,1982,1,BOS,NHL,Р,19.0,6.0,14.0,20.0,40.0,16.0,0.0,,1.0,,1.0,0.0,23.0,,,,,,,,,,,,
hrudeke01,1986,1,NYI,NHL,G,46.0,0.0,1.0,1.0,37.0,0.0,0.0,,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
rypieri01,2007,1,VAN,NHL,C,22.0,1.0,2.0,3.0,41.0,-5.0,0.0,0.0,0.0,1.0,0.0,,8.0,,,,,,,,,,,,
gretzwa01,1990,1,LAK,NHL,C,78.0,41.0,122.0,163.0,16.0,30.0,8.0,51.0,0.0,1.0,5.0,2.0,212.0,12.0,4.0,11.0,15.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,26.0
sabouke01,1990,1,CAL,NHL,D,16.0,1.0,3.0,4.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,
flatlpa01,1986,1,NYI,NHL,Р,63.0,16.0,35.0,51.0,81.0,17.0,6.0,,0.0,,4.0,1.0,113.0,11.0,3.0,2.0,5.0,6.0,-2.0,0.0,,0.0,,0.0,18.0
zubovse01,1996,1,DAL,NHL,D,78.0,13.0,30.0,43.0,24.0,19.0,1.0,9.0,0.0,2.0,3.0,0.0,133.0,7.0,0.0,3.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,9.0
curtato01,1980,1,CAL,NHL,D,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,,0.0,0.0,4.0,,,,,,,,,,,,
riendvi01,1991,1,STL,NHL,G,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
skinnal01,1924,1,BOS,NHL,Р,10.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,
sandsto01,1995,1,PIT,NHL,Р,58.0,35.0,35.0,70.0,69.0,4.0,17.0,13.0,1.0,3.0,2.0,0.0,187.0,18.0,4.0,2.0,6.0,30.0,-6.0,0.0,0.0,0.0,1.0,1.0,44.0
pricepa01,1987,1,MNS,NHL,D,14.0,0.0,2.0,2.0,20.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,
seiliri01,1986,1,DET,NHL,Р,74.0,3.0,8.0,11.0,49.0,-4.0,0.0,,0.0,,0.0,0.0,35.0,7.0,0.0,0.0,0.0,5.0,1.0,0.0,,0.0,,0.0,3.0
pellepa01,2007,1,BOS,NHL,L,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,,8.0,,,,,,,,,,,,
dilloce01,1939,1,DET,NHL,Р,44.0,7.0,10.0,17.0,12.0,,,,,,,,,5.0,1.0,0.0,1.0,0.0,,,,,,,
roachjo01,1930,1,NYR,NHL,G,44.0,0.0,0.0,0.0,0.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,,
