raceid,year,round,circuitid,name,date,time,url
1,2009,1,1,Гран-при Австралии,2009-03-29,06:00:00,2009 Australian Гран-при
2,2009,2,2,Гран-при Малайзии,2009-04-05,09:00:00,"Гран-при Малайзии 2009 года — гоночный этап, проведенный 5 апреля на международной трассе Сепанг в Малайзии."
3,2009,3,17,Гран-при Китая,2009-04-19,07:00:00,Китайская Гран-при 2009 года
4,2009,4,3,Гран-при Бахрейна,2009-04-26,12:00:00,2009 Бахрейнский Гран-при
5,2009,5,4,Гран-при Испании,2009-05-10,12:00:00,Гран-при Испании 2009 года
6,2009,6,6,Гран-при Монако,2009-05-24,12:00:00,2009 Гран-при Монако
7,2009,7,5,Гран-при Турции,2009-06-07,12:00:00,"Гран-при Турции 2009 года — одиннадцатый этап чемпионата мира в сезоне 2009 года, который прошёл 18 октября на трассе Istanbul Racing Circuit в Стамбуле, Турция."
8,2009,8,9,Гран-при Великобритании,2009-06-21,12:00:00,Википедия: 2009 Британский Гран-при
9,2009,9,20,Гран-при Германии,2009-07-12,12:00:00,"2009 год, Гран-при Германии

Гран-при Германии 2009 года — автогонка в рамках чемпионата мира Формулы-1, прошедшая 30 августа на трассе Хоккенхайм, Германия.

В гонке одержал победу Марк Уэббер из Red Bull Racing. Второй результат показал Льюис Хэмилтон из McLaren Mercedes, а третьим финишировал Нико Росберг из Williams."
10,2009,10,11,Гран-при Венгрии,2009-07-26,12:00:00,Гран-при Венгрии 2009 года
11,2009,11,12,Европейский Гран-при,2009-08-23,12:00:00,"2009 год, европейский гран-при

Европейский гран-при 2009 года — автогонка, которая состоялась 23 августа 2009 года на трассе Нюрбургринг в Германии. Это была пятнадцатая гонка сезона 2009 Формулы-1."
12,2009,12,13,Гран-при Бельгии,2009-08-30,12:00:00,Гран-при Бельгии 2009 года
13,2009,13,14,Гран-при Италии,2009-09-13,12:00:00,2009 Итальянский Гран-при
14,2009,14,15,Гран-при Сингапура,2009-09-27,12:00:00,Гран-при Сингапура 2009 года
15,2009,15,22,Гран-при Японии,2009-10-04,05:00:00,Гран-при Японии 2009 года
16,2009,16,18,Гран-при Бразилии,2009-10-18,16:00:00,2009 Гран-при Бразилии
17,2009,17,24,Гран-при Абу-Даби,2009-11-01,11:00:00,Гран-при Абу-Даби 2009 года
18,2008,1,1,Гран-при Австралии,2008-03-16,04:30:00,Википедия: 2008 Australian Grand Prix
19,2008,2,2,Гран-при Малайзии,2008-03-23,07:00:00,"Википедия, 2008 Malaysian Гран-при

Малайзийский Гран-при 2008 года, также известный как Гран-при Petronas F1 2008 года, был восьмым этапом чемпионата мира по гонкам Формулы-1 2008 года. Гонка состоялась 6 июля на международной трассе Сепанг в Сепанге, Селангор, Малайзия. Гонку выиграл Кими Райкконен из команды Ferrari, стартовав с полюса, и победив на всех восьми Гран-при сезона. Это была его четвертая победа в Малайзии за пять лет. Льюис Хэмилтон из McLaren Mercedes занял второе место, а Ник Хайдфельд из BMW Sauber занял третье."
20,2008,3,3,Гран-при Бахрейна,2008-04-06,11:30:00,2008 года Гран-при Бахрейна
21,2008,4,4,Гран-при Испании,2008-04-27,12:00:00,Гран-при Испании 2008 года
22,2008,5,5,Гран-при Турции,2008-05-11,12:00:00,"2008 год в Турции

Гран-при Турции 2008 года (officielно: GP Petrol Ofisi Turkey 2008) — автогонка, шестнадцатый этап чемпионата мира в сезоне 2008 года.

Гонку провел Льюис Хэмилтон на McLaren-Mercedes, стартовав с поула и выиграв гонку.

Результат гонки

Льюис Хэмилтон (McLaren-Mercedes) - чемпион 2008 года

Кими Райкконен (Ferrari) +1.475

Тимо Глок (Toyota) +3.920

Нико Росберг (Williams-Toyota) +4.665

Фелипе Масса (Ferrari) +6.180"
23,2008,6,6,Гран-при Монако,2008-05-25,12:00:00,2008 Гран-при Монако
24,2008,7,7,Гран-при Канады,2008-06-08,17:00:00,Гран-при Канады 2008 года
25,2008,8,8,Гран-при Франции,2008-06-22,12:00:00,"Википедия, 2008 год, Гран-при Франции"
26,2008,9,9,Гран-при Великобритании,2008-07-06,12:00:00,Гран-при Великобритании 2008 года
27,2008,10,10,Гран-при Германии,2008-07-20,12:00:00,2008 немецкая гран-при
28,2008,11,11,Гран-при Венгрии,2008-08-03,12:00:00,Гран-при Венгрии 2008 года
29,2008,12,12,Европейский Гран-при,2008-08-24,12:00:00,2008 Европейский Гран-при
30,2008,13,13,Гран-при Бельгии,2008-09-07,12:00:00,Гран-при Бельгии 2008 года
31,2008,14,14,Гран-при Италии,2008-09-14,12:00:00,Гран-при Италии 2008 года
32,2008,15,15,Гран-при Сингапура,2008-09-28,12:00:00,Гран-при Сингапура 2008 года
33,2008,16,16,Гран-при Японии,2008-10-12,04:30:00,2008 года в Японии
34,2008,17,17,Гран-при Китая,2008-10-19,07:00:00,Википедия: Гран-при Китая 2008 года
35,2008,18,18,Гран-при Бразилии,2008-11-02,17:00:00,2008 Гран-при Бразилии
36,2007,1,1,Гран-при Австралии,2007-03-18,03:00:00,Википедия: Австралийская Гран-при 2007 года
37,2007,2,2,Гран-при Малайзии,2007-04-08,07:00:00,2007 Малайзийский Гран-при
38,2007,3,3,Гран-при Бахрейна,2007-04-15,11:30:00,2007 Бахрейнский Гран-при
39,2007,4,4,Гран-при Испании,2007-05-13,12:00:00,Википедия: 2007 Испанская Гран-при
