circuitid,circuitref,name,location,country,lat,lng,alt,url
1,Альберт-парк,Альберт-Парк Гран-при,Мельбурн,Австралия,-37.8497,144.968,10.0,https://ru.wikipedia.org/wiki/Мельбурнская_гоночная_площадь
2,Сепанг,Міжнародный автодром Сепанг,Кuala-Лумпур,Малайзия,2.76083,101.738,,http://ru.wikipedia.org/wiki/Сепанг_Международная_гоночная_торговая_пример
3,Бахрейн,Международный трасс Бахрейна,Сахир,Бахрейн,26.0325,50.5106,,Ультрасовострыми гоночные трассы в Бахрейне
4,Каталанство,Циркут де Барселона-Каталония,Монмело,Испания,41.57,2.26111,,Расширенная версия
5,Стамбул,Стамбульский парк,Стамбул,Турция,40.9517,29.405,,Парк Истанбула
6,Монако,Циркут Монако,Монако,Монако,43.7347,7.42056,,Курс де Монако
7,Виллевьюне,Кирку Вильнев,Монреаль,Канада,45.5,-73.5228,,Циркут Жиль-Вильнева
8,магни-курс,Кирпич Невера Магний-Курс,Магни-Курс,Франция,46.8642,3.16361,,http://ru.wikipedia.org/wiki/Круговулкан_Магний-Коурс
9,Сильверстоун,Сильверстоун,Силверстоун,Великобритания,52.0786,-1.01694,,Сильверстоунский автодром
10,Хоккенхаймринг,Хоккенхаймринг,Хоккенхайм,Германия,49.3278,8.56583,,Хоккенхаймринг
11,Будапестская кольцевая дорога,Хунгариринг,Будапешт,Венгрия,47.5789,19.2486,,Хунгароринг
12,Валенсия,"Трасса ""Валенция""",Валенсия,Испания,39.4589,-0.331667,,Круговая трасса Валенсии
13,спа,Кирквуд-на-Спрингс,Спа,Бельгия,50.4372,5.97139,,Кирк де Спа-Франкоршамп
14,Монца,"Автоно ""Национале"" ди Монца",Монца,Италия,45.6156,9.28111,,Автово-дром «Национале Монца»
15,Марина-Бей,Марина-Бэй-Стрит-Кёрт,Марина-Бей,Сингапур,1.2914,103.864,,"Маршрут Марина-Бэй для уличных гонок — это трасса для автогонок на открытом воздухе, расположенная в Марина-Бэй, Сингапур."
16,фудж,Фудзи-Сикэйдо,Оям,Япония,35.3717,138.927,,"Фудзи-Спидвей — автодром в Японии, расположенный в префектуре Шидзуока. Он известен своими быстрыми поворотами и считается одним из самых требовательных к пилотам трасс в мире."
17,Шанхай,Шанхайская международная трасса,Шанхай,Китай,31.3389,121.22,,Шанхайская международная трасса
18,Интерлагос,Авто- и мотодром имени Хосе Карлос Пейс,Сан-Паулу,Бразилия,-23.7036,-46.6997,,Автономо Хосе Карлоса Пейс
19,Индианаполис,Индианаполис Мотор Спидвей,Индианаполис,США,39.795,-86.2347,,Индианаполис Мотор Спидвей
20,Нюрбургринг,Нюрбургринг,Нюрбург,Германия,50.3356,6.9475,,Нюрбургринг
21,Имола,Автодром Энцо и Дино Феррари,Имола,Италия,44.3439,11.7167,,"Автово́дно-спорти́вный слож ""Энцо и Дино Феррари"""
22,Сузука,Сузука-раунд,Сузука,Япония,34.8431,136.541,,Сузука-циркут
23,Австро-венгерский грош,А1-Ринг,Спилберг,Австрия,47.2197,14.7647,,А1-ринг
24,Яс-Марина,Яс-Марина-Циркуит,Абудаби,ОАЭ,24.4672,54.6031,,Киркёнслейт
25,Галвес,Автохрам Juan и Оскар Галвес,Буду́с-Айрес,Аргентина,-34.6943,-58.4593,,Автомагистраль Оскар Альфредо Гальвес
26,Херес-де-ла-Фронтера,Карта трека Херес,Херес-де-ла-Фронтера,Испания,36.7083,-6.03417,,Циркито Перманенте де Херес
27,Эсторил,Автомобильная трасса Эсторил,Эсторил,Португалия,38.7506,-9.39417,,"Автомобильный трамплин Estoril — автодром в Estoril, Португалия. Он расположен на побережье на берегу Атлантического океана и известен своими красивыми пейзажами. Это постоянный трамплин для гонок кузовных автомобилей, который используется для различных гоночных серий и мероприятий.

Автомобильный трамплин Estoril имеет длинную историю, которая восходит к 1920-м годам, когда он был построен как частный гоночный трамплин. В 1930-х годах он был приобретен правительством и стал общественным трамплином, открытым для использования общественностью. С тех пор он пережил несколько реконструкции и модернизаций, чтобы оставаться актуальным и безопасным для гонок.

Трамплин имеет длину около 4,1 км (2,5 мили) с несколькими поворотами и прямой, которая обеспечивает захватывающие возможности для обгона и маневрирования. Его уникальная конфигурация и живописное расположение делают его популярным местом проведения гоночных мероприятий в Португалии и за ее пределами.

На автодроме Estoril проводятся различные гоночные события на протяжении всего года, включая национальные и международные гонки кузовных автомобилей, а также мероприятия по шины и тестированию автомобилей. Он также используется для обучения и подготовки гонщиков и может быть арендован для частных испытаний и событий.

Автомобильный трамплин Estoril является важным местом в мире автоспорта в Португалии и продолжает привлекать гонщиков и болельщиков со всего мира своими захватывающими гонками и красивой обстановкой."
28,Окаяма,Окаяма Интернэшнл Сэкинт,Окаяма,Япония,34.915,134.221,,https://ru.wikipedia.org/wiki/TI-цифровой_схемотехник
29,Аделаида,Аделаидская уличная трасса,Аделаида,Австралия,-34.9272,138.617,,Аделаидский уличный круг
