driverid,driverref,number,code,forename,surname,dob,nationality,url
14,Култхард,,КУ,Дэвид,Куль버드,1971-03-27,Британский,Дэвид Култхард
16,сутильный,99.0,СУТ,Адриян,Сутиль,1983-01-11,"Я могу помочь с переводом на немецкий язык. Вы хотите, чтобы я перевела что-то конкретное?",Адриан Сютиль
17,Уеббер,,Веб,Марк,Веббер,1976-08-27,Австралийский,Марк Уэббер
28,Маркус_Винкельхок,,ВИН,Маркус,Винкельхок,1980-06-13,"Я могу помочь с переводом на немецкий язык. Вы хотите, чтобы я перевела что-то конкретное?",Маркус Винкельхок
39,Картикейнан,,КАР,Нараин,Картикаикар,1977-01-14,Индийский,Нараин Картикиян
44,Хлеб,,,Оливье,Пани́с,1966-09-02,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваш вопрос или просьбу.",Оливье Панис
50,верстаппен,,,Джош,"Уверен, что это имя своего уникального личности и стиля в автоспорте. Это имя на голландском языке, которое переводится как «приключение». Фамилия, которая подчеркивает его дух и стремление к успеху на трассе.",1972-03-04,Нидерландский,Джос Верстаппен
51,Уильям.,,,Джастин,Уильям,1978-07-31,Британский,Джастин Уилсон
55,Алеся,,,Жан,Алесь,1964-06-11,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваш вопрос или просьбу.",Жан Алеман
57,Хаккинен,,,Мика,Хаккине́н,1968-09-28,フィンランド,Мика Хаккинен
63,сало,,,Мика,Сало,1966-11-30,フィンランド,Мика Сало
68,Такаги,,,Тораносукэ,Тэггари,1974-02-12,Японский,Тораносуке Такаги
82,Фонтана,,,Норберто,Фонтана,1975-01-20,Аргентина,Норбето Фонтана
86,лавагги,,,Гиовани,Лаваги,1958-02-18,Итальянский,Джованни Лаваджчи
89,Иноуэ,,,Такси,Иноуэ,1963-09-05,Японский,Таки Иноуэ
98,удалить,,,Жан-Дени,Делетраз,1963-10-01,Швейцария,Жан-Дени Делетраз
101,Брабхэм,,,Дэвид,Брамптон,1965-09-05,Австралийский,Дэвид Брэмхем
103,Бернар,,,Эрик,Бернард,1964-08-24,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваш вопрос или просьбу.",Эрик Бернард
108,Белондо,,,Павел,Белонго,1963-04-23,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваш вопрос или просьбу.",Поль Белондо
110,Цезарис,,,Андреа,Десецарис,1959-05-31,Итальянский,Андреа де Сесарис
117,прости,,,Ален,Про́ст,1955-02-24,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваш вопрос или просьбу.",Ален Прост
132,амати,,,Джованна,Амати,1959-07-20,Итальянский,Джованна Аматти
140,Джонссон,,,Стефан,Джонссон,1956-09-08,Шведский,Стефан Йоханссон
141,Бейли,,,Юлиан,Бейли,1961-10-09,Британский,Джулиан Бейли
145,Наннини,,,Александр,Наннини,1959-07-07,Итальянский,Алеśсандро Наннини
155,Кобаяси,10.0,КОб,Камуи,Кобаяси,1986-09-13,Японский,Камуи Кобаяси
158,Чивер,,,Эди,Чивер,1958-01-10,Американский,Эдди Чивер
170,фаби,,,Тео,Фаби,1955-03-09,Итальянский,"Тео Фаби — итальянский футболист, играющий на позиции защитника за клуб «Реджина»."
172,Лафит,,,Жак,Лафит,1943-11-21,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваш вопрос или просьбу.",Жак Лаффит
