playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
hillgr01,Грант,Грант,Henry,Гилла,,,,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",0.0,0.0,80.0,225.0,Дюк,,1972-10-05,Даллас,ТХ,США,Южные Озера,Рестон,Ва,США,0000-00-00,B
harknje01,Дже́ри,Жерар,B.,Харнесс,,,,Дже́ри,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас.",0.0,0.0,74.0,175.0,Лойола (Иллинойс),,1940-05-07,Нью-Йорк,НΥ,США,Дьюитт Клинтон,Бруклין,НΥ,США,0000-00-00,B
cominji01,,Джим,,Коминский,,,,Джимми,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас.",0.0,0.0,74.0,185.0,Депу,,0000-00-00,,,,,,,,0000-00-00,"Добро пожаловать в сервис перевода Coral! Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести:"
fosteji01,Джимми,Джеймс,V.,Фостер,,,,"Джимми, Джим","Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас.",0.0,0.0,73.0,175.0,Коннектикут,Бекер Дж. С.,1951-12-16,Жерси-Сити,НЖ,США,,,,,0000-00-00,B
archige01,,Джерри,Bruce,Арчибальд,,,,Гери,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас.",0.0,0.0,72.0,170.0,"I'm sorry, but I don't see any text that needs translating in your message. Please provide the text you would like me to translate from English to Russian, and I will be happy to assist you.",,1907-08-22,,,,,,,,1990-11-25,"Добро пожаловать в сервис перевода Coral! Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести:"
palazto01,Того,Того,Anthony,Палаззи,,,,,Ф-Г,0.0,0.0,76.0,205.0,Священный Крест,,1932-08-08,Унион Хилл,НЖ,США,Унион Хилл,Союз-Сити,НЖ,США,0000-00-00,"Добро пожаловать в сервис перевода Coral! Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести:"
garneke01,Кевин,Кевин,Maurice,Гартн,,,,"К.Г., Биг Тикет","Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",0.0,0.0,83.0,220.0,"I'm sorry, but I don't see any text that needs translating in your message. Please provide the text you would like me to translate from English to Russian, and I will be happy to assist you.",,1976-05-19,Маулиндэн,СЦ,США,Моулдин / Фаррагута Академия,Маулдин / Чикаго,SC / IL,США,0000-00-00,B
fritste01,,Теодор,Edward,Фриц,,,,Тед,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас.",0.0,0.0,70.0,210.0,Висконсин-Стевенс Пойнт,Висконсин,1920-10-31,Спенсер,ВИ,США,Спенсер,Спенсер,ВИ,США,1979-10-04,"Добро пожаловать в сервис перевода Coral! Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести:"
blairde01,Дежуан,Дежуан,Lamont,Блэр,,,,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",0.0,0.0,79.0,265.0,Питтсбург,,1989-04-22,Питтсбург,ПА,США,Шенли,Питтсбург,ПА,США,0000-00-00,B
gunthco01,Кольби,Кольби,,Гюнтер,,,,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",0.0,0.0,76.0,190.0,Сент-Джонс (Нью-Йорк),Бостонский колледж /LIУ,1923-02-05,Нью-Йорк,НΥ,США,Юг,Роквилл-центр,НΥ,США,2005-07-14,"Добро пожаловать в сервис перевода Coral! Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести:"
