id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
1,1946,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",О,PHW,NBA,CHS,NBA,4,1
2,1946,КФ,М,NYK,NBA,CLR,NBA,2,1
4,1946,SF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",PHW,NBA,NYK,NBA,2,0
5,1946,SF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",CHS,NBA,WSC,NBA,4,2
6,1947,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",О,BLB,NBA,PHW,NBA,4,2
7,1947,КФ,М,BLB,NBA,NYK,NBA,2,1
8,1947,КФ,М,CHS,NBA,BOS,NBA,2,1
9,1947,SF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BLB,NBA,CHS,NBA,2,0
11,1947,ДТ,А,BLB,NBA,CHS,NBA,1,0
12,1947,ДТ,А,CHS,NBA,WSC,NBA,1,0
14,1948,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",WSC,NBA,PHW,NBA,2,0
15,1948,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NYK,NBA,BLB,NBA,2,1
16,1948,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",О,MNL,NBA,WSC,NBA,4,2
17,1948,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",MNL,NBA,ROC,NBA,2,0
18,1948,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MNL,NBA,CHS,NBA,2,0
19,1948,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",ROC,NBA,STB,NBA,2,0
23,1949,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MNL,NBA,CHS,NBA,2,0
25,1949,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",SYR,NBA,NYK,NBA,2,1
26,1949,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NYK,NBA,WSC,NBA,2,0
27,1949,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SYR,NBA,PHW,NBA,2,0
28,1949,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",О,MNL,NBA,SYR,NBA,4,2
29,1949,SF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",MNL,NBA,AND,NBA,2,0
30,1949,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",AND,NBA,INO,NBA,2,1
31,1949,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",AND,NBA,TRI,NBA,2,1
34,1950,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NYK,NBA,BOS,NBA,2,0
35,1950,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SYR,NBA,PHW,NBA,2,0
36,1950,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",О,ROC,NBA,NYK,NBA,4,3
39,1950,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",ROC,NBA,FTW,NBA,2,1
40,1951,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",NYK,NBA,SYR,NBA,3,1
41,1951,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NYK,NBA,BOS,NBA,2,1
42,1951,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SYR,NBA,PHW,NBA,2,1
43,1951,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",О,MNL,NBA,NYK,NBA,4,3
44,1951,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",MNL,NBA,ROC,NBA,3,1
45,1951,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MNL,NBA,INO,NBA,2,0
46,1951,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",ROC,NBA,FTW,NBA,2,0
48,1952,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BOS,NBA,SYR,NBA,2,0
49,1952,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NYK,NBA,BLB,NBA,2,0
50,1952,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",О,MNL,NBA,NYK,NBA,4,1
51,1952,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",MNL,NBA,FTW,NBA,3,2
53,1952,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",FTW,NBA,ROC,NBA,2,1
54,1953,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",SYR,NBA,BOS,NBA,2,0
55,1953,РР,я,SYR,NBA,,NBA,4,0
56,1953,РР,я,BOS,NBA,,NBA,2,2
57,1953,РР,я,NYK,NBA,,NBA,0,4
58,1953,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",О,MNL,NBA,SYR,NBA,4,3
59,1953,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",MNL,NBA,ROC,NBA,2,1
60,1953,РР,я,MNL,NBA,,NBA,3,0
61,1953,РР,я,ROC,NBA,,NBA,2,1
62,1953,РР,я,FTW,NBA,,NBA,0,4
63,1954,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",SYR,NBA,BOS,NBA,3,1
65,1954,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",О,SYR,NBA,FTW,NBA,4,3
66,1954,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",FTW,NBA,MNL,NBA,3,1
67,1954,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MNL,NBA,ROC,NBA,2,1
68,1955,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",PHW,NBA,SYR,NBA,3,2
69,1955,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SYR,NBA,BOS,NBA,2,1
70,1955,ДТ,А,SYR,NBA,NYK,NBA,1,0
71,1955,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",О,PHW,NBA,FTW,NBA,4,1
72,1955,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",FTW,NBA,STL,NBA,3,2
73,1955,ДТ,А,MNL,NBA,STL,NBA,1,0
74,1955,ФСФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",STL,NBA,MNL,NBA,2,1
75,1956,Добавление,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести с английского на русский язык.",BOS,NBA,SYR,NBA,3,0
