playerid,award,year,lgid,note,pos
aingeda01,Исполнительный директор года,2007,NBA,,
aldrila01,Третья команда All-NBA,2010,NBA,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
allenra02,Третья команда All-NBA,2000,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
allenra02,Вторая сборная всех звезд НБА,2004,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
allento01,Защитная команда второй сборной,2010,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
anthoca01,Третья команда All-NBA,2005,NBA,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
anthoca01,Третья команда All-NBA,2006,NBA,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
anthoca01,Третья команда All-NBA,2008,NBA,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
anthoca01,Вторая сборная всех звезд НБА,2009,NBA,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
arenagi01,"Лучший игрок, который улучшился больше всего",2002,NBA,,
arenagi01,Третья команда All-NBA,2004,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
arenagi01,Третья команда All-NBA,2005,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
arenagi01,Вторая сборная всех звезд НБА,2006,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
artesro01,Защитная команда второй сборной,2002,NBA,,
artesro01,Защитная команда года,2005,NBA,,
artesro01,Защитная команда второй сборной,2008,NBA,,
artesro01,Премия Дж. Уолтера Кеннеди за гражданство,2010,NBA,,
augusdj01,Команда новичков года,2008,NBA,вязание,
barbole01,Шестой игрок года,2006,NBA,,
battish01,Защитная команда второй сборной,2007,NBA,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
battish01,Защитная команда второй сборной,2008,NBA,,
beaslmi01,Все-новичок первая команда,2008,NBA,,
bellra01,Защитная команда года,2006,NBA,,
bellra01,Защитная команда второй сборной,2007,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
billuch01,Защитная команда второй сборной,2004,NBA,,
billuch01,Защитная команда второй сборной,2005,NBA,,
billuch01,Вторая сборная всех звезд НБА,2005,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
billuch01,Третья команда All-NBA,2006,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
billuch01,Третья команда All-NBA,2008,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
billuch01,Премия за спортивное мастерство,2008,NBA,,
blairde01,Команда новичков года,2009,NBA,,
bledser01,Команда новичков года,2010,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
bogutan01,Третья команда All-NBA,2009,NBA,,С
boozeca01,Третья команда All-NBA,2007,NBA,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
boshch01,Вторая сборная всех звезд НБА,2006,NBA,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
bowenbr01,Защитная команда второй сборной,2000,NBA,,
bowenbr01,Защитная команда второй сборной,2001,NBA,,
bowenbr01,Защитная команда второй сборной,2002,NBA,,
bowenbr01,Защитная команда года,2004,NBA,,
bowenbr01,Защитная команда года,2005,NBA,,
bowenbr01,Защитная команда года,2006,NBA,,
bowenbr01,Защитная команда года,2007,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
brandel01,Вторая сборная всех звезд НБА,2005,NBA,,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
brookaa01,"Лучший игрок, который улучшился больше всего",2009,NBA,,
brownpj01,Защитная команда второй сборной,2000,NBA,,
bryanko01,Защитная команда второй сборной,2000,NBA,,
bryanko01,Вторая сборная всех звезд НБА,2000,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
bryanko01,Защитная команда второй сборной,2001,NBA,,
bryanko01,В первую сборную всех звёзд НБА,2001,NBA,,"Добро пожаловать в нашу службу поддержки клиентов! Как я могу вам помочь сегодня? Пожалуйста, предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас."
