playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
davisro01,,,Rob,Davison,,,,75,220,L,16710,31791,davisro01,2002,2009,,,D,1980,5,1,Canada,ON,St. Catharines,,,,,,
hayji01,,,Jim,Hay,,James Alexander,Red Eye,71,185,R,12884,10687,hayji01,1952,1954,,,D,1931,5,15,Canada,SK,Saskatoon,,,,,,
speerbi01,,,Bill,Speer,,William Francis,,71,205,L,14403,8758,speerbi01,1967,1970,1972,1973,D,1942,3,20,Canada,ON,Lindsay,1989,2,12,Canada,ON,Fenelon Falls
kellgch01,,,Christer,Kellgren,,Christer,,72,173,L,13171,7467,kellgch01,1981,1981,,,R,1958,8,15,Sweden,,Goteborg,,,,,,
kulikdm01,,,Dmitry,Kulikov,,,,73,183,L,,116200,kulikdm01,2009,2011,,,D,1990,10,29,Russia,,Lipetsk,,,,,,
gustaer01,,,Erik,Gustafsson,,,,70,180,,,,gustaer01,2010,2011,,,D,1988,12,15,Sweden,,Kvissleby,,,,,,
armstri01,,,Riley,Armstrong,,,,71,185,R,21598,68990,armstri01,2008,2008,,,R,1984,11,8,Canada,SK,Saskatoon,,,,,,
campbco01,campbco01c,,Colin,Campbell,,Colin John,Soupy,69,190,L,12197,792,campbco01,1974,1984,1973,1973,D,1953,1,28,Canada,ON,London,,,,,,
jagrja01,,,Jaromir,Jagr,,Jaromir,,75,240,L,10703,2497,jagrja01,1990,2011,,,R,1972,2,15,Czech Republic,,Kladno,,,,,,
wilsomi01,,,Mitch,Wilson,,Mitchell,,68,190,R,14705,5757,wilsomi01,1984,1986,,,R,1962,2,15,Canada,AB,Calgary,,,,,,
polonde01,,,Dennis,Polonich,,Dennis Daniel,Polo,66,166,R,14016,4339,polonde01,1974,1982,,,R,1953,12,4,Canada,SK,Foam Lake,,,,,,
,,farrear01h,Art,Farrell,,Arthur,,,,,P196503,,farrear01,,,,,,1877,2,8,Canada,QC,Montreal,1909,2,7,,,
hicksdo01,,,Doug,Hicks,,Douglas Allan,Hicksy,72,185,L,12933,2269,hicksdo01,1974,1982,,,D,1955,5,28,Canada,AB,Cold Lake,,,,,,
stastpe01,,stastpe01h,Peter,Stastny,,Peter,Peter the Great/Stosh,73,200,L,P199803,5156,stastpe01,1980,1994,,,C,1956,9,18,Slovakia,,Bratislava,,,,,,
duggake01,,,Ken,Duggan,,Kenneth B.,,75,210,L,12503,9725,duggake01,1987,1987,,,D,1963,2,21,Canada,ON,London,,,,,,
nemchse01,,,Sergei,Nemchinov,,Sergei,,73,205,L,11187,3941,nemchse01,1991,2001,,,C,1964,1,14,Russia,,Moscow,,,,,,
fletcst01,,,Steven,Fletcher,,Steven,,74,180,L,12606,1709,fletcst01,1987,1988,,,L,1962,3,31,Canada,QC,Montreal,,,,,,
prystme01,,,Metro,Prystai,,Metro,,68,155,L,14055,4408,prystme01,1947,1957,,,C,1927,11,7,Canada,SK,Yorkton,,,,,,
boylebr01,,,Brian,Boyle,,,,78,222,L,20935,72656,boylebr01,2007,2011,,,C,1984,12,18,USA,MA,Dorchester,,,,,,
highthe01,,,Hec,Highton,,Hector Salisbury,,72,175,R,18550,13695,highthe01,1943,1943,,,G,1923,12,10,Canada,AB,Medicine Hat,1985,,,,,
fredrfr01,fredrfr01c,fredrfr01h,Frank,Fredrickson,,Frank Sigudor,,71,180,L,P195807,1779,fredrfr01,1926,1930,,,C,1895,6,11,Canada,MB,Winnipeg,1979,5,28,,,
campbea01,,,Earl,Campbell,,Robert Earl,Spiff,71,166,L,12201,27707,campbea01,1923,1925,,,D,1900,7,23,Canada,QC,Buckingham,1953,2,11,,,
wisteji01,,,Jim,Wiste,,James Andrew,,70,185,L,14714,5771,wisteji01,1968,1970,1972,1975,C,1946,2,18,Canada,SK,Moose Jaw,,,,,,
mccorbo01,,,Bob,McCord,,Robert Lomer,,73,202,R,13603,3522,mccorbo01,1963,1972,,,D,1934,3,30,Canada,ON,Matheson,,,,,,
wilsori01,wilsori01c,,Rick,Wilson,,Richard Gordon,,73,195,L,14707,10167,wilsori01,1973,1976,,,D,1950,8,10,Canada,SK,Prince Albert,,,,,,
cloutsy01,,,Sylvain,Cloutier,,Sylvain Richard,,72,200,L,10277,1038,cloutsy01,1998,1998,,,C,1974,2,13,Canada,QC,Mont-Laurier,,,,,,
gainest01,,,Steve,Gainey,,,,73,192,L,14814,28668,gainest01,2000,2005,,,L,1979,1,26,Canada,QC,Montreal,,,,,,
bourbda01,,,Dan,Bourbonnais,,Daniel Richard,,70,185,L,12064,8345,bourbda01,1981,1983,,,L,1962,3,6,Canada,MB,Winnipeg,,,,,,
kaareja01,,,Jari,Kaarela,,Jari Pekka,,70,165,L,18574,7477,kaareja01,1980,1980,,,G,1958,8,8,Finland,,Tampere,,,,,,
domenhn01,,,Hnat,Domenichelli,,Hnat A.,,72,195,L,10632,19325,domenhn01,1996,2002,,,C,1976,2,17,Canada,AB,Edmonton,,,,,,
garneje01,,,Jean-Claude,Garneau,,Jean Claude,J.C.,69,165,L,,10246,garneje01,,,1974,1974,L,1943,10,19,Canada,QC,Quebec City,,,,,,
perkiro01,,,Ross,Perkins,,Ross Harold,,70,175,R,,4240,perkiro01,,,1972,1974,C,1946,11,4,Canada,SK,Tisdale,,,,,,
hryneti01,,,Tim,Hrynewich,,Timothy,,71,190,L,13020,6885,hryneti01,1982,1983,,,L,1963,10,2,Canada,ON,Leamington,,,,,,
pettigo01,,,Gord,Pettinger,,Gordon Robert,Gosh,72,175,L,13973,4263,pettigo01,1932,1939,,,C,1911,11,11,Canada,SK,Regina,1986,4,12,,,
gagnoaa01,,,Aaron,Gagnon,,,,71,189,R,,62581,gagnoaa01,2009,2011,,,C,1986,4,24,Canada,BC,Quesnel,,,,,,
marchbr03,,,Brad,Marchand,,,,69,183,L,,80463,marchbr03,2009,2011,,,C,1988,5,11,Canada,NS,Halifax,,,,,,
speerte01,,,Ted,Speers,,Ted,,71,200,R,14404,9103,speerte01,1985,1985,,,C,1961,1,28,USA,MI,Ann Arbor,,,,,,
carteje01,,,Jeff,Carter,,,,75,200,R,20914,59691,carteje01,2005,2011,,,C,1985,1,1,Canada,ON,London,,,,,,
renauma01,,,Mark,Renaud,,Mark Joseph,,72,185,L,14109,6429,renauma01,1979,1983,,,D,1959,2,21,Canada,ON,Toronto,,,,,,
gunn01,,,,Gunn,,,,,,,,,,,,,,,,,,,,,,,,,,
koalsma01,,,Matt,Koalska,,,,73,196,L,19708,51254,koalsma01,2005,2005,,,C,1980,5,16,USA,MN,St. Paul,,,,,,
moxeyji01,,,Jim,Moxey,,James George,,73,190,L,13793,3825,moxeyji01,1974,1976,,,R,1953,5,28,Canada,ON,Toronto,,,,,,
staplmi01,,,Mike,Stapleton,,Michael,,70,183,R,11553,5145,staplmi01,1986,2000,,,C,1966,5,5,Canada,ON,Sarnia,,,,,,
campbbr01,,,Bryan,Campbell,,Bryan Albert,Soupy,72,173,L,12196,791,campbbr01,1967,1971,1972,1977,C,1944,3,27,Canada,ON,Sudbury,,,,,,
stanfji01,,,Jim,Stanfield,,James Boviard,,70,160,L,14424,8749,stanfji01,1969,1971,,,C,1947,1,1,Canada,ON,Dixie,2009,11,19,USA,WA,Spokane
lingda01,,,David,Ling,,David G.,,70,204,R,11643,18627,lingda01,1996,2003,,,R,1975,1,9,Canada,NS,Halifax,,,,,,
helensa01,,,Sami,Helenius,,Sami,Helge,78,230,L,14916,13683,helensa01,1996,2002,,,D,1974,1,22,Finland,,Helsinki,,,,,,
herrma01,,,Matt,Herr,,Mathew,,74,204,L,15069,22016,herrma01,1998,2002,,,C,1976,5,26,USA,NJ,Hackensack,,,,,,
caronjo01,,,Jordan,Caron,,,,74,202,,,,caronjo01,2010,2011,,,R,1990,11,2,Canada,QC,Sayabec,,,,,,
mckecwa01,,,Walt,McKechnie,,Walter Thomas John,,74,195,L,13652,3586,mckecwa01,1967,1982,,,C,1947,6,19,Canada,ON,London,,,,,,
,pilouru01c,pilouru01h,Rudy,Pilous,,Rudolf,,,,L,B198502,4292,pilouru01,,,,,L,1914,8,11,Canada,MB,Winnipeg,1995,12,3,,,
fukufyu01,,,Yutaka,Fukufuji,,,,73,180,L,21496,70188,fukufyu01,2006,2006,,,G,1982,9,17,Japan,,Tokyo,,,,,,
