year,hofid,name,category
1965,farrear01h,Art Farrell,Player
1958,fredrfr01h,Frank Fredrickson,Player
1963,goodfeb01h,Ebbie Goodfellow,Player
1985,pilouru01h,Rudy Pilous,Builder
1998,stastpe01h,Peter Stastny,Player
1961,lesuepe01h,Percy LeSueur,Player
2001,gartnmi01h,Mike Gartner,Player
1962,crawfru01h,Rusty Crawford,Player
1950,malonjo01h,Joe Malone,Player
1987,pavelma03h,Matt Pavelich,Referee/Linesman
1947,taylocy01h,Cyclone Taylor,Player
1961,brownge03h,George Brown,Builder
2003,fuhrgr01h,Grant Fuhr,Player
1975,bucklfr01h,Frank Buckland,Builder
1981,mahovfr01h,Frank Mahovlich,Player
1992,johnsbo02h,Bob Johnson,Builder
1947,patrile01h,Lester Patrick,Player
1962,gilmobi01h,Billy Gilmour,Player
1960,selkefr01h,Frank Selke,Builder
1966,lindste01h,Ted Lindsay,Player
1996,salmibo01h,Borje Salming,Player
1986,boivile01h,Leo Boivin,Player
1962,schrisw01h,Sweeney Schriner,Player
1997,lemiema01h,Mario Lemieux,Player
1992,dionnma01h,Marcel Dionne,Player
1986,keonda01h,Dave Keon,Player
1961,ellioch01h,Chaucer Elliott,Referee/Linesman
1947,nelsofr01h,Francis Nelson,Builder
1985,ratelje01h,Jean Ratelle,Player
1977,delveal01h,Alex Delvecchio,Player
1962,noblere01h,Reg Noble,Player
1947,shoreed01h,Eddie Shore,Player
1962,obrieja01h,Ambrose O'Brien,Builder
1991,potvide01h,Denis Potvin,Player
1962,westwha01h,Harry Westwick,Player
1966,blaketo01h,Toe Blake,Player
1972,howego01h,Gordie Howe,Player
1988,laflegu01h,Guy Lafleur,Player
1979,richahe01h,Henri Richard,Player
1958,dudlege01h,George Dudley,Builder
2011,belfoed01h,Ed Belfour,Player
1984,lemaija01h,Jacques Lemaire,Player
2008,larioig01h,Igor Larionov,Player
1982,francem01h,Emile Francis,Builder
1988,parkbr01h,Brad Park,Player
1976,bowerjo01h,Johnny Bower,Player
1967,brodatu01h,Turk Broda,Player
1965,russeer01h,Ernie Russell,Player
1964,diliofr01h,Francis Dilio,Builder
1992,mathefr01h,Frank Mathers,Builder
1959,adamsja01h,Jack Adams,Player
2002,langwro01h,Rod Langway,Player
1999,gretzwa01h,Wayne Gretzky,Player
1977,ballaha01h,Harold Ballard,Builder
1984,imlacpu01h,Punch Imlach,Builder
1974,burchbi01h,Billy Burch,Player
1958,lehmahu01h,Hugh Lehman,Player
2010,ciccadi01h,Dino Ciccarelli,Player
1950,lalonne01h,Newsy Lalonde,Player
1950,davidal01h,Scotty Davidson,Player
1991,smithcl01h,Clint Smith,Player
1973,smithto01h,Tommy Smith,Player
2003,kilrebr01h,Brian Kilrea,Builder
1972,holmeha01h,Hap Holmes,Player
1966,reardke01h,Ken Reardon,Player
