year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1975,QF,,NEW,WHA,IND,WHA,4,3,0,18,15,
1921,SF,,REG,WCHL,CAT,WCHL,1,0,1,2,1,TG
1969,QF,D,PIT,NHL,OAK,NHL,4,0,0,13,6,
2008,CSF,K,DET,NHL,AND,NHL,4,3,0,22,17,
1998,CSF,L,COL,NHL,DET,NHL,4,2,0,21,14,
1978,QF,G,BOS,NHL,PIT,NHL,4,0,0,16,7,
1960,SF,A,CHI,NHL,MTL,NHL,4,2,0,16,15,
1959,SCF,C,MTL,NHL,TOR,NHL,4,0,0,15,5,
1977,QF,,QUN,WHA,HOU,WHA,4,2,0,29,16,
1993,CF,N,VAN,NHL,TOR,NHL,4,1,0,16,9,
1984,DSF,C,PHI,NHL,NYR,NHL,3,0,0,14,10,
1966,SCF,C,TOR,NHL,MTL,NHL,4,2,0,17,16,
1987,DF,L,EDM,NHL,CAL,NHL,4,0,0,18,11,
1960,SF,B,DET,NHL,TOR,NHL,4,1,0,15,8,
1940,QF,C,CHI,NHL,MTL,NHL,2,1,0,8,7,
2003,CQF,C,PHI,NHL,NJD,NHL,4,1,0,14,9,
1987,CF,N,EDM,NHL,DET,NHL,4,1,0,23,16,
1982,DSF,F,MNS,NHL,TOR,NHL,3,1,0,18,18,
1982,SCF,O,NYI,NHL,EDM,NHL,4,0,0,17,6,
1979,Pre,F,MNS,NHL,TOR,NHL,3,0,0,17,8,
1961,SF,B,TOR,NHL,NYR,NHL,4,2,0,22,15,
1949,SCF,C,DET,NHL,NYR,NHL,4,3,0,22,17,
2007,CSF,I,PHI,NHL,MTL,NHL,4,1,0,20,14,
1998,SCF,O,DAL,NHL,BUF,NHL,4,2,0,13,9,
1978,Pre,A,PHI,NHL,VAN,NHL,2,1,0,15,9,
1992,DF,J,NYI,NHL,PIT,NHL,4,3,0,24,27,
1937,SF,D,CHI,NHL,NYA,NHL,2,1,0,5,5,
1979,Pre,A,PHI,NHL,EDM,NHL,3,0,0,12,6,
1989,DF,K,CHI,NHL,STL,NHL,4,3,0,28,22,
1972,DF,,NEW,WHA,CLC,WHA,4,1,0,16,14,
1978,Pre,C,TOR,NHL,ATF,NHL,2,0,0,9,5,
1926,SF,D,BOS,NHL,NYR,NHL,1,0,1,3,1,TG
1982,DSF,E,CHI,NHL,STL,NHL,3,1,0,16,10,
2000,CQF,A,NJD,NHL,CAR,NHL,4,2,0,20,8,
1931,QF,C,MTM,NHL,DTF,NHL,1,0,1,3,1,TG
2008,CQF,A,BOS,NHL,MTL,NHL,4,0,0,17,6,
2011,CQF,H,NAS,NHL,DET,NHL,4,1,0,13,9,
1974,QF,E,PHI,NHL,TOR,NHL,4,0,0,15,6,
1982,DF,J,NYI,NHL,NYR,NHL,4,2,0,28,15,
2005,CQF,F,COL,NHL,DAL,NHL,4,1,0,18,15,
1980,QF,K,MNS,NHL,BUF,NHL,4,1,0,23,17,
1983,DSF,B,QUE,NHL,BUF,NHL,3,0,0,13,5,
1983,CF,N,EDM,NHL,MNS,NHL,4,0,0,22,10,
1971,SF,E,BOS,NHL,STL,NHL,4,0,0,28,8,
1985,DF,L,CAL,NHL,EDM,NHL,4,3,0,25,24,
1928,SF,A,BOS,NHL,MTL,NHL,3,0,0,5,2,
1952,SF,A,BOS,NHL,DET,NHL,4,2,0,21,21,
1936,QF,B,MTM,NHL,BOS,NHL,2,1,0,8,6,
1953,SF,A,DET,NHL,TOR,NHL,4,1,0,15,8,
1989,DSF,D,WAS,NHL,NJD,NHL,4,2,0,21,18,
1991,CF,M,PIT,NHL,BOS,NHL,4,0,0,19,7,
1967,SCF,G,MTL,NHL,STL,NHL,4,0,0,11,7,
2006,CF,N,AND,NHL,DET,NHL,4,2,0,16,17,
2009,CSF,J,PHI,NHL,BOS,NHL,4,3,0,22,20,
2007,CSF,J,PIT,NHL,NYR,NHL,4,1,0,15,12,
1925,SF,,MTM,NHL,PIP,NHL,1,0,1,6,4,TG
1960,SCF,C,CHI,NHL,DET,NHL,4,2,0,19,12,
1974,QF,,QUN,WHA,PHR,WHA,4,1,0,23,12,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
2011,CQF,B,WAS,NHL,BOS,NHL,4,3,0,16,15,
1971,SF,F,NYR,NHL,CHI,NHL,4,0,0,17,9,
1979,QF,L,NYI,NHL,BOS,NHL,4,1,0,19,14,
2008,CF,M,PIT,NHL,CAR,NHL,4,0,0,20,9,
1989,CF,M,BOS,NHL,WAS,NHL,4,0,0,15,6,
1958,SF,A,MTL,NHL,CHI,NHL,4,2,0,21,16,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,TG
1999,CQF,H,DET,NHL,LAK,NHL,4,0,0,15,6,
1963,SF,B,DET,NHL,CHI,NHL,4,3,0,24,18,
1938,SF,A,BOS,NHL,NYR,NHL,4,3,0,14,12,
2009,CQF,E,SJS,NHL,COL,NHL,4,2,0,19,11,
1993,CSF,L,VAN,NHL,DAL,NHL,4,1,0,18,11,
1949,SF,A,DET,NHL,TOR,NHL,4,3,0,10,11,
1957,SF,B,BOS,NHL,NYR,NHL,4,2,0,28,16,
1923,F,,CAT,WCHL,REG,WCHL,1,0,1,4,2,TG
1992,CF,N,LAK,NHL,TOR,NHL,4,3,0,22,23,
1977,SF,J,BOS,NHL,PHI,NHL,4,1,0,21,15,
2009,CQF,F,CHI,NHL,NAS,NHL,4,2,0,17,15,
1980,Pre,C,EDM,NHL,MTL,NHL,3,0,0,15,6,
1936,SF,A,DET,NHL,MTL,NHL,3,2,0,13,8,
2007,CQF,C,PHI,NHL,WAS,NHL,4,3,0,23,20,
1939,SF,D,TOR,NHL,DET,NHL,2,0,0,5,2,
1922,F,,VAM,PCHA,VC1,PCHA,1,1,0,5,3,TG
1974,SCF,K,PHI,NHL,BUF,NHL,4,2,0,19,12,
1967,QF,A,MTL,NHL,BOS,NHL,4,0,0,15,8,
1974,ACF,,HOU,WHA,QUN,WHA,4,0,0,20,7,
