year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2008,NHL,COL,18,21,,2,14,24,,3,,,,,5,5,,0,6,7,,0,8,5,,1,4,9,,0,5,8,,0,3,9,,1,1,2,,3
1989,NHL,VAN,13,16,11.0,,12,25,3.0,,,,,,7,5,1,,2,7,3,,3,7,4,,2,11,1.0,,6,6,2.0,,5,5,3,,,,,
1972,NHL,CHI,26,9,4.0,,16,18,5.0,,,,,,6,4,1,,7,4,1,,9,5,0,,6,4,3.0,,8,4,2.0,,6,6,1,,0,0,1,
1968,NHL,LAK,19,14,5.0,,5,28,5.0,,,,,,2,5,1,,5,7,1,,5,4,2,,4,8,2.0,,5,9,1.0,,3,9,3,,,,,
1923,NHL,MTL,10,2,0.0,,3,9,0.0,,,,,,,,,,,,,,2,2,0,,3,7,0.0,,6,2,0.0,,2,0,0,,,,,
2005,NHL,FLO,25,11,,5,12,23,,6,,,,,6,5,,1,1,9,,3,8,6,,1,5,5,,3,3,2,,0,10,4,,1,4,3,,2
2001,NHL,DET,28,7,5.0,1,23,10,5.0,3,,,,,11,2,0,0,11,1,1,1,6,5,2,1,8,2,3.0,0,7,1,0.0,0,8,3,2,0,0,3,2,2
2000,NHL,PHI,26,11,4.0,0,17,14,7.0,3,,,,,3,5,3,0,8,5,1,0,6,4,3,0,9,2,2.0,1,7,3,1.0,1,8,5,1,0,2,1,0,1
1971,NHL,PIT,18,15,6.0,,8,23,8.0,,,,,,5,5,2,,3,9,0,,3,7,4,,1,8,3.0,,7,6,0.0,,6,3,4,,1,0,1,
1982,NHL,BUF,25,7,8.0,,13,22,5.0,,,,,,4,5,3,,8,3,1,,5,5,3,,8,4,2.0,,5,5,3.0,,8,6,1,,0,1,0,
1994,NHL,VAN,10,8,6.0,,8,10,6.0,,,,,,,,,,,,,,,,,,1,3,1.0,,4,4,5.0,,6,6,2,,7,5,3,
1997,NHL,PHI,24,11,6.0,,18,18,5.0,,,,,,7,5,2,,8,3,2,,8,2,3,,5,5,2.0,,2,2,0.0,,8,7,2,,4,5,0,
1997,NHL,BUF,20,13,8.0,,16,16,9.0,,,,,,4,7,2,,3,5,3,,7,7,1,,5,2,4.0,,3,0,4.0,,9,5,1,,5,3,2,
1913,PCHA,NWR,3,3,0.0,,4,6,0.0,,,,,,,,,,,,,,2,3,0,,2,4,0.0,,3,2,0.0,,,,,,,,,
1959,NHL,DET,18,14,3.0,,8,15,12.0,,,,,,5,2,3,,5,6,3,,6,4,1,,4,6,4.0,,3,7,2.0,,3,4,2,,,,,
