playerid,award,year,lgid,note,pos
orrbo01,Norris,1967,NHL,,
huetcr01,Crozier,2005,NHL,,
selbybr01,Calder,1965,NHL,,
friesje01,All-Rookie,1994,NHL,,F
lachel01,Hart,1944,NHL,,
charazd01,Second Team All-Star,2005,NHL,,D
howego01,Second Team All-Star,1963,NHL,,RW
wortero01,Second Team All-Star,1933,NHL,,G
larocmi01,Vezina,1978,NHL,shared,
stewane01,Art Ross,1925,NHL,,
macinal01,Second Team All-Star,1986,NHL,,D
cainhe01,Second Team All-Star,1943,NHL,,LW
heatlda01,Second Team All-Star,2005,NHL,,LW
lapraed01,Calder,1945,NHL,,
staplpa01,Second Team All-Star,1975,WHA,,D
thomati01,Crozier,2008,NHL,,
bibeapa01,Second Team All-Star,1943,NHL,,G
hasekdo01,All-Rookie,1991,NHL,,G
oconnbu01,Hart,1947,NHL,,
bourqra01,First Team All-Star,1991,NHL,,D
boyntni01,All-Rookie,2001,NHL,,D
giacoed01,Second Team All-Star,1969,NHL,,G
hainsge01,Vezina,1926,NHL,,
ozolisa01,First Team All-Star,1996,NHL,,D
blackda01,All-Rookie,2001,NHL,,G
stlouma01,Second Team All-Star,2009,NHL,,RW
barrato01,Second Team All-Star,1992,NHL,,G
wharrke01,Lady Byng,1963,NHL,,
sawchte01,First Team All-Star,1950,NHL,,G
brodema01,Jennings,1996,NHL,shared,
lemiema01,First Team All-Star,1995,NHL,,C
barrato01,Vezina,1983,NHL,,
esposph01,Art Ross,1970,NHL,,
thomati01,Crozier,2010,NHL,,
gretzwa01,Pearson,1982,NHL,,
loweke01,King Clancy,1989,NHL,,
richama01,First Team All-Star,1944,NHL,,RW
wilsodo01,Second Team All-Star,1984,NHL,,D
mikitst01,First Team All-Star,1963,NHL,,C
graharo02,Hatskin,1974,WHA,Best Goaltender,
boyleda01,Second Team All-Star,2006,NHL,,D
greenmi03,First Team All-Star,2009,NHL,,D
plantja01,Vezina,1958,NHL,,
barrato01,Second Team All-Star,1984,NHL,,G
villegi01,Vezina,1970,NHL,shared,
steveke01,Second Team All-Star,1990,NHL,,LW
moreaet01,King Clancy,2008,NHL,,
esposph01,Second Team All-Star,1967,NHL,,C
savarse01,Conn Smythe,1968,NHL,,
hortoti01,First Team All-Star,1963,NHL,,D
schrisw01,Art Ross,1936,NHL,,
helleot01,Second Team All-Star,1940,NHL,,D
kovalil01,All-Rookie,2001,NHL,,F
dionnma01,Lady Byng,1974,NHL,,
lemiecl01,Conn Smythe,1994,NHL,,
howego01,Second Team All-Star,1955,NHL,,RW
kovalil01,First Team All-Star,2011,NHL,,LW
gretzwa01,First Team All-Star,1980,NHL,,C
hasekdo01,Pearson,1996,NHL,,
breweca01,Second Team All-Star,1961,NHL,,D
barryma01,First Team All-Star,1936,NHL,,C
mosiebi01,Second Team All-Star,1945,NHL,,RW
makarse01,All-Rookie,1989,NHL,,RW
brimsfr01,Second Team All-Star,1940,NHL,,G
belivje01,Art Ross,1955,NHL,,
forsbpe01,Art Ross,2002,NHL,,
grahadi01,Selke,1990,NHL,,
nashri01,All-Rookie,2002,NHL,,F
