playerid,year,ppa,sha
ciccadi01,1988,10,1
quinnda01,1990,18,
klimape01,1989,11,
lawtobr01,1988,4,
murphla01,1990,19,
mcintjo01,1990,,2
playfla01,1988,,1
huberwi01,1987,14,
wilsoca01,1987,9,3
courtge01,1987,7,
pederma01,1990,7,
carsoli01,1987,1,1
pederba01,1989,7,1
zezelpe01,1990,5,1
petitmi01,1987,9,1
kontoch01,1987,6,
sandsto01,1989,20,
momesse01,1990,1,
manthmo01,1988,9,
broteaa01,1989,3,
franclo01,1990,1,1
jonssto01,1988,24,
huntema01,1990,4,
coxecr01,1987,1,
mcdonhu01,1989,1,
cunnera01,1989,4,
joycebo01,1989,3,
tuckejo01,1989,6,
dahlqch01,1990,,1
krushmi01,1990,3,
sheehne01,1987,1,
proppbr01,1989,9,
poulida02,1989,1,1
stastpe01,1989,23,
ramagro01,1987,19,2
bennibr01,1989,5,
duguaro01,1987,2,
smaildo01,1990,1,1
mckegto01,1990,7,
ruotsre01,1989,9,
allismi01,1987,5,
vaiveri01,1988,15,
loisecl01,1990,1,1
ruffli01,1988,1,
makelmi01,1989,1,
lawtobr01,1989,1,
fentopa01,1990,2,
gartnmi01,1988,9,
nichobe01,1989,37,1
grahadi01,1987,7,1
lemiejo01,1989,1,1
ferrara01,1990,5,
charbjo01,1988,1,
libaig01,1988,6,
brookbo01,1989,1,2
hunteda01,1988,,1
dineego01,1988,2,
petitmi01,1990,16,
maroima01,1988,3,
erickbr01,1987,6,
butchga01,1990,3,2
frasecu01,1987,2,
crossdo01,1990,21,
mckegto01,1989,3,
ledyagr01,1988,6,
pavesji01,1987,1,
gingrga01,1987,9,
courtru01,1988,2,
bullami01,1988,13,
deblolu01,1990,,1
gartnmi01,1989,14,1
simpscr01,1987,10,1
cullejo01,1990,29,
robergo01,1987,3,
tantito01,1989,9,
thibagi01,1989,2,
hullbr01,1987,10,
wilsoca01,1990,4,
quinnda01,1989,15,1
lawlepa01,1987,3,
cyrpa01,1987,1,
adamsgr01,1988,1,
hunteda01,1987,1,4
tuckejo01,1990,1,
adamsgr01,1989,1,
samueul01,1990,,2
chrisda01,1989,7,
creigad01,1988,7,
brownje02,1989,24,
picarro02,1989,1,1
brownro01,1990,10,
ledyagr01,1987,5,
donnemi01,1987,2,
carsoji01,1989,5,
mcbeawa01,1988,1,
larsore01,1988,14,
kennede01,1988,,2
hardyma01,1987,10,1
macivno01,1988,19,
frycemi01,1988,3,
skrikpe01,1990,5,
johanca01,1988,7,
bodgedo01,1988,25,1
josepch01,1987,6,
norwole01,1990,3,
archida01,1989,4,
dineego01,1987,2,
rousebo01,1988,,1
paslagr01,1990,3,1
actonke01,1988,,1
wellsja01,1989,3,2
manthmo01,1987,15,1
carpebo01,1988,4,
nylunga01,1988,1,
