playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
simmech01,1983,1,LAK,NHL,L,79,44,48,92,78,7,13,,1,,4,3,188,,,,,,,,,,,,
hakanan01,1984,1,LAK,NHL,R,73,12,12,24,28,-4,1,,1,,1,0,75,3,0,0,0,0,0,0,,0,,0,1
hynesda01,1976,1,NEW,WHA,L,22,5,4,9,4,5,0,,1,,,,41,,,,,,,,,,,,
summara01,1985,1,EDM,NHL,L,73,19,18,37,16,7,1,,0,,4,0,83,5,1,1,2,0,2,0,,0,,0,6
fitzgto01,1990,1,NYI,NHL,C,41,5,5,10,24,-9,0,0,0,0,2,0,60,,,,,,,,,,,,
westcdu01,2006,1,CBS,NHL,D,23,4,6,10,18,-13,2,4,0,0,1,,34,,,,,,,,,,,,
sullimi01,2000,1,PHO,NHL,L,72,5,4,9,16,-6,0,0,3,0,0,0,59,,,,,,,,,,,,
juzdabi01,1940,1,NYR,NHL,D,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,
bouchjo01,1996,1,CAL,NHL,D,76,4,5,9,49,-23,0,1,1,0,0,0,61,,,,,,,,,,,,
mattsma01,1980,1,WIN,NHL,G,31,0,1,1,2,0,0,,0,,0,0,0,,,,,,,,,,,,
dazeer01,1997,1,CHI,NHL,R,80,31,11,42,22,4,10,2,0,0,7,1,216,,,,,,,,,,,,
fontilo01,1955,1,NYR,NHL,D,70,3,15,18,202,,,,,,,,,4,0,0,0,6,,,,,,,
martipi01,1969,1,CHI,NHL,C,73,30,33,63,61,22,5,,0,,1,1,160,8,3,3,6,4,,2,,0,,1,
smithdo02,1949,1,NYR,NHL,C,11,1,1,2,0,,,,,,,,,1,0,0,0,0,,,,,,,
mackeda01,1987,1,CHI,NHL,L,23,1,3,4,71,-14,0,0,0,0,1,0,23,,,,,,,,,,,,
talafde01,1980,1,NYR,NHL,R,50,13,17,30,28,2,1,,2,,0,0,73,14,3,5,8,2,,0,,0,,0,
vellumi01,1987,1,HAR,NHL,D,2,0,0,0,11,-1,0,0,0,0,0,0,2,,,,,,,,,,,,
lemiere01,1969,1,NYR,NHL,L,55,4,6,10,51,1,0,,0,,0,0,49,,,,,,,,,,,,
breweer01,2005,1,STL,NHL,D,32,6,3,9,45,-17,1,2,0,0,1,,64,,,,,,,,,,,,
janssma01,1989,1,NYR,NHL,C,80,5,8,13,161,-26,0,1,0,0,0,0,61,9,2,1,3,10,0,0,0,0,1,1,6
pavesji01,1987,3,DET,NHL,D,7,0,3,3,21,3,0,,0,0,0,0,4,4,0,1,1,15,5,0,0,0,0,0,5
hollake01,1980,1,HAR,NHL,G,1,0,0,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,
clarkch02,1913,1,VML,PCHA,G,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
durbast01,1973,1,STL,NHL,D,36,4,5,9,146,-1,2,,0,,0,0,40,,,,,,,,,,,,
berlilo01,1919,1,MTL,NHL,L,24,8,9,17,36,,,,,,,,,,,,,,,,,,,,
nilanch01,1991,1,BOS,NHL,R,39,5,5,10,186,-5,0,0,0,0,0,0,33,,,,,,,,,,,,
ledyagr01,2000,2,DAL,NHL,D,8,0,1,1,4,3,0,0,0,0,0,0,7,9,0,1,1,4,2,0,0,0,0,0,11
jokinol01,2000,1,FLO,NHL,C,78,6,10,16,106,-22,0,0,0,1,0,0,121,,,,,,,,,,,,
rochetr01,2000,1,MIN,NHL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
fosteyi01,1929,1,NYR,NHL,D,31,0,0,0,10,,,,,,,,,,,,,,,,,,,,
marchmu01,1941,1,CHI,NHL,R,48,6,26,32,22,,,,,,,,,3,0,2,2,4,,,,,,,
fredrfr01,1926,1,DTC,NHL,C,16,4,6,10,12,,,,,,,,,,,,,,,,,,,,
deaho01,1921,2,CAT,WCHL,L,11,3,1,4,2,,,,,,,,,2,0,0,0,2,,,,,,,
leclemi01,1997,1,ANA,NHL,L,7,0,0,0,6,-6,0,0,0,0,0,0,11,,,,,,,,,,,,
chernri01,1988,1,CAL,NHL,R,1,0,0,0,0,-1,0,0,0,0,0,0,2,,,,,,,,,,,,
carlewa01,1967,1,TOR,NHL,L,65,8,11,19,34,5,0,,0,,1,1,140,,,,,,,,,,,,
winnech01,1991,1,BOS,NHL,R,24,1,3,4,6,-6,0,1,0,0,0,0,20,,,,,,,,,,,,
loisecl01,1985,1,DET,NHL,C,48,7,15,22,142,-27,2,,0,,1,0,83,,,,,,,,,,,,
motzkjo01,2006,1,CBS,NHL,R,7,1,0,1,0,0,0,0,0,0,0,,10,,,,,,,,,,,,
wilsojo01,1952,1,DET,NHL,L,70,23,19,42,22,,,,,,,,,6,2,5,7,0,,,,,,,
millepe01,1975,1,WIJ,WHA,D,45,7,6,13,37,8,1,,0,,0,,42,,,,,,,,,,,,
mcgilda01,1997,2,PHI,NHL,D,13,1,5,6,35,-4,1,2,0,1,0,0,18,5,1,2,3,10,0,1,0,0,0,0,14
fernama01,1995,1,DAL,NHL,G,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
olsonjo01,2003,1,FLO,NHL,L,5,1,0,1,0,1,0,0,0,0,0,0,6,,,,,,,,,,,,
millewa02,1913,2,OT1,NHA,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
poweda01,2009,1,PHI,NHL,C,63,9,6,15,54,0,0,0,0,0,0,,103,23,0,1,1,6,-2,0,0,0,0,0,28
giacoed01,1975,1,NYR,NHL,G,4,0,0,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,
rochofr01,1976,1,IND,WHA,L,57,15,8,23,8,-13,2,,0,,,,122,5,0,1,1,0,-1,0,,0,,0,
snydeda01,2001,1,ATL,NHL,C,11,1,1,2,30,-3,0,0,0,0,0,0,7,,,,,,,,,,,,
colvima01,1940,1,NYR,NHL,R,47,14,17,31,18,,,,,,,,,3,1,1,2,2,,,,,,,
jensest01,1977,1,MNS,NHL,L,74,13,17,30,73,-30,2,,0,,1,1,132,,,,,,,,,,,,
oatmaed01,1923,1,CAT,WCHL,C,23,3,1,4,22,,,,,,,,,4,1,0,1,2,,,,,,,
veitcda01,1990,1,TOR,NHL,D,2,0,1,1,0,-4,0,1,0,0,0,0,2,,,,,,,,,,,,
risslga01,1980,1,PIT,NHL,L,25,1,0,1,143,-4,0,,0,,0,0,16,5,0,1,1,4,,0,,0,,0,
coulsda01,1930,1,PHQ,NHL,D,28,0,0,0,103,,,,,,,,,,,,,,,,,,,,
dubinst01,2002,1,STL,NHL,C,28,0,6,6,4,3,0,0,0,1,0,0,23,,,,,,,,,,,,
duforan01,1913,1,OT1,NHA,,14,1,1,2,37,,,,,,,,,,,,,,,,,,,,
leschcu01,1996,2,WAS,NHL,D,2,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,
neelyca01,1988,1,BOS,NHL,R,74,37,38,75,190,14,18,9,0,0,6,1,235,10,7,2,9,8,-2,4,0,0,0,2,24
grosemi01,1993,1,WIN,NHL,L,3,1,0,1,0,-1,0,0,0,0,0,0,4,,,,,,,,,,,,
brownbr01,1998,2,CHI,NHL,D,61,1,7,8,184,-4,0,0,0,0,0,1,26,,,,,,,,,,,,
blouisy01,2000,1,MIN,NHL,L,41,3,2,5,117,-5,0,0,0,0,0,0,37,,,,,,,,,,,,
paterjo01,1986,1,LAK,NHL,L,45,2,1,3,158,-15,0,,0,,1,0,30,2,0,0,0,0,-2,0,,0,,0,1
smithbi01,1987,1,NYI,NHL,G,38,0,0,0,20,0,0,0,0,0,0,0,0,,,,,,,,,,,,
hainsro01,2007,1,CBS,NHL,D,78,8,24,32,25,-7,8,15,0,1,0,,161,,,,,,,,,,,,
diducge01,1994,2,CHI,NHL,D,13,1,0,1,48,3,0,0,0,0,0,0,17,16,1,3,4,22,-4,0,1,0,0,0,21
clippst01,1976,1,LAK,NHL,L,16,1,2,3,9,3,0,,0,,0,0,11,1,0,0,0,0,,0,,0,,0,
reaybi01,1946,1,MTL,NHL,C,59,22,20,42,17,,,,,,,,,11,6,1,7,14,,,,,,,
strosga01,2003,1,WAS,NHL,R,3,0,0,0,14,-1,0,0,0,0,0,0,2,,,,,,,,,,,,
plavsad01,1994,1,VAN,NHL,D,3,0,1,1,4,3,0,0,0,0,0,0,11,,,,,,,,,,,,
wisteji01,1968,1,CHI,NHL,C,3,0,0,0,0,1,0,,0,,0,0,3,,,,,,,,,,,,
burroda01,1971,1,PIT,NHL,D,77,2,10,12,48,-7,0,,0,,0,0,100,4,0,0,0,4,,0,,0,,0,
leiteke01,1986,1,NYI,NHL,D,74,9,20,29,30,2,4,,0,,0,1,159,11,0,5,5,6,-2,0,,0,,0,17
godfrwa01,1966,1,DET,NHL,D,2,0,0,0,0,,0,,0,,0,0,,,,,,,,,,,,,
johnsch01,1935,1,NYR,NHL,D,47,5,3,8,58,,,,,,,,,,,,,,,,,,,,
gocsa01,2001,2,TBL,NHL,D,9,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,
bjugssc01,1986,1,MNS,NHL,L,39,4,9,13,43,-6,0,,0,,0,0,58,,,,,,,,,,,,
longba01,1979,1,DET,NHL,D,80,0,17,17,38,-28,0,,0,,0,0,87,,,,,,,,,,,,
shuttst01,1982,1,MTL,NHL,L,78,35,22,57,26,8,8,,0,,0,1,202,3,1,0,1,0,,0,,0,,0,
