playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
trappbo01,1922,EDE,WCHL,D,2,0,0,0,2
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
noblere01,1921,TRS,NHL,L,5,0,1,1,9
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
mcnamho01,1915,MOC,NHA,D,5,0,1,1,21
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
gagnear01,1922,EDE,WCHL,R,2,0,0,0,2
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
bellbi01,1923,MTL,NHL,F,3,0,0,0,0
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
duttore01,1923,CAT,WCHL,D,2,0,0,0,9
benedcl01,1922,OTS,NHL,G,6,0,0,0,2
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
darraja01,1920,OTS,NHL,R/L,5,5,0,5,12
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
crawfru01,1923,CAT,WCHL,L,2,0,0,0,0
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
berlilo01,1915,MOC,NHA,L,2,0,0,0,0
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
brucemo01,1919,OTS,NHL,F,5,0,0,0,0
cookll01,1922,VAM,PCHA,D,4,0,1,1,4
mackeja01,1919,OTS,NHL,F,5,0,0,0,0
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
stewane01,1925,MTM,NHL,C,4,6,1,7,14
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
mackami01,1921,VML,PCHA,L,5,1,0,1,6
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
gerared01,1919,OTS,NHL,D,5,2,1,3,3
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
holmeha01,1918,SEA,PCHA,G,5,0,0,0,0
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
gengebo01,1912,VA1,PCHA,C,3,3,0,3,14
malleke01,1914,VML,PCHA,C,3,0,0,0,0
mackami01,1920,VML,PCHA,C,5,0,1,1,0
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
cookll01,1917,VML,PCHA,D,5,2,0,2,12
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
desirsy01,1920,VML,PCHA,D,4,0,0,0,6
mummeha01,1916,MOC,NHA,D,4,0,0,0,35
loughcl01,1925,VIC,WCHL,D,4,1,0,1,8
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
rickero01,1916,SEA,PCHA,D,4,0,1,1,23
morribe01,1916,SEA,PCHA,R,4,14,2,16,0
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
clancki01,1922,OTS,NHL,D,6,1,0,1,4
dennecy01,1922,OTS,NHL,L,6,1,1,2,8
noblere01,1925,MTM,NHL,D,4,0,0,0,4
mackami01,1914,VML,PCHA,L,3,4,2,6,6
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
oliveha01,1923,CAT,WCHL,R,2,0,0,0,0
gengebo01,1913,VA1,PCHA,C,3,0,0,0,15
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
benedcl01,1920,OTS,NHL,G,5,0,0,0,0
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
cleghod01,1918,MTL,NHL,C,5,2,0,2,9
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
lehmahu01,1921,VML,PCHA,G,5,0,0,0,0
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
