playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
gamblbr01,1969,1,TOR,NHL,52,3057,19,24,9,0,5,156,,,,,,,,,,
desjage01,1975,1,BUF,NHL,55,3280,29,15,11,1,2,161,,9,563,4,5,,0,0,28,
mioed01,1980,1,EDM,NHL,43,2393,16,15,9,4,0,155,,,,,,,,,,
bannemu01,1982,1,CHI,NHL,41,2460,24,12,5,2,4,127,1283,8,480,4,4,,1,0,32,
mcelhcu01,2007,1,CAL,NHL,5,150,0,2,0,1,0,5,51,,,,,,,,,
melocgi01,1985,1,PIT,NHL,34,1989,13,15,5,5,0,119,1003,,,,,,,,,
lessama01,1980,1,LAK,NHL,64,3746,35,18,11,3,2,203,,4,220,1,3,,1,0,20,
vanbijo01,1983,1,NYR,NHL,3,180,2,1,0,1,0,10,85,1,1,0,0,,0,0,0,0
moranpa01,1916,1,QU1,NHA,6,377,1,5,0,,0,34,,,,,,,,,,
sawchte01,1966,1,TOR,NHL,28,1409,15,5,4,0,2,66,,10,565,6,4,,0,0,25,
fountmi01,1996,1,VAN,NHL,6,245,2,2,0,0,1,14,135,,,,,,,,,
kerrda01,1933,1,MTM,NHL,48,3060,19,18,11,,6,122,,4,240,1,2,1,,1,7,
ridlecu01,1977,1,VAN,NHL,40,2010,9,17,8,1,0,136,,,,,,,,,,
nichobi01,1912,1,TO1,NHA,20,1238,7,13,0,,0,98,,,,,,,,,,
niittan01,2006,1,PHI,NHL,52,2943,9,29,9,8,0,166,1567,,,,,,,,,
irbear01,2000,1,CAR,NHL,77,4406,37,29,9,7,6,180,1947,6,360,2,4,,0,0,20,201
thiesbr01,2011,1,PIT,NHL,5,258,3,1,0,0,0,16,113,,,,,,,,,
halakja01,2007,1,MTL,NHL,6,285,2,1,1,0,1,10,151,2,77,0,1,,1,0,3,27
hasekdo01,2005,1,OTT,NHL,43,2584,28,10,4,1,5,90,1202,,,,,,,,,
weeksst01,1987,1,HAR,NHL,18,918,6,7,2,0,0,55,388,,,,,,,,,
raedeca01,1976,1,NEW,WHA,26,1328,12,10,1,0,2,69,701,1,60,0,1,,0,0,7,34
stcrori01,1982,2,TOR,NHL,17,920,4,9,2,0,0,58,499,1,1,0,0,,0,0,1,
lindsbe01,1915,1,MOW,NHA,23,1380,10,13,0,,1,110,,,,,,,,,,
priceca01,2010,1,MTL,NHL,72,4206,38,28,6,7,8,165,2147,7,455,3,4,,1,1,16,242
labarja01,2007,1,LAK,NHL,45,2421,17,23,2,3,1,121,1341,,,,,,,,,
