name,id,award,year,lgid,note
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Bill Cleary,,Patrick,1996,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
John MacInnes,,Patrick,1985,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Ray Miron,,Patrick,2003,NHL,
Bruce McNall,,Patrick,1992,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Jack Parker,,Patrick,2009,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Joe Mullen,mullejo01,Patrick,1994,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Robert Ridder,,Patrick,1993,NHL,
Fred Cusick,,Patrick,1987,NHL,
Gary Bettman,,Patrick,2000,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Bob Fleming,,Patrick,1994,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Art Berglund,,Patrick,1991,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
John Mayasich,,Patrick,1997,NHL,
Dave Andrews,,Patrick,2009,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Lou Vairo,,Patrick,1999,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Rod Gilbert,gilbero01,Patrick,1990,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Gil Stein,,Patrick,1992,NHL,
David Poile,,Patrick,2000,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Jeff Sauer,,Patrick,2010,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Larry Pleau,pleaula01,Patrick,2001,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Brian Burke,,Patrick,2007,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Donald Clark,,Patrick,1974,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Mark Messier,messima01,Patrick,2008,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Jim Devellano,,Patrick,2008,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Cammi Granato,,Patrick,2006,NHL,
John Halligan,,Patrick,2006,NHL,
George Gund,,Patrick,1995,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Stan Fischler,,Patrick,2006,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
