playerid,year,stint,tmid,w,l,sa,ga
drouije01,2008,1,EDM,1,0,3,0
aubinje01,2007,1,LAK,1,1,4,2
dubiewa01,2006,1,NYI,2,0,6,1
brustba01,2006,1,LAK,1,1,5,1
toskave01,2005,1,SJS,0,3,12,5
greisth01,2011,1,SJS,1,1,7,2
khabini01,2007,1,CHI,2,4,19,7
lehtoka01,2009,1,DAL,1,0,4,0
bacasja01,2005,1,STL,1,0,4,1
theodjo01,2005,1,MTL,1,1,6,1
hillejo01,2008,1,AND,5,1,31,5
danisya01,2009,1,NJD,0,1,3,3
valiqst01,2007,1,NYR,2,2,11,3
conklty01,2010,1,STL,0,2,7,6
fleurma01,2008,1,PIT,3,4,22,6
theodjo01,2008,1,WAS,4,4,22,6
quickjo01,2008,1,LAK,4,1,14,4
luongro01,2008,1,VAN,3,4,29,8
schneco01,2010,1,VAN,1,0,3,0
irvinle01,2011,1,CAL,0,1,4,2
kolziol01,2007,1,WAS,2,4,34,11
huetcr01,2006,1,MTL,2,3,14,8
brodema01,2011,1,NJD,7,2,26,7
andercr01,2011,1,OTT,6,1,25,7
lawsona01,2010,1,NYI,1,1,6,4
khabini01,2005,1,CHI,2,1,15,5
sanfocu01,2007,1,VAN,0,1,4,2
garonma01,2008,1,EDM,1,0,3,1
weekeke01,2008,1,NJD,2,0,6,2
dipieri01,2011,1,NYI,0,1,3,1
kiprumi01,2008,1,CAL,3,2,14,3
neuvimi01,2010,1,WAS,3,3,21,6
andercr01,2008,1,FLO,0,4,11,7
gerbema01,2005,1,CAR,7,2,33,10
clemmsc01,2006,1,NJD,0,2,6,3
toskave01,2009,1,TOR,1,1,4,2
johnsbr02,2005,1,WAS,3,1,13,2
hedbejo01,2005,1,DAL,4,0,17,3
kiprumi01,2009,1,CAL,2,7,27,15
aubinje01,2005,1,TOR,0,2,5,2
johnsbr02,2008,1,WAS,0,1,2,1
quickjo01,2010,1,LAK,10,0,44,8
kiprumi01,2007,1,CAL,3,3,17,6
clemmsc01,2009,1,FLO,2,1,11,1
drouije01,2009,1,EDM,4,3,37,11
hardijo01,2006,1,MIN,0,1,3,1
brodema01,2010,1,NJD,1,1,9,2
niemian02,2009,1,CHI,6,2,32,6
greisth01,2009,1,SJS,1,0,6,0
theodjo01,2006,1,COL,2,0,6,0
budajpe01,2006,1,COL,3,4,27,11
vokouto01,2006,1,NAS,2,3,17,7
macdojo01,2011,1,DET,1,1,9,3
budajpe01,2005,1,COL,0,5,14,9
lehtoka01,2006,1,ATL,7,4,30,10
bouchbr01,2006,1,CHI,0,2,4,4
noronmi01,2005,1,BUF,0,0,1,1
rolosdw01,2007,1,EDM,5,4,37,10
rolosdw01,2005,1,MIN,0,1,8,2
hillejo01,2010,1,AND,4,2,26,4
dipieri01,2006,1,NYI,5,4,44,9
masonch02,2007,1,NAS,1,4,13,5
halakja01,2010,1,STL,3,4,29,10
hardijo01,2011,1,MIN,5,3,23,5
halakja01,2006,1,MTL,2,0,8,2
budajpe01,2010,1,COL,3,0,14,1
khabini01,2010,1,EDM,1,3,18,4
hardijo01,2009,1,MIN,2,0,10,1
wardca01,2007,1,CAR,1,3,11,6
hedbejo01,2011,1,NJD,5,2,20,7
gigueje01,2006,1,AND,4,6,39,13
bironma01,2010,1,NYR,2,0,7,2
valiqst01,2008,1,NYR,1,2,12,3
dipieri01,2005,1,NYI,8,3,41,12
priceca01,2008,1,MTL,5,6,35,13
gigueje01,2005,1,ANA,3,7,31,12
millery01,2011,1,BUF,5,4,34,11
smithmi02,2006,1,DAL,1,0,3,0
hardijo01,2007,1,MIN,2,2,14,6
budajpe01,2011,1,MTL,0,4,15,7
grahajo01,2005,1,TBL,4,1,16,4
toivoha01,2006,1,BOS,1,1,8,3
clemmsc01,2011,1,FLO,2,3,20,7
nabokev01,2011,1,NYI,5,1,18,4
dipieri01,2007,1,NYI,3,2,21,6
mcelhcu01,2009,1,CAL,1,0,4,2
labarja01,2009,1,PHO,6,1,27,8
dunhami01,2006,1,NYI,1,1,8,3
holmqjo01,2006,1,TBL,6,1,33,4
lalimpa01,2009,1,BUF,0,2,13,5
pavelon01,2009,1,ATL,0,4,11,6
legacma01,2007,1,STL,2,3,17,4
scrivbe01,2011,1,TOR,1,1,5,2
niittan01,2008,1,PHI,2,3,18,6
schneco01,2008,1,VAN,0,1,3,3
prusema01,2005,1,CBS,1,0,8,1
niemian02,2011,1,SJS,8,4,40,9
toskave01,2008,1,TOR,4,5,29,14
hedbejo01,2009,1,ATL,4,2,21,5
budajpe01,2007,1,COL,1,2,9,4
ellisda01,2007,1,NAS,2,1,9,4
wardca01,2008,1,CAR,2,4,19,7
kiprumi01,2010,1,CAL,8,4,41,12
vokouto01,2009,1,FLO,4,9,49,19
andercr01,2009,1,COL,7,4,51,16
niittan01,2009,1,TBL,3,4,23,5
kolziol01,2006,1,WAS,1,5,17,9
