film_id,title,description
3,АДАПТАЦИОННЫЕ ХОЛЫ,"Потрясающее воспоминание о люмберджеке и машине, которая должна поглотить люмберджек на фабрике в Балуне"
13,АЛИ НАСТОЯЩИЕ,"Драма дантиста и крокодила, который должен сражаться с феминисткой в канадских скачках"
22,МИССАММЕР МАССАД,"Эмоциональный характер исследования дантиста и крокодила, который должен встретиться с сумо-рестлером в Калифорнии"
35,АРАХНОФОБИЯ РОЛЛЕОРЧЕСКИЙ ОХРАННИК,"Взятое в действие отражение пекарского шеф-повара и композитора, который должен открыть безумного стипендиата на первой пилотируемой космической станции"
37,АРИЗОНА БАНГ,"Блестящая панорама безумного учёного и безумного коровы, которая должна встретить пионера в монастыре"
43,АТЛАНТИЧЕСКИЙ КОЛУМ,"Ужасная ярна феминистки и охотника, который должен сражаться с техническим писателем в акульем танке"
50,КЛЕОПАТРА В СВЯЗИ С КЛЕОПАТРА,"Потрясающая драма судебно-психиатра и мужа, который должен превзойти официантку в монастыре"
55,БАРБЕЛЛА СТРЕТКАР,"Историю феминистки и кошку, которая должна побеждать собаку в монастыре"
63,БРАЗЫВШИЕСЯ В РАМКАХ,"Удивительное исследование о безумце и роботе, который должен встретиться с безумным учёным в заброшенном доме веселья"
67,БЕРЕТСКИЙ АГЕНТ,"Таут Сага крокодил и мальчик, который должен преодолеть технического писателя в Древнем Китае"
84,ГРУЗОВЫЕ ДАРЕСЫ,"Историю официантки и собаки, которая должна открыть дантиста в Древней Японии"
92,БОЛЕЕ СВЯЗИ,"Быстрый ярн официантки и композитор, который должен перестрелять дантиста в Калифорнии"
100,БРООКЛИН ДЕРЕРТ,"Прекрасная драма дантиста и композитора, который должен сражаться с сумо-рестлером на первой пилотируемой космической станции"
148,ЧОКОЛАТНЫЙ ДУК,"Неверная история безумного учёного и технического писателя, который должен открыть композитора в древнем Китае"
151,ВИНИНИНИТАТИЧЕСКИЙ БЕСЧЕЛОВЕЧЕСКИЙ,"Блестящая Сага повара-пастуха и охотника, который должен сразиться с дворецким в Берлине"
165,КОЛБЛИЧНОЕ УСТРОЙСТВО,"Блестящая панорама дантиста и музея, которые должны найти студента в Мексиканском заливе"
175,КОНСУЛЬТАТИВНЫЕ КАНДИТЫ,"Ошеломляющее зрелище кошки и судебно-психиатра, который должен встретить пионера в Балуне"
195,ТЕЛЕМАР,"Бесстрашная документальная грамота астронавта и судебно-психиатра, который должен найти фрисби в заброшенном доме веселья"
204,"ОБЪЯВЛЕНИЯ, СВЯЗАННЫЕ С ЭТИМ","Эмоциональный порыв муз и охотника, который должен одолеть робота в Манхэттенском пентхаусе"
216,ДЕНЬ ФИНАНСИРОВАНИЯ,"Ошеломляющий документальный фильм композитора и безумного учёного, который должен найти технического писателя в U-Boat"
220,ДЕР ВЕРГИНСКИЙ,"Разумная история о безумной корове и женщине, которая должна победить безумного учёного в Советской Грузии"
237,ДИВОРСКИЙ ВЕЩЕСТВО,"Неверная сага крокодила и студентка, которая должна открыть кошку в древней Индии"
248,ЛИОН ДОЗЕН,"Драма кота и девчонка, которые должны подавить фрисби в канадских скалах"
251,УСТРОЙСТВА ДРАГОНКИ,"Скучный документальный фильм о пионере и человеке, который должен искоренять человека в Нигерии"
