country_id,country,last_update
1,Афганистан,2006-02-15T03:44:00
2,Алжир,2006-02-15T03:44:00
3,Американское Самоа,2006-02-15T03:44:00
4,Ангола,2006-02-15T03:44:00
5,Ангилья,2006-02-15T03:44:00
6,Аргентина,2006-02-15T03:44:00
8,Австралия,2006-02-15T03:44:00
13,Беларусь,2006-02-15T03:44:00
15,Бразилия,2006-02-15T03:44:00
16,Бруней,2006-02-15T03:44:00
17,Австралия,2006-02-15T03:44:00
18,Камбоджа,2006-02-15T03:44:00
19,Камерун,2006-02-15T03:44:00
21,Чад,2006-02-15T03:44:00
23,Китай,2006-02-15T03:44:00
24,Колумбия,2006-02-15T03:44:00
26,Чешская Республика,2006-02-15T03:44:00
27,Доминиканская Республика,2006-02-15T03:44:00
28,Эквадор,2006-02-15T03:44:00
29,Египет,2006-02-15T03:44:00
32,Фарерские острова,2006-02-15T03:44:00
34,Франция,2006-02-15T03:44:00
35,Французская Гвиана,2006-02-15T03:44:00
37,Гамбия,2006-02-15T03:44:00
38,Германия,2006-02-15T03:44:00
39,Греция,2006-02-15T03:44:00
41,Святейший Престол (штат Ватикан),2006-02-15T03:44:00
42,Гонконг,2006-02-15T03:44:00
44,Индией,2006-02-15T03:44:00
45,Индонезия,2006-02-15T03:44:00
46,Иран,2006-02-15T03:44:00
47,Ирак,2006-02-15T03:44:00
49,Италия,2006-02-15T03:44:00
50,Япония,2006-02-15T03:44:00
51,Казахстан,2006-02-15T03:44:00
52,Кения,2006-02-15T03:44:00
54,Латвия,2006-02-15T03:44:00
55,Лихтенштейн,2006-02-15T03:44:00
57,Мадагаскар,2006-02-15T03:44:00
58,Малави,2006-02-15T03:44:00
60,Мексика,2006-02-15T03:44:00
62,Марокко,2006-02-15T03:44:00
63,Мозамбик,2006-02-15T03:44:00
65,Науру,2006-02-15T03:44:00
66,Непал,2006-02-15T03:44:00
67,Нидерланды,2006-02-15T03:44:00
68,Новая Зеландия,2006-02-15T03:44:00
71,Оман,2006-02-15T03:44:00
72,Пакистан,2006-02-15T03:44:00
75,Филиппины,2006-02-15T03:44:00
76,Польша,2006-02-15T03:44:00
78,Румыния,2006-02-15T03:44:00
80,Российской Федерацией,2006-02-15T03:44:00
81,Сент-Винсент и Гренадины,2006-02-15T03:44:00
83,Сенегал,2006-02-15T03:44:00
85,Южная Африка,2006-02-15T03:44:00
87,Испания,2006-02-15T03:44:00
88,Шри-Ланка,2006-02-15T03:44:00
90,Франция,2006-02-15T03:44:00
91,Швейцария,2006-02-15T03:44:00
92,Тайвань,2006-02-15T03:44:00
94,Таиланд,2006-02-15T03:44:00
97,Турция,2006-02-15T03:44:00
99,Тувалу,2006-02-15T03:44:00
101,Объединенные Арабские Эмираты,2006-02-15T03:44:00
103,Соединенные Штаты,2006-02-15T03:44:00
105,Вьетнам,2006-02-15T03:44:00
107,Йемен,2006-02-15T03:44:00
109,Замбия,2006-02-15T03:44:00
