constructorid,constructorref,name,nationality,url
1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
3,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
5,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
7,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing
10,force_india,Force India,Indian,http://en.wikipedia.org/wiki/Force_India
15,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber
16,bar,BAR,British,http://en.wikipedia.org/wiki/British_American_Racing
17,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
18,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
19,jaguar,Jaguar,British,http://en.wikipedia.org/wiki/Jaguar_Racing
20,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
21,arrows,Arrows,British,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International
22,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula
24,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola
27,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
29,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows
32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
33,larrousse,Larrousse,French,http://en.wikipedia.org/wiki/Larrousse
34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering
45,osella,Osella,Italian,http://en.wikipedia.org/wiki/Osella
49,zakspeed,Zakspeed,German,http://en.wikipedia.org/wiki/Zakspeed
51,alfa,Alfa Romeo,Italian,http://en.wikipedia.org/wiki/Alfa_Romeo_(Formula_One)
53,toleman,Toleman,British,http://en.wikipedia.org/wiki/Toleman
58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM
95,porsche,Porsche,German,http://en.wikipedia.org/wiki/Porsche_in_Formula_One
105,maserati,Maserati,Italian,http://en.wikipedia.org/wiki/Maserati
113,kurtis_kraft,Kurtis Kraft,American,http://en.wikipedia.org/wiki/Kurtis_Kraft
125,connaught,Connaught,British,http://en.wikipedia.org/wiki/Connaught_Engineering
127,osca,OSCA,Italian,http://en.wikipedia.org/wiki/Officine_Specializate_Costruzione_Automobili
132,lancia,Lancia,Italian,http://en.wikipedia.org/wiki/Lancia_in_Formula_One
167,cooper-maserati,Cooper-Maserati,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
183,brabham-climax,Brabham-Climax,British,http://en.wikipedia.org/wiki/Brabham
187,mclaren-ford,McLaren-Ford,British,http://en.wikipedia.org/wiki/Team_McLaren
200,march-ford,March-Ford,British,http://en.wikipedia.org/wiki/March_Engineering
205,lotus_racing,Lotus,Malaysian,http://en.wikipedia.org/wiki/Lotus_Racing
208,lotus_f1,Lotus F1,British,http://en.wikipedia.org/wiki/Lotus_F1
209,manor,Manor Marussia,British,http://en.wikipedia.org/wiki/Manor_Motorsport
210,haas,Haas F1 Team,American,http://en.wikipedia.org/wiki/Haas_F1_Team
2,bmw_sauber,BMW Sauber,German,http://en.wikipedia.org/wiki/BMW_Sauber
4,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_F1
8,super_aguri,Super Aguri,Japanese,http://en.wikipedia.org/wiki/Super_Aguri_F1
9,red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing
30,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
131,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One
166,virgin,Virgin,British,http://en.wikipedia.org/wiki/Virgin_Racing
206,marussia,Marussia,Russian,http://en.wikipedia.org/wiki/Marussia_F1
35,dallara,Dallara,Italian,http://en.wikipedia.org/wiki/Dallara
39,ags,AGS,French,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives
44,eurobrun,Euro Brun,Italian,http://en.wikipedia.org/wiki/Euro_Brun
50,ram,RAM,British,http://en.wikipedia.org/wiki/RAM_Racing
54,ats,ATS,Italian,http://en.wikipedia.org/wiki/ATS_(wheels)
56,fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
59,wolf,Wolf,Canadian,http://en.wikipedia.org/wiki/Walter_Wolf_Racing
64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing
