qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
3485,343,153,5,17,16,1:28.460,1:28.540,
5433,879,817,5,16,16,1:16.744,1:14.574,
2831,267,30,22,5,2,2:21.494,,
6811,953,837,209,88,19,1:17.295,,
3296,16,155,7,10,11,1:24.335,1:21.960,
1814,207,57,1,9,6,1:31.971,,
2955,271,100,33,20,22,1:40.978,,
5464,881,20,9,1,1,1:37.899,1:37.245,1:49.674
4062,123,31,3,3,2,1:32.412,,
6410,931,8,6,7,6,1:17.660,1:16.440,1:16.427
4842,854,15,205,21,20,1:51.012,,
3573,347,22,3,9,8,1:16.398,1:14.698,1:15.109
1963,214,30,6,5,1,1:14.548,,
2207,241,55,6,27,6,1:54.637,,
688,50,14,9,14,12,1:26.904,1:26.247,
1684,192,21,22,5,7,1:18.652,,
2366,247,44,27,26,13,1:31.842,,
6645,944,20,6,5,3,1:12.240,1:11.928,1:11.804
6992,962,832,5,55,6,1:45.499,1:44.493,1:44.197
3400,340,4,6,8,3,1:35.987,1:35.235,1:34.913
1577,173,35,16,22,9,1:37.267,,
5959,903,154,208,8,10,1:58.411,1:56.407,1:57.079
3438,341,24,10,15,17,1:23.084,1:22.854,
5946,853,10,166,24,21,1:27.591,,
809,56,30,6,5,1,1:24.598,1:22.579,1:22.795
1469,140,35,16,11,9,1:33.349,,
354,35,4,4,5,6,1:12.214,1:12.090,1:12.967
1279,84,8,1,9,1,1:26.797,,
6773,952,817,9,3,3,1:23.749,1:23.585,1:22.680
6345,927,833,209,98,19,1:46.677,,
5965,903,815,10,11,16,1:58.362,1:58.264,
3646,350,9,4,11,9,1:23.234,1:22.880,1:23.039
5968,903,824,206,17,19,1:59.326,,
2304,244,85,30,17,25,1:30.149,,
6032,906,813,208,13,17,1:18.328,,
2667,259,83,32,11,22,1:25.295,,
3073,5,4,4,7,8,1:21.186,1:20.509,1:21.392
418,38,9,2,10,6,1:33.348,1:32.292,1:33.710
4530,76,24,9,15,12,1:16.817,1:20.335,
2741,263,94,18,23,16,1:18.248,,
4224,97,31,3,3,4,1:13.072,,
3084,5,16,10,20,19,1:21.742,,
2306,245,30,22,1,1,1:27.661,,
7043,964,826,5,26,13,1:32.645,1:32.623,
3052,4,4,4,7,7,1:33.627,1:32.860,1:34.578
6978,961,4,1,14,13,1:23.783,1:23.273,
6376,929,815,10,11,11,1:35.451,1:34.704,
5866,900,807,10,27,7,1:33.893,1:43.658,1:46.030
2522,254,14,3,6,1,1:14.013,,
1982,214,82,15,17,20,1:17.538,,
3995,119,2,15,9,15,1:17.557,,
2799,265,100,33,20,22,1:48.229,,
6861,956,20,6,5,4,1:06.761,1:06.602,1:09.781
6422,931,828,15,9,18,1:18.513,,
3652,350,808,4,12,15,1:24.086,1:23.819,
6585,941,1,131,44,2,1:38.558,1:37.672,1:37.433
457,40,4,1,1,1,1:16.059,1:15.431,1:15.726
5050,863,807,10,12,13,1:34.601,1:33.807,
5418,879,1,1,4,1,1:15.075,1:13.398,1:12.458
4450,72,2,3,8,10,1:33.464,1:36.453,
7230,973,825,210,20,11,1:21.945,1:21.329,
962,62,36,8,23,22,1:16.036,,
2853,267,104,29,9,24,2:30.931,,
2509,253,84,27,25,12,1:21.541,,
1562,161,41,16,23,16,1:27.772,,
916,60,11,8,22,20,1:26.158,,
5097,865,155,15,14,12,1:15.648,1:15.508,
2856,268,55,6,27,1,1:23.844,,
6619,942,831,15,12,17,2:03.194,,
6595,941,831,15,12,12,1:40.042,1:39.323,
6538,938,817,9,3,15,1:25.633,,
7013,963,20,6,5,5,1:34.557,1:33.972,1:33.584
6160,912,818,5,25,13,1:26.140,1:26.157,
