targetid,raceid,driverid,win
45062,813,651,0
68309,976,815,0
64742,854,17,0
17358,313,122,0
13085,65,2,0
63498,724,408,0
66623,900,16,0
6829,291,81,0
53564,668,334,0
55762,601,317,0
20495,422,123,0
43306,835,771,0
65209,870,5,0
55101,615,330,0
50917,716,403,0
18003,11,17,0
51717,803,612,0
273,31,7,0
22191,470,95,0
20800,429,170,0
44618,824,641,0
59153,505,219,0
64415,843,67,0
52864,689,377,0
22888,487,206,0
43421,837,762,0
56677,565,178,0
23292,497,152,0
47440,783,430,0
68046,965,832,0
63363,719,346,0
65441,877,20,0
44599,823,749,0
16149,328,92,0
54423,646,235,0
49782,748,531,0
4327,193,15,0
53801,675,377,0
18710,369,110,0
10800,214,30,1
66450,269,94,0
67534,945,828,0
46711,788,558,0
23282,497,137,0
46645,787,516,0
49158,769,564,0
56219,584,230,0
54014,623,235,0
67267,937,20,0
58095,553,172,0
10435,250,77,0
43617,839,788,0
21124,439,118,0
12717,104,21,0
66843,910,16,0
10770,212,71,0
51798,804,679,0
57971,550,254,0
4535,203,56,0
10968,220,56,0
49920,750,534,0
