resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
2587,142,55,20,22,13,9.0,9,9,0.0,54,,,,,,,11
15454,625,330,6,30,19,13.0,13,13,0.0,37,,,,,,,11
22806,940,4,1,14,12,11.0,11,11,0.0,52,,,45.0,16.0,1:39.614,209.862,11
4821,243,69,18,24,21,,R,23,0.0,21,,,,,,,6
7577,2,15,7,9,2,4.0,4,4,2.5,31,+46.173,4298265.0,12.0,3.0,1:37.591,204.473,1
3087,165,57,1,1,4,4.0,4,4,3.0,69,+18.561,6090874.0,,,,,1
5232,260,100,33,20,13,10.0,10,10,0.0,75,,,,,,,13
7300,329,133,21,10,18,9.0,9,9,0.0,44,,,,,,,11
10916,461,197,27,25,19,8.0,8,8,0.0,44,,,,,,,11
22962,950,20,6,5,4,2.0,2,2,18.0,56,+37.776,5971667.0,37.0,9.0,1:40.610,195.046,1
13462,551,182,6,11,9,5.0,5,5,2.0,80,+1:14.15,6054280.0,,,,,1
23265,963,821,210,21,13,,R,19,0.0,39,,,37.0,19.0,1:41.775,196.067,61
3676,191,68,25,21,13,,R,21,0.0,1,,,,,,,20
22413,912,821,15,21,15,19.0,19,19,0.0,51,,,40.0,15.0,1:29.449,233.147,12
12538,518,199,32,2,11,3.0,3,3,4.0,76,+8.57,6931050.0,,,,,1
3116,166,64,15,16,15,11.0,11,11,0.0,71,,,,,,,11
18158,749,427,167,18,17,,R,13,0.0,39,,,,,,,6
10023,427,160,45,24,25,,R,26,0.0,0,,,,,,,3
14165,576,223,6,11,7,4.0,4,4,3.0,53,+35.79,6002080.0,,,,,1
2145,121,47,17,12,18,11.0,11,11,0.0,51,,,,,,,12
19510,812,640,105,46,9,7.0,7,7,0.0,58,,,,,,,12
20277,789,581,6,4,12,2.0,2,2,3.0,100,,,,,,,11
10064,429,77,21,17,17,,R,14,0.0,33,,,,,,,101
22547,926,815,10,11,14,10.0,10,10,1.0,57,,,46.0,7.0,1:31.959,207.601,11
11696,488,203,6,27,2,1.0,1,1,9.0,76,1:54:23.38,6863380.0,,,,,1
18052,745,347,95,11,10,6.0,6,6,1.0,98,,,,,,,12
13197,541,178,3,27,3,2.0,2,2,6.0,59,+19.739,6068539.0,,,,,1
10504,446,140,25,3,26,,D,10,0.0,42,,,,,,,2
18482,764,575,125,18,13,,R,18,0.0,0,,,,,,,3
10602,449,94,53,20,0,,F,27,0.0,0,,,,,,,81
3738,194,57,1,8,2,,R,17,0.0,17,,,,,,,6
22894,944,834,209,53,17,18.0,18,18,0.0,67,,,43.0,18.0,1:18.617,197.316,14
10149,432,157,49,30,22,,R,20,0.0,16,,,,,,,6
13422,549,208,1,36,0,,F,27,0.0,0,,,,,,,81
5192,258,87,25,4,12,,R,26,0.0,0,,,,,,,4
14235,578,289,26,22,0,,F,28,0.0,0,,,,,,,81
17315,715,383,183,22,14,3.0,3,3,4.0,102,,,,,,,13
10823,457,160,45,32,0,,F,27,0.0,0,,,,,,,81
2006,114,52,17,12,16,12.0,12,12,0.0,76,,,,,,,12
12716,524,136,58,17,0,,F,25,0.0,0,,,,,,,81
16975,698,360,187,17,14,,R,10,0.0,40,,,,,,,5
9636,412,180,45,22,26,,R,26,0.0,0,,,,,,,4
2532,139,23,3,5,5,16.0,16,16,0.0,71,,,,,,,12
15377,622,328,25,1,4,,R,12,0.0,69,,,,,,,3
22427,913,822,3,77,8,11.0,11,11,0.0,60,+1:05.065,7269860.0,25.0,7.0,1:52.515,162.058,1
5264,261,104,29,9,21,,R,16,0.0,35,,,,,,,5
2831,153,37,19,19,13,11.0,11,11,0.0,75,,,,,,,12
14929,603,230,37,10,0,,F,29,0.0,0,,,,,,,81
14294,581,224,1,1,8,7.0,7,7,0.0,69,,,,,,,11
9976,426,173,32,11,7,5.0,5,5,2.0,53,+53.690,5559956.0,,,,,1
19068,792,608,132,36,12,,R,12,0.0,35,,,,,,,3
21404,867,807,10,12,8,5.0,5,5,10.0,57,+19.993,6276642.0,40.0,13.0,1:44.226,187.174,1
9554,409,118,34,8,10,,R,21,0.0,20,,,,,,,5
13517,552,208,1,36,0,,F,30,0.0,0,,,,,,,81
10650,451,177,3,6,4,,R,22,0.0,39,,,,,,,5
14158,575,182,6,1,3,,R,23,0.0,2,,,,,,,54
3908,202,50,24,19,17,13.0,13,13,0.0,74,,,,,,,13
4223,216,14,1,10,8,,R,19,0.0,1,,,,,,,7
11189,471,158,27,25,14,3.0,3,3,4.0,69,,,,,,,11
12071,500,119,21,29,11,,R,22,0.0,10,,,,,,,20
3416,180,56,6,4,3,3.0,3,3,4.0,69,+1.797,6097524.0,,,,,1
3283,174,14,1,2,3,2.0,2,2,6.0,56,+0.732,5754967.0,,,,,1
19619,816,589,127,32,25,10.0,10,10,0.0,72,,,,,,,18
14990,606,199,34,17,7,11.0,11,11,0.0,38,,,,,,,12
23613,980,826,5,26,19,12.0,12,12,0.0,44,+49.940,5132760.0,39.0,12.0,1:49.708,229.831,1
20600,348,5,205,19,19,14.0,14,14,0.0,67,,,64.0,18.0,1:27.457,180.335,13
12977,533,212,32,25,20,,R,23,0.0,21,,,,,,,43
20676,351,2,15,22,14,,R,18,0.0,36,,,29.0,16.0,1:52.475,162.372,4
21673,878,811,3,19,10,10.0,10,10,1.0,56,+75.133,5830402.0,53.0,13.0,1:40.745,197.000,1
3726,194,49,3,2,8,5.0,5,5,2.0,62,+1:17.476,5742876.0,,,,,1
5755,279,79,25,3,22,17.0,17,17,0.0,64,,,,,,,15
3384,178,63,16,23,12,,R,15,0.0,36,,,,,,,23
9042,390,158,21,18,11,4.0,4,4,3.0,42,,,,,,,11
4182,214,58,18,21,22,,R,22,0.0,5,,,,,,,5
2678,146,18,22,8,21,,R,12,0.0,60,,,,,,,5
17341,716,375,6,6,16,9.0,9,9,0.0,77,,,,,,,11
10479,445,185,25,4,26,,D,13,0.0,68,,,,,,,2
18220,752,542,32,26,24,12.0,12,12,0.0,72,,,,,,,15
3589,187,48,18,21,20,,R,22,0.0,0,,,,,,,4
19250,800,676,113,71,33,19.0,19,19,0.0,193,,,,,,,17
15375,622,289,34,18,23,10.0,10,10,0.0,86,,,,,,,14
1911,109,44,7,20,10,,R,17,0.0,12,,,,,,,32
11862,493,152,51,23,16,,R,17,0.0,35,,,,,,,42
5948,287,117,3,2,1,2.0,2,2,6.0,53,+11.435,6039347.0,,,,,1
5504,270,49,15,30,4,6.0,6,6,1.0,68,,,,,,,11
15744,637,280,200,26,17,4.0,4,4,3.0,67,,,,,,,11
16908,695,358,167,8,9,3.0,3,3,4.0,15,+2:32.6,8975600.0,,,,,1
19927,828,763,51,6,5,10.0,10,10,0.0,58,,,,,,,124
5326,263,56,17,15,6,,R,24,0.0,24,,,,,,,6
7455,333,147,18,24,0,,F,28,0.0,0,,,,,,,81
14960,604,306,66,14,0,,F,30,0.0,0,,,,,,,81
3098,165,35,16,22,6,15.0,15,15,0.0,64,,,,,,,4
