constructorresultsid,raceid,constructorid,points,status
548,69,4,16.0,
14017,346,205,0.0,
10245,744,174,0.0,
13309,554,57,0.0,
343,50,2,2.0,
4288,371,34,0.0,
689,83,6,8.0,
13516,534,32,4.0,
815,95,18,0.0,
5694,464,32,2.0,
4643,391,39,0.0,
616,75,15,0.0,
13064,571,6,6.0,
3040,291,33,0.0,
14050,349,15,4.0,
14822,901,10,10.0,
5361,442,34,9.0,
15082,932,209,0.0,
4230,368,34,0.0,
3555,322,35,0.0,
12501,601,37,1.0,
2973,286,25,0.0,
1839,191,18,0.0,
12505,601,26,0.0,
274,44,1,14.0,D
14645,884,1,6.0,
6387,507,56,0.0,
13704,512,4,0.0,
6082,488,57,1.0,
1964,203,3,3.0,
4532,384,32,0.0,
5709,465,32,4.0,
4102,361,49,0.0,
12786,582,202,0.0,
590,73,4,10.0,
12146,629,32,9.0,
2577,257,25,2.0,
15192,944,5,2.0,
13990,344,10,3.0,
6132,491,25,3.0,
6228,496,56,0.0,
167,34,4,6.0,
2998,288,33,0.0,
4297,371,25,0.0,
3173,299,27,0.0,
829,97,16,6.0,
2515,252,6,5.0,
14821,901,6,12.0,
5151,427,3,0.0,
6409,509,3,10.0,
82,25,11,0.0,
3612,325,41,0.0,
1209,134,1,10.0,
14768,896,3,0.0,
3573,323,27,0.0,
16,19,9,2.0,
4455,380,48,0.0,
11770,649,6,3.0,
6404,508,45,0.0,
13481,532,25,1.0,
12438,597,25,2.0,
4269,370,35,0.0,
5375,442,45,0.0,
14831,902,10,25.0,
5389,443,54,0.0,
15299,956,1,8.0,
2091,214,18,0.0,
1339,146,21,1.0,
14279,853,3,0.0,
5106,424,34,0.0,
12473,599,80,0.0,
3326,309,26,0.0,
11791,651,37,0.0,
15217,948,15,0.0,
14631,883,10,12.0,
14820,901,9,15.0,
12825,585,6,0.0,
12777,582,75,1.0,
12363,591,37,0.0,
12893,589,34,0.0,
13731,516,1,0.0,
1466,157,19,0.0,
14500,872,15,20.0,
4442,379,45,0.0,
6044,486,34,12.0,
14827,901,207,0.0,
13706,512,60,0.0,
12985,565,63,0.0,
3516,320,35,0.0,
10549,721,26,0.0,
15466,971,15,0.0,
10063,754,105,0.0,
13098,573,37,0.0,
11327,673,82,0.0,
