raceid,driverid,lap,position,time,milliseconds
128,13,32,7,1:23.646,83646
211,56,45,3,2:13.717,133717
167,41,41,12,1:13.177,73177
138,30,1,4,1:30.849,90849
214,79,36,14,1:20.617,80617
873,17,45,12,1:56.608,116608
70,27,23,13,1:14.890,74890
205,68,43,15,1:24.481,84481
185,63,70,13,1:25.593,85593
194,49,8,6,1:32.624,92624
967,815,5,8,2:01.068,121068
195,57,34,1,1:25.848,85848
56,26,26,16,1:26.731,86731
97,30,61,1,1:14.639,74639
6,22,64,2,1:16.429,76429
180,48,30,14,1:28.206,88206
845,24,12,19,1:35.132,95132
102,17,50,11,1:22.714,82714
86,8,39,1,1:56.709,116709
207,57,58,3,1:32.247,92247
846,17,67,5,1:17.908,77908
38,23,39,14,2:05.633,125633
851,10,47,18,1:34.151,94151
23,13,52,2,1:29.941,89941
25,15,1,3,1:21.249,81249
122,51,3,14,1:14.874,74874
69,27,7,16,1:38.072,98072
963,8,16,3,1:40.999,100999
232,63,38,11,1:21.549,81549
931,829,70,17,1:24.310,84310
102,21,34,9,1:22.354,82354
897,807,18,9,1:49.530,109530
52,6,23,9,1:14.681,74681
869,3,29,10,1:21.531,81531
74,14,50,13,1:25.249,85249
142,18,12,10,1:59.504,119504
888,817,20,15,1:39.663,99663
190,68,33,16,1:50.367,110367
38,3,42,10,1:35.720,95720
972,20,5,2,1:39.054,99054
196,64,57,7,1:26.318,86318
349,15,2,15,2:23.149,143149
4,17,31,12,1:36.728,96728
847,10,68,16,1:24.590,84590
69,14,23,16,1:36.929,96929
881,18,37,14,1:42.263,102263
238,79,23,16,1:27.136,87136
880,824,44,15,1:32.668,92668
75,4,43,2,1:16.868,76868
95,18,33,4,1:16.013,76013
899,16,9,13,1:19.835,79835
175,68,53,7,1:36.207,96207
36,16,36,20,1:30.595,90595
1,20,30,2,1:29.120,89120
860,155,53,9,1:32.316,92316
162,41,40,9,1:27.401,87401
944,817,31,17,1:17.516,77516
238,30,9,3,1:25.286,85286
130,56,30,13,1:22.331,82331
899,18,41,5,1:18.408,78408
965,815,52,8,1:45.138,105138
917,4,17,9,1:16.887,76887
945,4,35,17,1:48.427,108427
963,18,32,7,1:41.983,101983
111,43,57,13,1:25.905,85905
928,833,19,18,1:48.960,108960
68,17,8,11,1:48.176,108176
183,48,43,15,1:17.429,77429
979,838,36,6,1:23.267,83267
944,4,61,16,1:16.897,76897
32,18,29,11,1:49.740,109740
859,22,54,14,1:33.701,93701
854,16,19,8,1:56.300,116300
94,17,53,12,1:19.413,79413
96,45,36,14,1:34.114,94114
16,24,4,17,1:59.815,119815
156,14,67,4,1:14.938,74938
52,19,18,14,1:15.785,75785
959,154,42,13,1:23.054,83054
136,14,11,10,1:20.138,80138
36,18,5,13,1:30.966,90966
78,15,4,7,1:17.005,77005
47,8,8,2,1:28.834,88834
59,23,7,12,1:18.967,78967
200,75,11,16,1:17.268,77268
945,822,13,17,1:47.917,107917
47,23,11,14,1:31.272,91272
888,20,5,1,1:37.802,97802
116,43,45,12,1:35.490,95490
943,822,42,4,1:23.036,83036
32,2,13,8,1:47.717,107717
59,14,70,4,1:18.366,78366
48,19,49,14,1:25.400,85400
870,811,42,7,1:29.389,89389
223,57,44,7,1:44.134,104134
162,65,38,12,1:30.390,90390
147,56,53,4,1:22.077,82077
15,154,24,14,1:34.915,94915
46,21,68,12,1:21.991,81991
975,825,16,8,1:19.680,79680
201,35,29,3,1:47.024,107024
136,31,1,7,1:29.517,89517
58,4,9,1,1:17.268,77268
47,17,7,10,1:31.134,91134
875,813,44,14,1:45.701,105701
210,56,55,3,1:27.900,87900
56,13,15,3,1:26.108,86108
847,37,70,12,1:20.369,80369
226,79,13,13,1:33.600,93600
167,55,21,9,1:14.354,74354
982,840,32,9,1:51.958,111958
883,18,25,8,1:39.818,99818
63,14,32,11,1:19.216,79216
32,2,23,11,1:50.774,110774
176,57,55,1,1:19.347,79347
56,4,17,3,1:26.482,86482
169,49,56,5,1:25.232,85232
