driverstandingsid,raceid,driverid,points,position,positiontext,wins
20179,411,177,17.0,5,5,0
66680,903,825,20.0,9,9,0
58452,559,262,0.0,31,31,0
16008,325,105,0.0,21,21,0
53855,677,341,12.0,7,7,0
48346,745,459,0.0,34,34,0
20237,413,177,19.0,5,5,0
19247,380,95,6.0,8,8,0
48080,738,341,0.0,11,11,0
53529,642,355,0.0,33,33,0
65775,890,817,11.0,14,14,0
11564,149,59,0.0,22,22,0
47292,781,620,0.0,55,55,0
55684,600,296,0.0,30,30,0
56405,588,250,24.0,6,6,1
54819,606,330,0.0,12,12,0
11323,188,48,1.0,16,16,0
50244,754,544,0.0,33,33,0
56466,589,292,0.0,37,37,0
12476,93,31,18.0,4,4,0
23279,496,198,0.0,37,37,0
3190,164,23,12.0,6,6,0
9514,281,117,67.0,1,1,6
57087,574,237,0.0,35,35,0
3213,165,35,5.0,8,8,0
46671,787,583,1.5,19,19,0
67017,918,825,55.0,11,11,0
62227,760,569,0.0,34,34,0
44374,821,729,0.0,47,47,0
44071,832,673,6.0,9,9,0
49682,746,500,0.0,14,14,0
18932,371,95,38.0,4,4,2
50282,755,508,0.0,85,85,0
11916,132,62,0.0,18,18,0
62018,757,537,0.0,40,40,0
10309,245,81,1.0,13,13,0
51989,806,611,0.0,42,42,0
6798,290,65,1.0,7,7,0
3444,34,7,4.0,17,17,0
19421,385,78,0.0,27,27,0
6934,294,100,0.0,16,16,0
48991,766,580,0.0,12,12,0
48389,729,373,0.0,9,9,0
55884,603,259,0.0,57,57,0
46526,785,623,0.0,15,15,0
53142,632,223,4.0,3,3,0
3338,170,57,74.0,1,1,4
52954,660,289,16.0,2,2,1
49902,750,516,0.0,29,29,0
19776,398,158,4.0,13,13,0
3183,163,63,1.0,11,11,0
44729,808,427,0.0,8,8,0
9567,283,117,77.0,1,1,7
17945,6,8,9.0,8,8,0
67493,944,18,16.0,16,16,0
64001,346,29,0.0,25,25,0
5140,229,44,11.0,4,4,1
12743,105,43,3.0,17,17,0
21924,463,110,6.0,11,11,0
19223,379,160,0.0,29,29,0
132,24,10,5.0,13,13,0
5173,230,50,1.0,16,16,0
54232,629,333,3.0,15,15,0
56636,564,278,2.0,13,13,0
57703,542,238,51.0,2,2,2
51535,800,559,0.0,54,54,0
17435,315,95,49.0,2,2,3
43413,837,661,0.0,60,60,0
56274,585,292,0.0,31,31,0
58602,516,119,0.0,17,17,0
10803,214,44,15.0,5,5,0
