raceid,driverid,stop,lap,time,duration,milliseconds
970,839,1,2,14:07:57,17.673,17673
845,22,2,23,14:39:40,21.226,21226
938,4,1,28,14:46:15,24.330,24330
894,4,2,28,15:54:07,22.807,22807
970,1,2,5,14:15:08,17.616,17616
966,830,1,12,13:21:26,21.775,21775
890,821,1,23,14:38:18,22.425,22425
918,825,2,29,17:57:15,21.623,21623
966,8,2,45,14:07:53,22.974,22974
950,3,1,20,14:40:58,22.831,22831
859,20,3,59,15:20:05,22.094,22094
854,15,3,44,21:36:23,31.168,31168
926,8,1,16,16:31:07,27.465,27465
914,815,3,25,16:16:02,24.622,24622
894,818,2,24,15:47:44,23.845,23845
981,840,1,17,14:28:09,26.131,26131
902,821,1,12,18:25:08,25.543,25543
863,813,1,11,15:22:27,22.868,22868
905,817,1,26,14:40:07,26.584,26584
936,13,1,14,14:27:28,27.936,27936
970,1,4,36,15:08:39,22.668,22668
936,18,1,14,14:27:33,22.231,22231
956,815,2,26,14:35:10,21.412,21412
943,822,2,53,14:18:31,23.160,23160
956,13,2,28,14:38:33,17.388,17388
916,154,1,16,14:34:33,24.688,24688
888,16,3,43,15:18:18,21.799,21799
962,839,4,45,21:34:04,42.368,42368
847,155,2,53,16:39:22,24.618,24618
953,807,1,15,14:29:11,25.215,25215
857,30,2,50,16:19:55,21.482,21482
955,830,2,20,17:41:33,22.497,22497
971,826,1,13,18:25:35,25.204,25204
884,820,2,30,14:50:58,21.582,21582
866,807,1,21,14:31:32,24.583,24583
869,37,2,45,15:07:26,20.664,20664
894,18,2,22,15:43:41,25.946,25946
863,5,4,38,16:09:08,23.173,23173
911,820,1,11,14:26:13,23.734,23734
884,20,1,10,14:18:51,18.606,18606
856,811,1,13,15:27:10,21.163,21163
967,817,3,28,15:37:33,24:44.725,1484725
950,154,2,20,14:41:52,24.615,24615
911,826,1,10,14:23:49,24.082,24082
944,18,2,31,14:44:10,24.265,24265
970,825,3,5,14:15:49,17.298,17298
967,832,2,28,15:37:31,24:43.053,1483053
958,3,1,17,14:27:51,21.233,21233
952,826,1,9,14:19:03,23.277,23277
897,154,2,37,18:10:31,22.286,22286
968,807,2,26,17:50:33,21.482,21482
849,13,2,26,13:49:48,23.929,23929
848,22,1,11,14:23:27,21.163,21163
896,820,2,52,16:25:27,24.445,24445
893,822,3,42,21:28:43,33.836,33836
843,24,1,9,15:20:00,14.160,14160
962,1,2,15,20:33:37,29.150,29150
943,826,2,52,14:16:33,22.518,22518
883,823,4,39,16:13:18,22.380,22380
845,155,2,25,14:42:46,21.128,21128
914,825,2,11,15:48:17,24.550,24550
936,3,3,45,15:14:48,16.623,16623
902,817,1,18,18:35:12,24.706,24706
904,824,2,41,15:08:45,22.568,22568
887,154,3,42,14:18:29,25.911,25911
844,15,2,25,15:43:47,22.862,22862
867,13,3,34,15:07:46,39.041,39041
977,13,1,47,14:58:07,20.977,20977
936,8,3,45,15:14:43,16.979,16979
861,815,1,1,16:05:39,25.671,25671
939,813,3,54,21:53:08,29.996,29996
975,828,1,11,14:19:57,24.047,24047
886,20,1,16,14:24:20,20.835,20835
915,822,1,26,15:49:13,30.363,30363
867,154,1,16,14:31:48,20.479,20479
896,13,1,8,15:15:56,23.579,23579
894,18,1,4,15:11:11,26.948,26948
855,1,2,21,15:39:19,22.821,22821
869,818,2,27,14:40:49,18.425,18425
849,2,1,10,13:22:37,24.716,24716
846,15,1,24,14:36:13,25.595,25595
907,826,1,10,14:15:42,21.906,21906
943,3,1,26,13:39:37,22.391,22391
860,17,2,37,18:01:58,22.915,22915
