constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
23659,539,59,14.0,7,7,0
3381,297,32,7.0,5,5,0
10333,443,3,13.5,6,6,0
21315,658,167,0.0,6,6,0
9620,400,1,72.0,2,2,3
6334,54,5,0.0,9,9,0
10722,466,32,12.0,8,8,0
5284,210,3,30.0,1,1,3
6123,122,16,18.0,6,6,0
19883,726,54,0.0,12,12,0
11090,486,4,6.0,4,4,0
24786,861,206,0.0,10,10,0
20395,702,180,0.0,14,14,0
8252,306,33,1.0,6,6,0
8806,357,45,0.0,13,13,0
4749,282,32,10.0,6,6,0
26466,950,1,1.0,8,8,0
20725,698,66,22.0,4,4,1
5123,247,1,10.0,6,6,0
11437,506,4,23.0,4,4,2
19806,720,176,0.0,8,8,0
7725,326,33,1.0,9,9,0
10196,434,26,0.0,17,17,0
3494,304,6,21.0,4,4,0
9117,370,25,16.0,5,5,0
5786,156,18,0.0,11,11,0
23293,552,4,0.0,17,17,0
2582,239,22,68.0,3,3,0
21729,637,25,42.0,1,1,4
3380,297,22,42.0,2,2,0
4817,287,17,3.0,11,11,0
6113,121,16,18.0,5,5,0
20355,699,181,0.0,5,5,0
24691,853,131,108.0,4,4,0
22489,578,64,7.0,5,5,0
22375,600,74,0.0,18,18,0
10319,442,32,21.0,4,4,0
11082,485,1,0.0,12,12,0
2456,227,18,0.0,11,11,0
9172,373,32,9.0,3,3,0
24726,856,3,5.0,9,9,0
21035,675,180,44.0,1,1,4
23547,533,6,22.0,3,3,2
9467,389,27,0.0,15,15,0
25246,891,6,218.0,3,3,2
7723,326,34,2.0,6,6,0
8341,310,26,1.0,10,10,0
10151,432,25,4.0,9,9,0
9038,369,32,9.0,7,7,0
3266,290,35,0.0,8,8,0
24179,524,56,1.0,10,10,0
20423,703,182,0.0,8,8,0
22466,577,202,0.0,13,13,0
6118,122,1,128.0,3,3,2
8303,308,26,0.0,15,15,0
2179,203,1,125.0,1,1,7
26399,943,9,172.0,4,4,0
7727,326,44,0.0,16,16,0
10398,447,50,0.0,14,14,0
22307,596,79,0.0,15,15,0
21776,641,200,30.0,4,4,0
4830,288,17,3.0,11,11,0
26270,939,131,463.0,1,1,10
9582,397,34,6.0,8,8,0
8754,15,7,54.5,5,5,0
26538,956,3,92.0,4,4,0
26747,970,10,10.0,5,5,0
17842,775,87,31.0,3,3,2
20476,707,184,0.0,13,13,0
8919,363,27,3.0,12,12,0
22488,578,34,19.0,1,1,1
20137,716,6,37.0,1,1,3
6018,112,1,51.0,1,1,2
5277,209,25,0.0,8,8,0
26271,939,6,310.0,2,2,3
10297,440,45,0.0,13,13,0
10929,478,53,0.0,16,16,0
21312,658,187,12.0,3,3,0
5118,246,18,0.0,10,10,0
9294,379,45,0.0,15,15,0
23363,556,68,0.0,15,15,0
21664,655,37,48.0,3,3,1
22197,618,58,9.0,7,7,0
20955,669,190,0.0,13,13,0
9872,417,34,2.0,9,9,0
23023,569,57,2.0,12,12,0
25379,214,1,21.0,4,4,1
26426,945,131,703.0,1,1,16
22727,583,3,0.0,12,12,0
5105,245,18,0.0,10,10,0
26298,940,208,60.0,6,6,0
10114,430,6,75.0,1,1,2
20969,670,66,12.0,3,3,0
2492,231,3,85.0,1,1,6
24032,515,3,4.0,6,6,0
7706,325,33,1.0,9,9,0
20123,714,182,0.0,12,12,0
26510,954,1,24.0,7,7,0
11039,483,25,2.0,4,4,0
21554,645,6,0.0,8,8,0
26500,953,15,0.0,10,10,0
26696,965,4,8.0,9,9,0
23203,547,56,8.0,6,6,0
10075,427,18,0.0,15,15,0
7892,335,3,54.0,4,4,2
21658,654,25,0.0,11,11,0
19844,723,6,13.0,5,5,0
21354,663,66,2.0,6,6,0
5603,190,6,128.0,1,1,6
9490,391,39,0.0,13,13,0
