year,lgid,tmid,oppid,w,l,t,otl
1999,NHL,NYR,EDM,1,0,1.0,0
1985,NHL,NJD,DET,2,0,1.0,
2002,NHL,DET,SJS,3,1,0.0,0
1984,NHL,NYI,CAL,1,2,0.0,
1997,NHL,EDM,NJD,0,1,1.0,
1929,NHL,DTC,MTM,1,2,1.0,
2010,NHL,FLO,STL,0,1,,0
2011,NHL,NJD,PHO,0,1,,0
1999,NHL,NAS,OTT,1,0,0.0,0
2003,NHL,OTT,ATL,3,0,0.0,1
1996,NHL,STL,DET,1,1,3.0,
1980,NHL,EDM,WIN,4,0,0.0,
2001,NHL,WAS,LAK,1,0,0.0,0
1978,NHL,PIT,BOS,2,1,1.0,
1978,NHL,WAS,PIT,3,4,1.0,
1978,NHL,TOR,MNS,4,2,2.0,
2006,NHL,COL,MTL,0,1,,0
1996,NHL,FLO,LAK,2,0,0.0,
2010,NHL,PHI,AND,0,2,,0
1935,NHL,DET,TOR,3,3,0.0,
2007,NHL,WAS,CAR,4,4,,0
2003,NHL,STL,FLO,2,0,0.0,0
2010,NHL,COL,EDM,3,3,,0
1948,NHL,TOR,DET,3,7,2.0,
1971,NHL,DET,PIT,4,2,0.0,
2000,NHL,FLO,TOR,1,2,1.0,0
1977,NHL,VAN,CLE,1,2,1.0,
1996,NHL,HAR,OTT,2,2,1.0,
1990,NHL,STL,WAS,2,0,1.0,
1998,NHL,CAL,FLO,1,1,0.0,
1973,NHL,MTL,ATF,2,3,0.0,
1925,WCHL,VMR,SAS,2,3,0.0,
2006,NHL,NJD,CBS,1,0,,0
2005,NHL,TOR,TBL,2,1,,1
1989,NHL,WIN,STL,1,1,1.0,
1996,NHL,OTT,DAL,0,2,0.0,
1997,NHL,CHI,ANA,2,2,0.0,
1993,NHL,OTT,TOR,0,2,0.0,
1984,NHL,DET,NYR,2,1,0.0,
1983,NHL,TOR,QUE,1,2,0.0,
1932,NHL,CHI,MTM,2,2,2.0,
1995,NHL,SJS,WIN,2,1,1.0,
2003,NHL,CAL,NYI,1,0,0.0,0
1991,NHL,NJD,EDM,1,1,1.0,
1995,NHL,PHI,FLO,2,2,1.0,
1958,NHL,NYR,MTL,5,8,1.0,
1974,WHA,QUN,CLC,3,3,0.0,
1989,NHL,HAR,CAL,0,2,1.0,
1987,NHL,BUF,BOS,3,4,1.0,
1995,NHL,LAK,FLO,1,1,0.0,
2007,NHL,EDM,MIN,3,4,,1
1991,NHL,SJS,PHI,1,2,0.0,
1971,NHL,BUF,CLF,0,3,3.0,
1988,NHL,QUE,MTL,4,4,0.0,
2009,NHL,CHI,NAS,4,2,,0
2006,NHL,LAK,PHO,4,4,,0
1992,NHL,LAK,DET,2,1,1.0,
1998,NHL,DAL,CAL,2,1,1.0,
2006,NHL,EDM,LAK,2,2,,0
2010,NHL,DAL,PHO,2,2,,2
2000,NHL,ATL,BOS,4,0,0.0,0
1990,NHL,NJD,MNS,2,1,0.0,
1912,NHA,MOC,MOW,2,2,0.0,
1976,WHA,BIR,NEW,4,5,0.0,
1931,NHL,NYA,BOS,3,2,1.0,
1995,NHL,LAK,WIN,1,3,0.0,
2000,NHL,TOR,NJD,1,1,1.0,0
1991,NHL,NJD,LAK,3,0,0.0,
1985,NHL,PIT,DET,2,1,0.0,
1909,NHA,COB,LES,2,0,0.0,
2008,NHL,OTT,CAR,2,2,,0
1932,NHL,CHI,NYR,2,2,2.0,
1993,NHL,VAN,EDM,4,3,0.0,
2005,NHL,CBS,DAL,1,3,,0
1989,NHL,HAR,VAN,2,1,0.0,
2007,NHL,AND,CAL,3,1,,0
2003,NHL,NYR,PHO,1,0,0.0,0
1974,NHL,KCS,BOS,1,2,1.0,
1997,NHL,FLO,NYR,1,3,1.0,
1969,NHL,TOR,MTL,1,4,3.0,
2006,NHL,BOS,STL,0,0,,1
2001,NHL,NYR,NAS,0,1,0.0,0
1926,NHL,BOS,MTM,2,2,0.0,
2010,NHL,CAR,CAL,1,0,,0
1989,NHL,PHI,STL,2,1,0.0,
1999,NHL,PHO,DET,3,1,0.0,0
1981,NHL,VAN,NYI,1,2,0.0,
2003,NHL,SJS,EDM,1,2,1.0,0
1999,NHL,NYR,BOS,1,2,1.0,0
2011,NHL,SJS,PHO,2,4,,0
2009,NHL,OTT,TOR,2,3,,1
1994,NHL,CHI,ANA,3,1,0.0,
1999,NHL,NJD,TOR,0,3,1.0,0
1989,NHL,NJD,WIN,1,2,0.0,
1998,NHL,CAL,CAR,0,1,0.0,
1993,NHL,NJD,TBL,4,0,1.0,
1998,NHL,EDM,PHI,0,0,2.0,
1992,NHL,CHI,SJS,2,0,1.0,
2003,NHL,NYR,DAL,1,0,0.0,0
1933,NHL,MTM,MTL,3,2,1.0,
1998,NHL,TBL,CAL,0,2,0.0,
1983,NHL,NJD,STL,0,3,0.0,
1998,NHL,ANA,CAR,1,1,0.0,
1974,WHA,EDO,TOT,3,3,0.0,
