playerid,year,ppa,sha
cyrpa01,1987,1,
linseke01,1989,8,
ruffli01,1988,1,
chrisda01,1989,7,
simpscr01,1987,10,1
foligmi01,1990,1,
lemiejo01,1989,1,1
ledyagr01,1987,5,
coxecr01,1987,1,
gartnmi01,1989,14,1
zezelpe01,1990,5,1
poulida02,1989,1,1
adamsgr01,1989,1,
jonssto01,1988,24,
mcdonhu01,1989,1,
wilsoca01,1990,4,
broteaa01,1989,3,
mckegto01,1990,7,
thibagi01,1989,2,
dahlqch01,1990,,1
zezelpe01,1988,17,
wilsoca01,1987,9,3
dineego01,1988,2,
joycebo01,1989,3,
courtge01,1987,7,
stastpe01,1989,23,
hunteda01,1988,,1
frasecu01,1987,2,
lawtobr01,1988,4,
hunteda01,1987,1,4
rousebo01,1988,,1
proppbr01,1989,9,
makelmi01,1989,1,
grahadi01,1987,7,1
nylunga01,1988,1,
tantito01,1989,9,
bradlbr01,1990,10,
goulemi01,1989,15,1
brownje02,1989,24,
charbjo01,1988,1,
bullami01,1988,13,
ferrara01,1990,5,
hullbr01,1987,10,
carpebo01,1988,4,
kontoch01,1987,6,
laughcr01,1987,3,
iafraal01,1990,11,1
duguaro01,1987,2,
vaiveri01,1988,15,
donnemi01,1987,2,
robergo01,1987,3,
cullejo01,1990,29,
huntema01,1990,4,
krushmi01,1990,3,
pederma01,1990,7,
tuckejo01,1989,6,
crossdo01,1990,21,
huberwi01,1987,14,
konrost01,1988,1,1
maclebr01,1988,8,
carsoli01,1987,1,1
kennede01,1988,,2
ciccadi01,1988,10,1
bennibr01,1989,5,
fentopa01,1990,2,
franclo01,1990,1,1
halwado01,1988,1,
dineego01,1987,2,
courtru01,1988,2,
actonke01,1988,,1
adamsgr01,1988,1,
loisecl01,1990,1,1
archida01,1989,4,
lawtobr01,1989,1,
maroima01,1988,3,
sanipev01,1989,2,
skrikpe01,1990,5,
smaildo01,1990,1,1
ruotsre01,1989,9,
brookbo01,1989,1,2
murphla01,1990,19,
gartnmi01,1988,9,
momesse01,1990,1,
brownro01,1990,10,
cunnera01,1989,4,
johanca01,1988,7,
butchga01,1990,3,2
hrdinji01,1990,4,
larsore01,1988,14,
frycemi01,1988,3,
petitmi01,1987,9,1
wellsja01,1989,3,2
macdepa01,1989,2,
hardyma01,1987,10,1
carsoji01,1989,5,
macivno01,1988,19,
murphla01,1988,22,
josepch01,1987,6,
quinnda01,1990,18,
erickbr01,1987,6,
gingrga01,1987,9,
manthmo01,1987,15,1
mckegto01,1989,3,
samueul01,1990,,2
tuckejo01,1990,1,
