year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2009,NHL,BUF,6,2,4,0,15,16,114,2,0,19,0,6,22,0
1934,NHL,BOS,4,1,3,0,2,7,25,,,,,,,
1972,WHA,WIJ,14,9,5,0,55,49,,,11,48,2,6,33,0
1972,WHA,NEW,15,12,3,0,70,49,,,14,75,0,13,64,1
1994,NHL,PIT,12,5,7,0,37,43,236,4,11,58,1,10,61,1
1951,NHL,BOS,7,3,4,0,12,18,51,,,,,,,
1981,NHL,CAL,3,0,3,0,5,10,112,2,2,12,0,2,10,0
1998,NHL,STL,13,6,7,0,31,33,179,2,11,61,2,8,71,0
1946,NHL,DET,5,1,4,0,14,18,72,,,,,,,
1991,NHL,NYR,13,6,7,0,47,49,277,2,13,58,1,11,62,5
2009,NHL,LAK,6,2,4,0,18,25,70,2,10,26,0,6,24,0
1991,NHL,LAK,6,2,4,0,18,23,153,2,6,35,0,10,34,0
2000,NHL,STL,15,9,6,0,40,34,183,0,9,62,1,8,64,3
1913,NHA,MOC,2,1,1,0,2,6,,,,,,,,
1992,NHL,PIT,12,7,5,0,50,37,200,0,12,52,5,9,61,2
1995,NHL,STL,13,7,6,0,37,37,214,2,11,69,2,15,75,4
1923,PCHA,SEA,2,0,1,1,3,4,,,,,,,,
1975,WHA,HOU,17,8,9,0,56,64,,,,,,,,
2005,NHL,TBL,5,1,4,0,13,23,125,2,4,31,1,8,24,0
1995,NHL,CHI,10,6,4,0,30,28,180,2,7,46,0,5,53,0
1976,NHL,PHI,10,4,6,0,27,32,199,4,7,28,1,11,43,1
1942,NHL,DET,10,8,2,0,36,22,87,,,,,,,
1995,NHL,BOS,5,1,4,0,16,22,147,0,7,27,0,5,30,2
1965,NHL,TOR,4,0,4,0,6,15,151,,,,,,,
1978,NHL,BUF,3,1,2,0,9,9,41,0,1,8,0,0,13,0
2009,NHL,BOS,13,7,6,0,36,37,175,4,11,45,0,5,50,0
1992,NHL,VAN,12,6,6,0,46,43,188,2,12,56,2,12,56,0
1996,NHL,NJD,10,5,5,0,27,21,186,0,11,50,2,3,37,3
2006,NHL,NYI,5,1,4,0,11,17,54,2,2,19,0,4,24,0
2002,NHL,NJD,24,16,8,0,63,41,214,2,13,84,2,8,74,1
1957,NHL,MTL,10,8,2,0,35,20,121,,,,,,,
1994,NHL,NJD,20,16,4,0,67,34,227,2,18,72,2,10,74,1
1934,NHL,MTM,7,5,0,2,16,8,56,,,,,,,
2001,NHL,PHI,5,1,4,0,2,11,75,2,1,16,0,4,24,0
1976,NHL,TOR,9,4,5,0,31,29,115,0,14,43,1,8,28,0
1986,NHL,EDM,21,16,5,0,87,57,477,4,17,91,1,14,84,5
1994,NHL,DET,18,12,6,0,61,44,264,0,22,89,1,14,78,3
1987,NHL,STL,10,5,5,0,35,38,321,0,16,71,,12,50,2
1975,NHL,BUF,9,4,5,0,25,29,162,0,2,42,1,7,41,1
1978,NHL,VAN,3,1,2,0,9,15,47,0,2,19,0,4,11,0
1982,NHL,NYR,9,5,4,0,33,37,171,2,9,47,3,10,40,1
1988,NHL,PHI,19,10,9,0,64,60,612,2,20,96,,26,119,8
1956,NHL,MTL,10,8,2,0,37,18,122,,,,,,,
1993,NHL,MTL,7,3,4,0,20,22,106,0,6,28,1,7,31,0
2008,NHL,STL,4,0,4,0,5,11,63,2,1,24,0,4,18,0
1923,WCHL,REG,2,0,1,1,2,4,,,,,,,,
1961,NHL,TOR,12,8,4,0,40,30,178,,,,,,,
1979,NHL,ATF,4,1,3,0,8,14,68,0,4,20,1,3,18,0
1937,NHL,NYR,3,1,2,0,7,8,24,,,,,,,
1947,NHL,DET,10,4,6,0,24,30,116,,,,,,,
1968,NHL,LAK,11,4,7,0,28,41,162,,6,,1,7,,1
1976,NHL,MNS,2,0,2,0,3,11,25,0,0,6,0,1,5,0
1931,NHL,TOR,7,5,1,1,28,15,95,,,,,,,
1946,NHL,TOR,11,8,3,0,31,27,144,,,,,,,
2003,NHL,VAN,7,3,4,0,16,19,99,2,8,39,1,6,40,0
1933,NHL,TOR,5,2,3,0,12,11,67,,,,,,,
2006,NHL,DET,18,10,8,0,48,35,244,10,19,103,2,12,91,4
1969,NHL,OAK,4,0,4,0,6,13,50,,4,,0,2,,1
1974,WHA,CLC,5,1,4,0,14,24,,,,,,,,
1993,NHL,WAS,11,5,6,0,32,32,256,0,5,55,0,6,52,3
1955,NHL,MTL,10,8,2,0,42,18,159,,,,,,,
1952,NHL,CHI,7,3,4,0,14,18,59,,,,,,,
1994,NHL,NYR,10,4,6,0,35,37,138,2,13,46,3,5,50,1
2002,NHL,TOR,7,3,4,0,16,24,89,2,3,25,1,5,33,2
1983,NHL,NYI,21,12,9,0,62,60,405,0,13,81,1,18,101,2
1986,NHL,WAS,7,3,4,0,19,19,199,0,2,36,0,4,30,0
1926,NHL,NYR,2,0,1,1,1,3,36,,,,,,,
1987,NHL,NYI,6,2,4,0,18,23,250,0,5,38,,10,43,3
1956,NHL,NYR,5,1,4,0,12,22,48,,,,,,,
2001,NHL,NJD,6,2,4,0,11,9,52,2,6,28,0,4,21,1
1988,NHL,WAS,6,2,4,0,19,25,155,0,9,43,,9,34,1
1996,NHL,STL,6,2,4,0,12,13,198,0,5,37,1,6,42,0
1923,NHL,OTS,2,0,2,0,2,5,28,,,,,,,
1975,NHL,PHI,16,8,8,0,61,49,444,4,13,56,2,20,86,1
1979,NHL,VAN,4,1,3,0,7,15,84,2,1,14,0,6,18,0
1979,NHL,MNS,15,8,7,0,49,56,206,0,17,86,4,17,56,3
