playerid,award,year,lgid,note,pos
drydeke01,First Team All-Star,1978,NHL,,G
stewaga01,First Team All-Star,1945,NHL,,LW
robinla01,First Team All-Star,1976,NHL,,D
brimsfr01,Second Team All-Star,1939,NHL,,G
francro01,Lady Byng,2001,NHL,,
richama01,First Team All-Star,1946,NHL,,RW
jonsske01,All-Rookie,1994,NHL,,D
hullbo01,First Team All-Star,1967,NHL,,LW
karakmi01,Second Team All-Star,1944,NHL,,G
clappdi01,First Team All-Star,1938,NHL,,D
leducri01,Second Team All-Star,1976,WHA,,C
gretzwa01,Second Team All-Star,1987,NHL,,C
datsypa01,Second Team All-Star,2008,NHL,,C
doansh01,Messier,2011,NHL,,
hatchde01,Second Team All-Star,2002,NHL,,D
hullbo01,First Team All-Star,1961,NHL,,LW
howema01,First Team All-Star,1985,NHL,,D
sakicjo01,Conn Smythe,1995,NHL,,
nieuwjo01,King Clancy,1994,NHL,,
tardima01,First Team All-Star,1977,WHA,,LW
verstkr01,All-Rookie,2008,NHL,,F
poulida02,Selke,1986,NHL,,
niedesc01,First Team All-Star,2003,NHL,,D
gonchse01,Second Team All-Star,2001,NHL,,D
hullbo01,First Team All-Star,1971,NHL,,LW
chelich01,First Team All-Star,1992,NHL,,D
bouchbu01,First Team All-Star,1944,NHL,,D
schmimi01,Hart,1950,NHL,,
belfoed01,Vezina,1990,NHL,,
francro01,Lady Byng,1994,NHL,,
orrbo01,Norris,1972,NHL,,
nasluma01,All-Rookie,1982,NHL,,LW
selante01,First Team All-Star,1992,NHL,,RW
ovechal01,All-Rookie,2005,NHL,,F
plantja01,Vezina,1957,NHL,,
tayloda01,King Clancy,1990,NHL,,
coffepa01,First Team All-Star,1984,NHL,,D
toddke01,All-Rookie,1991,NHL,,C
roussbo01,Calder,1961,NHL,,
olmstbe01,Second Team All-Star,1955,NHL,,LW
youngwa01,All-Rookie,1984,NHL,,LW
kovalil01,Second Team All-Star,2003,NHL,,LW
lumleha01,Vezina,1953,NHL,,
thompti01,Second Team All-Star,1934,NHL,,G
trembjc01,Murphy,1972,WHA,Best Defenceman,
sakicjo01,First Team All-Star,2003,NHL,,C
hallgl01,Second Team All-Star,1966,NHL,,G
iginlja01,Richard,2001,NHL,,
trembjc01,First Team All-Star,1970,NHL,,D
gretzwa01,Art Ross,1989,NHL,,
prongch01,Norris,1999,NHL,,
charazd01,Second Team All-Star,2007,NHL,,D
dumarwo01,Second Team All-Star,1939,NHL,,LW
fernama01,Jennings,2008,NHL,shared,
thomsji01,Second Team All-Star,1951,NHL,,D
stuarbr01,All-Rookie,1999,NHL,,D
lehtije01,Selke,1998,NHL,,
harvedo01,First Team All-Star,1953,NHL,,D
mcleodo01,First Team All-Star,1973,WHA,,G
waltomi01,Second Team All-Star,1973,WHA,,RW
durnabi01,First Team All-Star,1946,NHL,,G
joliaau01,Second Team All-Star,1934,NHL,,LW
roypa01,Conn Smythe,1985,NHL,,
carlyra01,First Team All-Star,1980,NHL,,D
guindbo01,Playoff MVP,1977,WHA,,
osgooch01,Jennings,1995,NHL,shared,
potvide01,First Team All-Star,1980,NHL,,D
forsbpe01,Plus-Minus,2002,NHL,tie,
johnsch01,Second Team All-Star,1930,NHL,,D
thompti01,Vezina,1937,NHL,,
harvedo01,Norris,1960,NHL,,
orrbo01,First Team All-Star,1967,NHL,,D
hodgech01,Second Team All-Star,1964,NHL,,G
esposto01,Calder,1969,NHL,,
cloutre01,First Team All-Star,1978,WHA,,RW
ovechal01,First Team All-Star,2008,NHL,,LW
lachel01,Second Team All-Star,1945,NHL,,C
longba01,Second Team All-Star,1977,WHA,,D
coffepa01,Second Team All-Star,1981,NHL,,D
jacksbu01,First Team All-Star,1933,NHL,,LW
smithge01,All-Rookie,1989,NHL,,D
brodatu01,First Team All-Star,1947,NHL,,G
ftorero01,Second Team All-Star,1975,WHA,,C
thomati01,Vezina,2010,NHL,,
appssy01,Second Team All-Star,1940,NHL,,C
leclajo01,First Team All-Star,1997,NHL,,LW
lehtije01,Selke,2002,NHL,,
coultar01,Second Team All-Star,1938,NHL,,D
bellbr01,All-Rookie,1984,NHL,,D
richahe01,Second Team All-Star,1962,NHL,,C
skinnje01,Calder,2010,NHL,,
sundima01,Second Team All-Star,2001,NHL,,C
gretzwa01,Conn Smythe,1984,NHL,,
sawchte01,Vezina,1964,NHL,shared,
joliaau01,Second Team All-Star,1933,NHL,,LW
wentwcy01,Second Team All-Star,1934,NHL,,D
kingkr01,King Clancy,1995,NHL,,
roypa01,Conn Smythe,1992,NHL,,
mooredi01,Second Team All-Star,1960,NHL,,LW
macdobl01,Second Team All-Star,1978,WHA,,RW
peetepe01,Vezina,1982,NHL,,
drillgo01,First Team All-Star,1938,NHL,,RW
chelich01,Norris,1988,NHL,,
turgepi01,Lady Byng,1992,NHL,,
stewaja01,Second Team All-Star,1945,NHL,,D
masonst01,All-Rookie,2008,NHL,,G
staplpa01,Second Team All-Star,1965,NHL,,D
