year,hofid,name,category
2009,hullbr01h,Brett Hull,Player
1961,ionmi01h,Mickey Ion,Referee/Linesman
1958,keatsdu01h,Duke Keats,Player
1958,mcnamge02h,George McNamara,Player
1962,pitredi01h,Didier Pitre,Player
1996,salmibo01h,Borje Salming,Player
1969,abelsi01h,Sid Abel,Player
2010,ciccadi01h,Dino Ciccarelli,Player
1991,bossymi01h,Mike Bossy,Player
1963,mclaufr01h,Frederic McLaughlin,Builder
1962,ahearfr01h,Frank Ahearn,Builder
1962,watsoha01h,Harry Watson,Player
1973,udvarfr01h,Frank Udvari,Referee/Linesman
1986,savarse01h,Serge Savard,Player
1965,farrear01h,Art Farrell,Player
1962,whitcfr01h,Fred Whitcroft,Player
1962,norrija03h,James Norris,Builder
1964,bentldo01h,Doug Bentley,Player
1958,foystfr01h,Frank Foyston,Player
1963,gormato01h,Tommy Gorman,Builder
2010,seamado01h,Doc Seaman,Builder
1976,wirtzwi01h,William Wirtz,Builder
1962,lavioja01h,Jack Laviolette,Player
2005,costemu01h,Murray Costello,Builder
2006,roypa01h,Patrick Roy,Player
1962,stanlba01h,Barney Stanley,Player
1995,sabetgu01h,Gunther Sabetzki,Builder
1947,roberjo02h,John Robertson,Builder
2004,fletccl01h,Cliff Fletcher,Builder
2010,jamesan01h,Angela James,Player
1945,morenho01h,Howie Morenz,Player
1962,smithfr01h,Frank Smith,Builder
1988,laflegu01h,Guy Lafleur,Player
2002,gillicl01h,Clark Gillies,Player
1965,lockhth01h,Tommy Lockhart,Builder
1977,cattajo01h,Joseph Cattarinich,Builder
1978,pronoma01h,Marcel Pronovost,Player
1958,conneal01h,Alec Connell,Player
1990,flamafe01h,Fern Flaman,Player
1979,orrbo01h,Bobby Orr,Player
1978,pollosa01h,Sam Pollock,Builder
2002,federbe01h,Bernie Federko,Player
1962,simpsjo01h,Joe Simpson,Player
1961,seibeol01h,Oliver Seibert,Player
1958,duttore01h,Red Dutton,Player
1945,pulfoha01h,Harvey Pulford,Player
1960,bouchge01h,Georges Boucher,Player
2004,bourqra01h,Raymond Bourque,Player
1993,grifffr01h,Frank Griffiths,Builder
1989,tretivl01h,Vladislav Tretiak,Player
1987,laperja01h,Jacques Laperriere,Player
1999,morriia01h,Scotty Morrison,Builder
1975,armstge01h,George Armstrong,Player
1978,plantja01h,Jacques Plante,Player
1958,dudlege01h,George Dudley,Builder
1980,worslgu01h,Gump Worsley,Player
1962,wilsoph01h,Phat Wilson,Player
1988,hayesge01h,George Hayes,Referee/Linesman
2008,chynoed01h,Ed Chynoweth,Builder
1991,smithcl01h,Clint Smith,Player
1976,rossph01h,Philip Ross,Builder
1958,johnsch01h,Ching Johnson,Player
1950,griffsi01h,Si Griffis,Player
1966,bentlma01h,Max Bentley,Player
1958,bouchfr01h,Frank Boucher,Player
1962,ruttaja01h,Jack Ruttan,Player
1952,johnsmo01h,Moose Johnson,Player
1999,gretzwa01h,Wayne Gretzky,Player
1961,halljo01h,Joe Hall,Player
1982,ullmano01h,Norm Ullman,Player
1987,clarkbo01h,Bobby Clarke,Player
2007,messima01h,Mark Messier,Player
1993,knoxse01h,Seymour Knox,Builder
1983,mikitst01h,Stan Mikita,Player
1994,oneilbr01h,Brian O'Neill,Builder
1950,davidal01h,Scotty Davidson,Player
1966,blaketo01h,Toe Blake,Player
1966,brimsfr01h,Frank Brimsek,Player
1945,stuarho01h,Hod Stuart,Player
1970,lebelro01h,Bob LeBel,Builder
1974,coultar01h,Art Coulter,Player
1982,gilbero01h,Rod Gilbert,Player
1950,drinkgr01h,Graham Drinkwater,Player
1984,lemaija01h,Jacques Lemaire,Player
2001,patricr01h,Craig Patrick,Builder
1961,conacch01h,Charlie Conacher,Player
1962,humefr01h,Fred Hume,Builder
1950,richage01h,George Richardson,Player
1983,sindeha01h,Harry Sinden,Builder
1992,mcdonla01h,Lanny McDonald,Player
1966,bouchbu01h,Butch Bouchard,Player
1952,stewane01h,Nels Stewart,Player
1950,triheha01h,Harry Trihey,Player
1947,taylocy01h,Cyclone Taylor,Player
1994,conacli01h,Lionel Conacher,Player
1991,armstne01h,Neil Armstrong,Referee/Linesman
1992,gainebo01h,Bob Gainey,Player
1966,campbcl01h,Clarence Campbell,Builder
1985,cheevge01h,Gerry Cheevers,Player
1993,shuttst01h,Steve Shutt,Player
1976,bowerjo01h,Johnny Bower,Player
1977,ahearbu01h,Bunny Ahearne,Builder
1961,dayha01h,Hap Day,Player
1998,stastpe01h,Peter Stastny,Player
1952,boondi01h,Dickie Boon,Player
1963,primejo01h,Joe Primeau,Player
1958,lehmahu01h,Hugh Lehman,Player
1983,hullbo01h,Bobby Hull,Player
1961,richama01h,Maurice Richard,Player
1958,turnell01h,Lloyd Turner,Builder
1997,lemiema01h,Mario Lemieux,Player
1945,allanmo01h,Montagu Allan,Builder
1985,olmstbe01h,Bert Olmstead,Player
1980,lumleha01h,Harry Lumley,Player
1967,colvine01h,Neil Colville,Player
2002,langwro01h,Rod Langway,Player
1977,hortoti01h,Tim Horton,Player
1945,gerared01h,Eddie Gerard,Player
1971,sawchte01h,Terry Sawchuk,Player
1965,hornere01h,Red Horner,Player
