playerid,year,stint,tmid,w,l,sa,ga
huetcr01,2007,1,MTL,2,3,13,5
bironma01,2011,1,NYR,0,2,7,3
rolosdw01,2007,1,EDM,5,4,37,10
raycran01,2006,1,TOR,3,6,32,13
millery01,2009,1,BUF,4,4,31,11
lalimpa01,2007,1,CHI,3,0,9,2
lundqhe01,2011,1,NYR,4,3,25,7
bironma01,2008,1,PHI,2,3,17,5
poulike01,2010,1,NYI,0,1,3,2
irvinle01,2011,1,CAL,0,1,4,2
luongro01,2011,1,VAN,6,6,42,17
scrivbe01,2011,1,TOR,1,1,5,2
rolosdw01,2005,1,MIN,0,1,8,2
fleurma01,2008,1,PIT,3,4,22,6
osgooch01,2006,1,DET,1,2,14,6
vokouto01,2008,1,FLO,3,4,19,6
leclapa01,2008,1,CBS,0,1,3,2
bacasja01,2006,1,STL,1,1,6,2
legacma01,2005,1,DET,2,2,17,7
fleurma01,2005,1,PIT,0,2,5,4
ellisda01,2007,1,NAS,2,1,9,4
rolosdw01,2011,1,TBL,2,2,15,5
bachmri01,2011,1,DAL,0,1,3,1
garonma01,2005,1,LAK,4,1,16,3
kiprumi01,2009,1,CAL,2,7,27,15
dunhami01,2006,1,NYI,1,1,8,3
mcelhcu01,2009,1,CAL,1,0,4,2
rinnepe01,2010,1,NAS,6,4,34,7
kolziol01,2005,1,WAS,4,5,44,15
macdojo01,2010,1,DET,1,2,9,2
masonst01,2011,1,CBS,2,2,10,4
dipieri01,2006,1,NYI,5,4,44,9
weekeke01,2008,1,NJD,2,0,6,2
masonch02,2005,1,NAS,2,0,5,0
fernama01,2005,1,MIN,4,2,19,4
thomati01,2008,1,BOS,4,4,28,9
thomati01,2006,1,BOS,8,2,46,8
vokouto01,2005,1,NAS,4,3,20,8
mcelhcu01,2009,2,AND,1,2,8,4
lenevda01,2005,1,PHO,0,1,3,1
howarji01,2011,1,DET,7,2,27,5
macdojo01,2011,1,DET,1,1,9,3
grahajo01,2007,1,CAR,1,0,3,2
dubnyde01,2010,1,EDM,0,6,19,10
munroad01,2005,1,CHI,0,1,4,2
theodjo01,2005,1,MTL,1,1,6,1
holmqjo01,2007,1,TBL,1,0,4,1
masonst01,2010,1,CBS,4,5,31,10
pavelon01,2011,1,WPG,3,3,20,8
elliobr01,2011,1,STL,1,3,14,5
gustajo01,2010,1,TOR,2,1,10,4
halakja01,2011,1,STL,3,7,32,9
lehtoka01,2005,1,ATL,5,0,20,3
raycran01,2007,1,TOR,0,1,6,2
howarji01,2009,1,DET,5,7,54,17
josepcu01,2008,1,TOR,2,1,11,3
bishobe01,2011,1,OTT,0,2,6,3
lundqhe01,2010,1,NYR,7,3,46,7
masonch02,2010,1,ATL,2,2,17,4
niemian02,2010,1,SJS,3,5,28,8
cloutda01,2005,1,VAN,0,1,2,2
valiqst01,2008,1,NYR,1,2,12,3
andercr01,2010,2,OTT,2,1,12,1
bishobe01,2010,1,STL,1,0,4,2
weekeke01,2006,1,NYR,0,1,3,1
bryzgil01,2006,1,AND,0,4,13,6
gustajo01,2011,1,TOR,1,3,11,4
pavelon01,2009,1,ATL,0,4,11,6
aebisda01,2006,1,MTL,2,2,18,6
enrotjh01,2010,1,BUF,3,0,19,5
andercr01,2010,1,COL,1,0,3,0
kiprumi01,2008,1,CAL,3,2,14,3
hedbejo01,2009,1,ATL,4,2,21,5
gigueje01,2011,1,COL,1,2,7,5
rolosdw01,2008,1,EDM,4,4,24,5
danisya01,2008,1,NYI,0,2,5,3
elliobr01,2010,2,COL,2,1,10,1
backsni01,2006,1,MIN,3,5,32,15
leighmi01,2008,1,CAR,1,1,5,3
masonch02,2008,1,STL,3,4,18,7
