year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2000,CQF,G,DAL,NHL,EDM,NHL,4,2,0,16,13,
2006,CQF,E,DET,NHL,CAL,NHL,4,2,0,18,10,
1973,SF,E,BOS,NHL,CHI,NHL,4,2,0,28,20,
1981,DF,L,VAN,NHL,LAK,NHL,4,1,0,19,14,
1990,DF,K,MNS,NHL,STL,NHL,4,2,0,22,17,
1974,Pre,B,CHI,NHL,BOS,NHL,2,1,0,12,15,
1982,DSF,G,EDM,NHL,WIN,NHL,3,0,0,14,9,
1987,SCF,O,EDM,NHL,BOS,NHL,4,0,1,21,12,
2002,CQF,G,MIN,NHL,COL,NHL,4,3,0,16,17,
1992,DSF,G,VAN,NHL,WIN,NHL,4,2,0,21,17,
1979,Pre,E,NYI,NHL,LAK,NHL,3,1,0,21,10,
1995,CQF,C,NYR,NHL,MTL,NHL,4,2,0,19,17,
1983,CF,M,NYI,NHL,MTL,NHL,4,2,0,17,12,
1964,SF,A,CHI,NHL,DET,NHL,4,3,0,23,19,
2005,CF,N,EDM,NHL,ANA,NHL,4,1,0,16,13,
2006,CQF,D,OTT,NHL,PIT,NHL,4,1,0,18,10,
1933,SF,D,CHI,NHL,MTM,NHL,2,0,0,6,2,TG
1983,DSF,C,NYI,NHL,NYR,NHL,3,2,0,13,14,
1995,CF,N,COL,NHL,DET,NHL,4,2,0,20,16,
1944,SF,A,TOR,NHL,MTL,NHL,4,2,0,15,21,
2010,CSF,K,VAN,NHL,NAS,NHL,4,2,0,14,11,
1973,SF,F,PHI,NHL,NYR,NHL,4,3,0,22,17,
2006,CQF,C,NYR,NHL,ATL,NHL,4,0,0,17,6,
1978,Pre,D,PIT,NHL,BUF,NHL,2,1,0,9,9,
1981,SCF,O,NYI,NHL,VAN,NHL,4,0,0,18,10,
1968,SF,F,STL,NHL,LAK,NHL,4,0,0,16,5,
2010,CQF,F,SJS,NHL,LAK,NHL,4,2,0,20,20,
2010,CQF,B,PHI,NHL,BUF,NHL,4,3,0,22,18,
1935,SF,D,TOR,NHL,NYA,NHL,2,1,0,6,3,
2008,CQF,D,PIT,NHL,PHI,NHL,4,2,0,18,16,
1996,CQF,G,DET,NHL,STL,NHL,4,2,0,13,12,
1980,SF,N,MNS,NHL,CAL,NHL,4,2,0,25,18,
1925,F,,MTM,NHL,OTS,NHL,1,0,1,2,1,TG
1992,DF,J,NYI,NHL,PIT,NHL,4,3,0,24,27,
1983,DSF,E,MNS,NHL,CHI,NHL,3,2,0,18,14,
1986,DF,K,DET,NHL,TOR,NHL,4,3,0,20,18,
1986,CF,M,PHI,NHL,MTL,NHL,4,2,0,22,22,
1952,SF,B,MTL,NHL,CHI,NHL,4,3,0,18,14,
1988,DSF,E,CHI,NHL,DET,NHL,4,2,0,25,18,
1999,CSF,L,COL,NHL,DET,NHL,4,1,0,13,8,
1917,SCF,,TOA,NHL,VML,PCHA,3,2,0,18,21,
1978,QF,F,MTL,NHL,TOR,NHL,4,0,0,19,10,
1982,CF,M,NYI,NHL,BOS,NHL,4,2,0,30,21,
1950,SCF,C,TOR,NHL,MTL,NHL,4,1,0,13,10,
1987,DSF,E,DET,NHL,TOR,NHL,4,2,0,32,20,
1936,QF,B,MTM,NHL,BOS,NHL,2,1,0,8,6,
1914,SCF,,VML,PCHA,OT1,NHA,3,0,0,26,8,
1976,SF,I,MTL,NHL,NYI,NHL,4,2,0,19,13,
1925,SF,,VIC,WCHL,SAS,WCHL,1,0,1,4,3,TG
1959,SF,A,MTL,NHL,CHI,NHL,4,0,0,14,6,
1981,DF,K,NYI,NHL,NYR,NHL,4,2,0,27,20,
1976,Pre,D,TOR,NHL,PIT,NHL,2,1,0,13,10,
1984,CF,M,PHI,NHL,QUE,NHL,4,2,0,17,12,
1981,DSF,D,STL,NHL,WIN,NHL,3,1,0,20,13,
2000,CQF,C,PIT,NHL,WAS,NHL,4,2,0,14,10,
1933,SCF,E,CHI,NHL,DET,NHL,3,1,0,9,7,
1976,DSF,,QUN,WHA,NEW,WHA,4,1,0,23,14,
1980,SF,M,NYI,NHL,NYR,NHL,4,0,0,22,8,
1976,Pre,A,NYI,NHL,CHI,NHL,2,0,0,7,3,
1996,SCF,O,DET,NHL,PHI,NHL,4,0,0,16,6,
2011,CQF,A,NYR,NHL,OTT,NHL,4,3,0,14,13,
1929,SF,A,BOS,NHL,MTM,NHL,3,1,0,11,5,
