year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1994,NHL,STL,STL,WC,CE,2,CQF,48,28,15,5.0,,61,,,178,135,St. Louis Blues,1077,16,36,220,2,46,233,7
1994,NHL,DET,DET,WC,CE,1,F,48,33,11,4.0,,70,,,180,117,Detroit Red Wings,932,10,52,215,7,28,206,5
1939,NHL,DET,DET,,,5,SF,48,16,26,6.0,,38,,,90,126,Detroit Red Wings,250,,,,,,,
1996,NHL,STL,STL,WC,CE,4,CQF,82,36,35,11.0,,83,,,236,239,St. Louis Blues,1336,24,50,327,8,55,332,9
1975,WHA,EDO,EDM,,CW,4,AVQF,81,27,49,5.0,,59,,,268,345,Edmonton Oilers,991,,53,293,10,58,273,8
1982,NHL,PIT,PIT,WA,PT,6,,80,18,53,9.0,,45,,,257,394,Pittsburgh Penguins,1859,20,81,358,15,110,396,3
2008,NHL,EDM,EDM,WC,NW,4,,82,38,35,,9,85,6,4,234,248,Edmonton Oilers,1247,20,60,354,8,76,338,3
1923,WCHL,SAC,SAS,,,3,,30,15,12,3.0,,33,,,91,73,Saskatoon Crescents,,,,,,,,
1931,NHL,DTF,DET,,AM,3,QF,48,18,20,10.0,,46,,,95,108,Detroit Falcons,419,,,,,,,
2002,NHL,CHI,CHI,WC,CE,3,,82,30,33,13.0,6,79,,,207,226,Chicago Blackhawks,1189,30,39,308,8,56,369,8
1993,NHL,ANA,ANA,WC,PC,4,,84,33,46,5.0,,71,,,229,251,Mighty Ducks of Anaheim,1507,24,54,376,13,67,388,9
1998,NHL,TBL,TBL,EC,SE,4,,82,19,54,9.0,,47,,,179,292,Tampa Bay Lightning,1316,10,43,310,10,68,387,11
1972,NHL,BUF,BUF,,ED,4,QF,78,37,27,14.0,,88,,,257,219,Buffalo Sabres,940,2,52,270,5,35,241,5
2001,NHL,OTT,OTT,EC,NE,3,CSF,82,39,27,9.0,7,94,,,243,208,Ottawa Senators,1347,16,55,331,5,48,307,11
1988,NHL,PHI,PHI,WA,PT,4,CF,80,36,36,8.0,,80,,,307,285,Philadelphia Flyers,2317,12,98,367,9,80,432,16
1995,NHL,SJS,SJS,WC,PC,7,,82,20,55,7.0,,47,,,252,357,San Jose Sharks,1480,20,62,385,20,93,397,15
1971,NHL,LAK,LAK,,WD,7,,78,20,49,9.0,,49,,,206,305,Los Angeles Kings,719,10,38,272,7,50,210,4
2010,NHL,PHI,PHI,EC,AT,1,CSF,82,47,23,,12,106,3,7,259,223,Philadelphia Flyers,1119,8,49,295,5,54,313,13
2007,NHL,CAL,CAL,WC,NW,3,CQF,82,42,30,,10,94,3,3,229,227,Calgary Flames,1342,14,59,352,8,72,388,9
1931,NHL,TOR,TOR,,CA,2,SC,48,23,18,7.0,,53,,,155,127,Toronto Maple Leafs,625,,,,,,,
1973,WHA,NEW,CAR,,EW,1,AVQF,78,43,31,4.0,,90,,,291,260,New England Whalers,875,18,47,228,7,36,197,3
2006,NHL,STL,STL,WC,CE,3,,82,34,35,,13,81,6,6,214,254,St. Louis Blues,1223,20,46,381,10,83,414,7
2008,NHL,PIT,PIT,EC,AT,2,SC,82,45,28,,9,99,6,6,264,239,Pittsburgh Penguins,1114,8,62,360,13,60,347,7
2007,NHL,EDM,EDM,WC,NW,4,,82,41,35,,6,88,15,4,235,251,Edmonton Oilers,1175,26,57,344,10,56,366,7
1923,WCHL,CAT,CAT,,,1,F,30,18,11,1.0,,37,,,83,72,Calgary Tigers,,,,,,,,
2006,NHL,MTL,MTL,EC,NE,4,,82,42,34,,6,90,6,5,245,256,Montreal Canadiens,1133,14,86,378,6,69,419,17
1924,NHL,OTS,STE,,,4,,30,17,12,1.0,,35,,,83,66,Ottawa Senators,350,,,,,,,
1915,NHA,MOC,MTL,,,1,SC,24,16,7,1.0,,33,,,104,76,Montreal Canadiens,,,,,,,,
1960,NHL,MTL,MTL,,,1,SF,70,41,19,10.0,,92,,,254,188,Montreal Canadiens,811,,,,,,,
1970,NHL,NYR,NYR,,ED,2,SF,78,49,18,11.0,,109,,,259,177,New York Rangers,952,8,60,234,3,41,253,5
1980,NHL,NYR,NYR,CC,PT,4,SF,80,30,36,14.0,,74,,,312,317,New York Rangers,1981,36,63,351,12,83,392,14
2001,NHL,WAS,WAS,EC,SE,2,,82,36,33,11.0,2,85,,,228,240,Washington Capitals,1043,6,58,299,8,58,325,2
2011,NHL,NYR,NYR,EC,AT,1,CF,82,51,24,,7,109,4,5,226,187,New York Rangers,1059,14,44,280,4,36,260,8
