coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
neilsro01c,1983,VAN,NHL,1,,48,17,26,5,,,,
ubriage01c,1988,PIT,NHL,1,,80,40,33,7,11,7,4,0
cleghod01c,1928,PIP,NHL,1,,44,9,27,8,,,,
clousco01c,2010,OTT,NHL,1,,82,32,40,10,,,,
tessior01c,1983,CHI,NHL,1,,80,30,42,8,5,2,3,0
bergemi03c,1986,QUE,NHL,1,,80,31,39,10,13,7,6,0
duttore01c,1937,NYA,NHL,1,,48,19,18,11,6,3,3,0
gainebo01c,1992,MNS,NHL,1,,84,36,38,10,,,,
campbco01c,1994,NYR,NHL,1,,48,22,23,3,10,4,6,0
suttebr01c,2003,CHI,NHL,1,,82,20,51,11,,,,
sindeha01c,1979,BOS,NHL,2,,7,6,1,0,10,4,6,0
harrite01c,1975,MNS,NHL,1,,80,20,53,7,,,,
murphji01c,1913,TOO,NHA,1,,20,4,16,0,,,,
ramsacr01c,2010,ATL,NHL,1,,82,34,36,12,,,,
quennjo01c,2010,CHI,NHL,1,,82,44,29,9,7,3,4,0
bowmasc01c,1970,STL,NHL,2,,28,13,10,5,6,2,4,0
murrate01c,1992,WAS,NHL,1,,84,43,34,7,6,2,4,0
quennjo01c,2011,CHI,NHL,1,,82,45,26,11,6,2,4,0
stasivi01c,1972,VAN,NHL,1,,78,22,47,9,,,,
torchjo01c,2005,LAK,NHL,2,,12,5,7,0,,,,
gallage01c,2005,CBS,NHL,1,,82,35,43,4,,,,
milbumi01c,1990,BOS,NHL,1,,80,44,24,12,19,10,9,0
bouchge01c,1930,MTM,NHL,2,,12,6,5,1,2,0,2,0
polanni01c,1983,DET,NHL,1,,80,31,42,7,4,1,3,0
angotlo01c,1973,STL,NHL,2,,23,4,15,4,,,,
dineebi01c,1972,HOU,WHA,1,,78,39,35,4,10,4,6,0
patrily01c,1953,BOS,NHL,1,,70,32,28,10,4,0,4,0
berrybo01c,1983,MTL,NHL,1,,63,28,30,5,,,,
adamsja01c,1942,DET,NHL,1,,50,25,14,11,10,8,2,0
lemaija01c,2009,NJD,NHL,1,,82,48,27,7,5,1,4,0
schoeji01c,1987,NJD,NHL,2,,30,17,12,1,20,11,9,0
neilsro01c,1978,TOR,NHL,1,,80,34,33,13,6,2,4,0
carrodi01c,1918,TOA,NHL,1,,18,5,13,0,,,,
rossar01c,1942,BOS,NHL,1,,50,24,17,9,9,4,5,0
greente01c,1993,EDM,NHL,1,,24,3,18,3,,,,
payneda01c,2011,STL,NHL,1,,13,6,7,0,,,,
crawfma01c,2005,VAN,NHL,1,,82,42,32,8,,,,
bushed01c,1975,KCS,NHL,3,,32,1,23,8,,,,
mclelto01c,2011,SJS,NHL,1,,82,43,29,10,5,1,4,0
hartscr01c,1999,ANA,NHL,1,,82,34,36,12,,,,
brophjo01c,1978,BIR,WHA,1,,80,32,42,6,,,,
creigfr01c,1974,ATF,NHL,2,,28,12,11,5,,,,
conacch01c,1949,CHI,NHL,1,,70,22,38,10,,,,
creampi01c,1987,PIT,NHL,1,,80,36,35,9,,,,
glovefr01c,1973,CLF,NHL,1,,57,11,38,8,,,,
dorvana01c,1912,MOC,NHA,1,,20,9,11,0,,,,
crispte01c,1995,TBL,NHL,1,,82,38,32,12,6,2,4,0
blairwr01c,1969,MNS,NHL,1,,32,9,13,10,,,,
holmgpa01c,1990,PHI,NHL,1,,80,33,37,10,,,,
simsal01c,1996,SJS,NHL,1,,82,27,47,8,,,,
gretzwa01c,2008,PHO,NHL,1,,82,36,39,7,,,,
crozijo01c,1976,CAC,WHA,1,,81,31,43,7,,,,
querrch01c,1922,TRS,NHL,2,,19,11,7,1,,,,
adamsja01c,1929,DTC,NHL,1,,44,14,24,6,,,,
sullimi01c,2003,BOS,NHL,1,,82,41,26,15,7,3,4,0
bowmasc01c,1984,BUF,NHL,1,,80,38,28,14,5,2,3,0
lalonne01c,1919,MTL,NHL,1,,24,13,11,0,,,,
smythco01c,1928,TOR,NHL,1,,44,21,18,5,4,2,2,0
pagepi01c,1992,QUE,NHL,1,,84,47,27,10,6,2,4,0
clancki01c,1955,TOR,NHL,1,,70,24,33,13,5,1,4,0
nealeha01c,1983,VAN,NHL,2,,32,15,13,4,4,1,3,0
sathegl01c,1988,EDM,NHL,1,,80,38,34,8,7,3,4,0
grahadi01c,1998,CHI,NHL,1,,59,16,35,8,,,,
thomppa01c,1939,CHI,NHL,1,,48,23,19,6,2,0,2,0
neilsro01c,1990,NYR,NHL,1,,80,36,31,13,6,2,4,0
abelsi01c,1953,CHI,NHL,1,,70,12,51,7,,,,
johnsed01c,1980,PIT,NHL,1,,80,30,37,13,5,2,3,0
mactacr01c,2006,EDM,NHL,1,,82,32,43,7,,,,
robinla01c,1995,LAK,NHL,1,,82,24,40,18,,,,
pagepi01c,1995,CAL,NHL,1,,82,34,37,11,4,0,4,0
abelsi01c,1957,DET,NHL,2,,33,16,12,5,4,0,4,0
adamsja01c,1931,DTF,NHL,1,,48,18,20,10,2,0,1,1
brookhe01c,1981,NYR,NHL,1,,80,39,27,14,10,5,5,0
wilsojo01c,1972,DET,NHL,1,,78,37,29,12,,,,
stevejo01c,2006,PHI,NHL,2,,74,21,42,11,,,,
slatete01c,1973,LAS,WHA,1,,19,5,14,0,,,,
fredrfr01c,1929,PIP,NHL,1,,44,5,36,3,,,,
francem01c,1968,NYR,NHL,2,,33,19,8,6,4,0,4,0
holmgpa01c,1993,HAR,NHL,1,,17,4,11,2,,,,
creigfr01c,1975,ATF,NHL,1,,80,35,33,12,2,0,2,0
imlacpu01c,1968,TOR,NHL,1,,76,35,26,15,4,0,4,0
martija02c,2001,OTT,NHL,1,,80,38,33,9,,,,
laforbi01c,1984,VAN,NHL,1,,20,4,14,2,,,,
kennege01c,1916,MOC,NHA,1,,20,10,10,0,,,,
patrile01c,1934,NYR,NHL,1,,48,22,20,6,4,2,1,1
abelsi01c,1952,CHI,NHL,1,,70,27,28,15,7,3,4,0
patrile01c,1919,VA2,PCHA,1,,22,10,12,0,,,,
gardnji01c,1912,NWR,PCHA,1,,13,4,9,0,,,,
ludzist01c,2000,TBL,NHL,1,,39,12,22,5,,,,
mcvieto01c,1975,WAS,NHL,2,,44,8,31,5,,,,
stasivi01c,1969,PHI,NHL,1,,76,17,35,24,,,,
moorege01c,1975,IND,WHA,1,,5,1,4,0,,,,
johnsed01c,1993,PIT,NHL,1,,84,44,27,13,6,2,4,0
henryca01c,1973,NYJ,WHA,1,,20,6,12,2,,,,
watsoph01c,1956,NYR,NHL,1,,70,26,30,14,5,1,4,0
adamsja01c,1927,DTC,NHL,1,,44,19,19,6,,,,
crawfma01c,1998,VAN,NHL,2,,37,8,23,6,,,,
satorte01c,1985,NYR,NHL,1,,80,36,38,6,16,8,8,0
cherrdo01c,1978,BOS,NHL,1,,80,43,23,14,11,7,4,0
