playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
bladoto01,,,Tom,Bladon,,Thomas George,Bomber,73,195,R,12007,409,bladoto01,1972,1980,,,D,1952,12,29,Canada,AB,Edmonton,,,,,,
mitchiv01,,,Ivan,Mitchell,,Ivan Joseph Gordon,Mike,,,R,18631,40737,mitchiv01,1919,1921,,,G,1896,,,Canada,,,9999,,,,,
jonesji01,,,Jim,Jones,,James William,,70,185,L,13138,10288,jonesji01,1971,1971,1973,1973,D,1949,7,27,Canada,ON,Espanola,,,,,,
walshji01,,,Jim,Walsh,,James,,73,185,R,14629,6577,walshji01,1981,1981,,,D,1956,10,26,USA,VA,Norfolk,,,,,,
,,ionmi01h,Mickey,Ion,,Fred W.,,,,,O196102,,,,,,,,1886,2,25,Canada,ON,Paris,1964,10,26,,,
faustan01,,,Andre,Faust,,Andre,,71,191,L,10453,1626,faustan01,1992,1993,,,L,1969,10,7,Canada,QC,Joliette,,,,,,
gronsll01,,,Lloyd,Gronsdahl,,Lloyd Gilford,Gabby,69,170,R,12787,13710,gronsll01,1941,1941,,,R,1921,5,10,Canada,SK,Norquay,1989,12,15,,,
cloutre01,,,Real,Cloutier,,Real,Buddy,70,185,L,12286,1037,cloutre01,1979,1984,1974,1978,R,1956,7,30,Canada,QC,St. Emile,,,,,,
mcgrabr01,,,Brian,McGrattan,,,,76,231,R,19200,31753,mcgrabr01,2005,2011,,,R,1981,9,2,Canada,ON,Hamilton,,,,,,
teubeco01,,,Colten,Teubert,,,,76,195,,,,teubeco01,2011,2011,,,D,1990,3,8,,,,,,,,,
shuttby01,,,Byron,Shutt,,Byron,,73,195,L,,7409,shuttby01,,,1978,1978,L,1955,10,26,Canada,ON,Toronto,,,,,,
mcdoubi01,,,Bill,McDougall,,William Henry,,72,185,R,11065,723,mcdoubi01,1990,1993,,,C,1966,8,10,Canada,ON,Mississagua,,,,,,
manelmi01,,,Mike,Maneluk,,Michael,,71,190,R,10111,16372,manelmi01,1998,2000,,,R,1973,10,1,Canada,MB,Winnipeg,,,,,,
holdejo01,,,Josh,Holden,,Josh,,72,190,L,11757,19307,holdejo01,1998,2003,,,C,1978,1,18,Canada,AB,Calgary,,,,,,
quinnda01,,,Dan,Quinn,,Daniel Peter,,71,182,L,11334,4427,quinnda01,1983,1996,,,C,1965,6,1,Canada,ON,Ottawa,,,,,,
vervede01,,,Dennis,Ververgaert,,Dennis Andrew,,72,185,R,14610,5570,vervede01,1973,1980,,,R,1953,3,30,Canada,ON,Hamilton,,,,,,
