playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
hendejo01,1955,1,BOS,NHL,1,60,0,1,0,,0,4,,,,,,,,,,
thomawa01,1977,1,NYR,NHL,41,2352,12,20,7,3,4,141,,1,60,0,1,,0,0,4,
hasekdo01,2003,1,DET,NHL,14,817,8,3,2,1,2,30,324,,,,,,,,,
wilsodu01,1972,1,VAN,NHL,43,2423,13,21,5,1,1,159,,,,,,,,,,
belfoed01,1996,1,CHI,NHL,33,1966,11,15,6,4,1,88,946,,,,,,,,,
caronja01,1967,1,LAK,NHL,1,60,0,1,0,0,0,4,,,,,,,,,,
wakeler01,1970,1,STL,NHL,51,2859,20,14,11,0,3,133,,3,180,2,1,,0,1,7,
moogan01,1996,1,DAL,NHL,48,2738,28,13,5,0,3,98,1121,7,449,3,4,,0,0,21,214
blakemi02,1983,1,LAK,NHL,29,1634,9,11,5,1,0,118,891,,,,,,,,,
morrimi01,2005,1,EDM,NHL,21,892,10,4,2,0,0,42,361,,,,,,,,,
backsni01,2010,1,MIN,NHL,51,2978,22,23,5,6,3,132,1566,,,,,,,,,
mcraego01,1976,1,TOR,NHL,2,120,0,1,1,0,0,9,,,,,,,,,,
broderi01,1981,1,VAN,NHL,52,3010,20,18,12,2,2,168,,17,1089,11,6,,1,0,49,
moogan01,1988,1,BOS,NHL,41,2482,18,14,8,0,1,133,1079,6,359,4,2,,0,0,14,136
rolosdw01,1996,1,CAL,NHL,31,1618,9,14,3,2,1,78,760,,,,,,,,,
drydeda01,1973,1,BUF,NHL,53,2987,23,20,8,3,1,148,,,,,,,,,,
worslgu01,1964,1,MTL,NHL,19,1080,10,7,1,0,1,50,,8,501,5,3,,2,2,14,
lehtoka01,2006,1,ATL,NHL,68,3934,34,24,9,5,4,183,2075,2,118,0,2,,0,0,11,73
gagnoda01,1990,1,DET,NHL,2,35,0,1,0,0,0,6,28,,,,,,,,,
stephwa01,1978,1,PHI,NHL,40,2187,20,10,5,4,2,122,,4,213,0,3,,3,0,16,
bouchbr01,2009,1,PHI,NHL,33,1742,9,18,3,2,1,80,796,12,656,6,6,,3,1,27,298
auldal01,2002,1,VAN,NHL,7,382,3,3,0,0,1,10,165,1,20,0,0,,0,0,1,5
riccini01,1980,1,PIT,NHL,9,540,4,5,0,1,0,35,,,,,,,,,,
tuckete01,1973,1,CLF,NHL,5,177,1,1,1,0,0,10,,,,,,,,,,
potvife01,1997,1,TOR,NHL,67,3864,26,33,7,4,5,176,1882,,,,,,,,,
croziro01,1974,1,BUF,NHL,23,1260,17,2,1,0,3,55,,5,293,3,2,,0,0,14,
puppada01,1989,1,BUF,NHL,56,3241,31,16,6,2,1,156,1610,6,370,2,4,,2,0,15,192
masonst01,2009,1,CBS,NHL,58,3201,20,26,9,2,5,163,1653,,,,,,,,,
esposto01,1976,1,CHI,NHL,69,4067,25,36,8,5,2,234,,2,120,0,2,,1,0,6,
bachmri01,2010,1,DAL,NHL,1,10,0,0,0,0,0,0,4,,,,,,,,,
wamslri01,1984,1,STL,NHL,40,2319,23,12,5,3,0,126,1094,2,120,0,2,,0,0,7,56
maniace01,1962,1,MTL,NHL,14,820,5,5,4,,0,42,,,,,,,,,,
rutheji01,1980,3,LAK,NHL,3,180,3,0,0,0,0,10,,1,20,0,0,,0,0,2,
rinnepe01,2008,1,NAS,NHL,52,2999,29,15,4,8,7,119,1435,,,,,,,,,
hodgech01,1964,1,MTL,NHL,53,3120,26,16,10,0,3,135,,5,300,3,2,,0,1,10,
cassifr01,2001,1,ATL,NHL,6,307,2,3,0,1,0,17,207,,,,,,,,,
