playerid,year,stint,tmid,s,g,gdg
arnotja01,2005,1,DAL,1,0,0
taffeje01,2006,1,PHO,1,0,0
osullpa01,2008,2,EDM,2,1,1
perryco01,2010,1,AND,6,1,1
dupuipa01,2009,1,PIT,1,1,0
niedesc01,2005,1,ANA,1,0,0
perryco01,2011,1,AND,2,9,0
heatlda01,2007,1,OTT,4,0,0
clowery01,2006,1,SJS,4,2,1
umberrj01,2009,1,CBS,2,0,0
stamkst01,2010,1,TBL,7,0,0
stemple01,2006,1,STL,8,4,3
visnolu01,2010,1,AND,1,0,0
prospva01,2006,1,TBL,5,2,1
shannry01,2009,1,OTT,1,1,1
phanedi01,2005,1,CAL,1,0,0
zubruda01,2006,1,WAS,1,0,0
bertuto01,2005,1,VAN,5,2,1
burroal01,2008,1,VAN,6,1,0
petroro02,2005,1,ATL,1,0,0
keslery01,2009,1,VAN,5,3,0
nilssro01,2009,1,EDM,6,1,0
gordobo01,2007,1,WAS,3,1,0
bochebr01,2009,1,TBL,1,0,0
dagenpi01,2005,1,MTL,2,2,2
huselkr01,2006,1,CAL,5,1,0
tyutife01,2011,1,CBS,0,1,0
hendrma01,2010,1,WAS,4,2,0
hossama01,2009,1,CHI,5,2,0
mooredo01,2005,1,NYR,1,0,0
morribr01,2010,1,CAL,2,0,0
edleral01,2007,1,VAN,7,2,2
morrobr01,2009,1,DAL,2,0,0
rolstbr01,2010,1,NJD,2,1,1
sykorpe01,2005,2,NYR,6,5,3
hortona01,2007,1,FLO,10,3,1
cammami01,2009,1,MTL,8,2,2
nieuwjo01,2006,1,FLO,2,0,0
maddejo01,2010,1,MIN,1,1,1
santomi01,2010,1,FLO,11,4,1
kariypa01,2009,1,STL,1,0,0
doughdr01,2008,1,LAK,3,1,1
bernist01,2007,1,SJS,1,0,0
tyutife01,2009,1,CBS,6,2,0
lupuljo01,2009,1,AND,2,1,0
lombama01,2006,1,CAL,2,0,0
jonesda01,2009,1,COL,1,0,0
peverri01,2008,2,ATL,3,0,0
bouwmja01,2010,1,CAL,1,0,0
ritchby01,2007,1,VAN,1,0,0
pettima01,2005,1,WAS,7,3,2
recchma01,2007,1,PIT,1,0,0
kopitan01,2010,1,LAK,10,3,2
russekr01,2009,1,CBS,1,0,0
alexeni01,2006,2,CHI,1,1,1
visnolu01,2009,1,EDM,1,1,1
iginlja01,2005,1,CAL,9,1,0
zidlima01,2006,1,NAS,1,0,0
drapekr01,2009,1,DET,1,0,0
modanmi01,2006,1,DAL,3,0,0
clowery01,2010,1,SJS,8,3,2
zuccama01,2010,1,NYR,9,5,3
boyesbr01,2007,1,STL,8,4,2
clarkch01,2006,1,WAS,1,0,0
kaneev01,2011,1,WPG,1,2,1
staplti01,2010,1,ATL,1,1,1
carcida01,2007,1,PHO,3,0,0
getzlry01,2005,1,ANA,2,0,0
whitnra01,2005,1,CAR,5,4,0
nielsfr01,2009,1,NYI,12,7,2
gomezsc01,2010,1,MTL,1,0,0
crosbsi01,2007,1,PIT,7,2,2
michami01,2005,1,SJS,2,1,0
blakeja01,2005,1,NYI,5,2,1
gonchse01,2007,1,PIT,1,0,0
eberljo01,2011,1,EDM,3,12,0
robitra01,2007,1,OTT,1,0,0
deshada01,2011,1,MTL,5,12,2
visnolu01,2006,1,LAK,3,1,1
barnama01,2005,1,CHI,2,1,0
jonesry01,2010,1,EDM,2,0,0
staffdr01,2011,1,BUF,0,4,0
eratma01,2009,1,NAS,11,5,3
kostian01,2007,1,MTL,6,2,2
hemskal01,2007,1,EDM,16,6,4
nasluma02,2005,1,VAN,7,2,1
fedorse01,2005,1,ANA,1,0,0
korpila01,2010,1,PHO,4,0,0
vorobpa01,2005,1,CHI,3,2,0
lundmja01,2009,1,CAL,4,2,2
pahlssa01,2008,1,AND,1,0,0
stamkst01,2009,1,TBL,9,3,1
weissst01,2011,1,FLO,3,8,2
mccleja01,2005,1,STL,4,2,0
hossama01,2010,1,CHI,2,0,0
perryco01,2006,1,AND,6,1,1
