team_id,team_name
1116,Arkansas
1120,Auburn
1130,Boston College
1139,Butler
1143,California
1153,Cincinnati
1155,Clemson
1163,Connecticut
1165,Cornell
1181,Duke
1199,Florida St
1203,G Washington
1206,George Mason
1207,Georgetown
1210,Georgia Tech
1211,Gonzaga
1217,Harvard
1228,Illinois
1231,Indiana
1235,Iowa St
1241,James Madison
1243,Kansas St
1246,Kentucky
1257,Louisville
1261,LSU
1266,Marquette
1272,Memphis
1274,Miami FL
1277,Michigan St
1280,Mississippi St
1281,Missouri
1291,Mt St Mary's
1301,NC State
1307,New Mexico
1314,North Carolina
1322,Northwestern LA
1323,Notre Dame
1326,Ohio St
1328,Oklahoma
1329,Oklahoma St
1334,Pacific
1338,Pittsburgh
1371,Seton Hall
1393,Syracuse
1396,Temple
1397,Tennessee
1400,Texas
1401,Texas A&M
1403,Texas Tech
1417,UCLA
1425,USC
1427,UT San Antonio
1435,Vanderbilt
1437,Villanova
1438,Virginia
