playerid,award,year,lgid,note,pos
nasluma02,Пирсон,2002,NHL,,
hamilal01,Вторая команда всех звезд,1973,WHA,,D
gretzwa01,Арт Росс,1982,NHL,,
lemiema01,Харт,1987,NHL,,
fitzpma01,Мастертон,1991,NHL,,
kariypa01,Первая команда всех звезд,1998,NHL,,ЛВ
stamkst01,Вторая команда всех звезд,2010,NHL,,C
ramsacr01,Селке,1984,NHL,,
alfreda01,Все новички,1995,NHL,,F
bauerbo01,Леди Бинг,1940,NHL,,
ovechal01,Первая команда всех звезд,2005,NHL,,ЛВ
sedinda01,Вторая команда всех звезд,2009,NHL,,ЛВ
kurrija01,Первая команда всех звезд,1986,NHL,,RW
brodema01,Вторая команда всех звезд,2005,NHL,,G
sawchte01,Первая команда всех звезд,1952,NHL,,G
thomsji01,Вторая команда всех звезд,1950,NHL,,D
gretzwa01,Первая команда всех звезд,1981,NHL,,C
barrato01,Все новички,1983,NHL,,G
bourqra01,Вторая команда всех звезд,1982,NHL,,D
cowlebi01,Арт Росс,1940,NHL,,
parkbr01,Первая команда всех звезд,1969,NHL,,D
kesseph01,Мастертон,2006,NHL,,
sedinda01,Линдси,2010,NHL,,
blakero01,Первая команда всех звезд,1997,NHL,,D
lindste01,Первая команда всех звезд,1952,NHL,,ЛВ
smithsi01,Леди Бинг,1954,NHL,,
harvedo01,Вторая команда всех звезд,1958,NHL,,D
mccoofr01,Колдер,1944,NHL,,
cullejo01,Мастертон,1998,NHL,,
pilotpi01,Вторая команда всех звезд,1959,NHL,,D
chelich01,Мессье,2006,NHL,,
robinla01,Норрис,1979,NHL,,
conacch01,Вторая команда всех звезд,1932,NHL,,RW
hextabr01,Вторая команда всех звезд,1942,NHL,,RW
brimsfr01,Вторая команда всех звезд,1942,NHL,,G
kiprumi01,Дженнингс,2005,NHL,,
gravead01,Мастертон,2000,NHL,,
smithbi01,Конн Смайт,1982,NHL,,
graharo02,Воспроизведение MVP,1974,WHA,,
konstvl01,Все новички,1991,NHL,,D
jarrega01,Вторая команда всех звезд,1972,WHA,,ЛВ
tardima01,Первая команда всех звезд,1975,WHA,,ЛВ
zettehe01,Конн Смайт,2007,NHL,,
kennete01,Харт,1954,NHL,,
belfoed01,Колдер,1990,NHL,,
cechmro01,Вторая команда всех звезд,2000,NHL,,G
kehoeri01,Леди Бинг,1980,NHL,,
bourqra01,Вторая команда всех звезд,1980,NHL,,D
hallgl01,Везина,1962,NHL,,
joliaau01,Первая команда всех звезд,1930,NHL,,ЛВ
redmomi01,Первая команда всех звезд,1972,NHL,,RW
bourqra01,Колдер,1979,NHL,,
schrisw01,Колдер,1934,NHL,,
murzyda01,Все новички,1985,NHL,,D
lachel01,Вторая команда всех звезд,1943,NHL,,C
richabr01,Конн Смайт,2003,NHL,,
recchma01,Вторая команда всех звезд,1991,NHL,,RW
brodema01,Дженнингс,1997,NHL,,
ramagro01,Первая команда всех звезд,1978,WHA,,D
coffepa01,Первая команда всех звезд,1985,NHL,,D
howego01,Вторая команда всех звезд,1961,NHL,,RW
cheevge01,Первая команда всех звезд,1972,WHA,,G
neelyca01,Вторая команда всех звезд,1993,NHL,,RW
enrotjh01,Все новички,2011,NHL,,G
thompti01,Везина,1935,NHL,,
clancki01,Первая команда всех звезд,1933,NHL,,D
stevesc01,Первая команда всех звезд,1987,NHL,,D
bentldo01,Первая команда всех звезд,1942,NHL,,ЛВ
shanabr01,Первая команда всех звезд,1999,NHL,,ЛВ
esposph01,Первая команда всех звезд,1968,NHL,,C
gilbero01,Первая команда всех звезд,1971,NHL,,RW
macinal01,Первая команда всех звезд,1989,NHL,,D
esposto01,Везина,1969,NHL,,
bentlma01,Арт Росс,1945,NHL,,
renbemi01,Все новички,1993,NHL,,W
