year,hofid,name,category
1958,turnell01h,Ллойд Тёрнер,Строитель
1958,moranpa01h,Пэдди Моран,Игрок
1992,johnsbo02h,Боб Джонсон,Строитель
1985,ratelje01h,Жан Рателл,Игрок
1945,phillto01h,Томми Филлипс,Игрок
1979,richahe01h,Анри Ричард,Игрок
1993,pagefr01h,Фред Стр.,Строитель
1962,humefr01h,Фред Хьюм,Строитель
1965,howesy01h,Сид Хоу,Игрок
1996,salmibo01h,Сальминг Борье,Игрок
1971,wirtzar01h,Артур Вирц,Строитель
1958,duttore01h,Красная Даттон,Игрок
1962,noblere01h,Редж Нобл,Игрок
1958,pickaal01h,Алан Пикард,Строитель
1959,thompti01h,Маленький Томпсон,Игрок
1961,stuarbr02h,Брюс Стюарт,Игрок
1963,mclaufr01h,Фредерик Маклафлин,Строитель
1980,patrily01h,Линн Патрик,Игрок
1961,schmimi01h,Милт Шмидт,Игрок
1984,milfoja01h,Джейк Милфорд,Строитель
1966,prattba01h,Детка Пратт,Игрок
1962,greensh01h,Короткий зелёный,Игрок
1990,barbebi01h,Билл Барбер,Игрок
1986,savarse01h,Серж Савард,Игрок
1961,appssy01h,Syl Apps,Игрок
2007,gregoji01h,Джим Грегори,Строитель
1989,lewishe01h,Херби Льюис,Игрок
1958,keatsdu01h,Дюк Китс,Игрок
1947,caldefr01h,Фрэнк Кальдер,Строитель
2002,langwro01h,Род Лэнгвей,Игрок
