name,id,award,year,lgid,note
Al Arbour,arboual01,Patrick,1991,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Gary Bettman,,Patrick,2000,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Stan Fischler,,Patrick,2006,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
John Halligan,,Patrick,2006,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Dave Andrews,,Patrick,2009,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
John MacInnes,,Patrick,1985,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
John Mayasich,,Patrick,1997,NHL,
Bob Fleming,,Patrick,1994,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Cammi Granato,,Patrick,2006,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Frank Mathers,mathefr01,Patrick,1986,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Jim Devellano,,Patrick,2008,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Phil Housley,houslph01,Patrick,2007,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Fred Cusick,,Patrick,1987,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Peter Karmanos,,Patrick,1997,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Robert Ridder,,Patrick,1993,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
George Gund,,Patrick,1995,NHL,
Brian Burke,,Patrick,2007,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Jack Parker,,Patrick,2009,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Bruce McNall,,Patrick,1992,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Mike Emrick,,Patrick,2003,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Art Berglund,,Patrick,1991,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Ray Miron,,Patrick,2003,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Gil Stein,,Patrick,1992,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
Bob Naegele,,Patrick,2007,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
