year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1935,QF,C,NYA,NHL,CHI,NHL,1,1,0,7,5,TG
1966,SF,A,TOR,NHL,CHI,NHL,4,2,0,18,14,
1992,DSF,H,LAK,NHL,CAL,NHL,4,2,0,33,28,
1975,QF,E,MTL,NHL,CHI,NHL,4,0,0,13,3,
1977,QF,H,PHI,NHL,BUF,NHL,4,1,0,16,11,
1995,CQF,C,NYR,NHL,MTL,NHL,4,2,0,19,17,
1928,SF,D,NYR,NHL,TOR,NHL,2,0,0,3,1,
1996,CQF,F,EDM,NHL,DAL,NHL,4,3,0,21,18,
1991,CF,N,CHI,NHL,EDM,NHL,4,0,0,21,8,
1980,SF,N,MNS,NHL,CAL,NHL,4,2,0,25,18,
2003,CQF,D,TOR,NHL,OTT,NHL,4,3,0,14,11,
2005,CQF,E,EDM,NHL,DET,NHL,4,2,0,19,17,
1987,DSF,B,BOS,NHL,BUF,NHL,4,2,0,28,22,
2001,SCF,O,DET,NHL,CAR,NHL,4,1,0,14,7,
2007,CQF,F,SJS,NHL,CAL,NHL,4,3,0,19,17,
2001,CQF,A,MTL,NHL,BOS,NHL,4,2,0,20,18,
2008,CF,N,DET,NHL,CHI,NHL,4,1,0,19,10,
1967,SF,E,MTL,NHL,CHI,NHL,4,1,0,22,10,
1995,CQF,F,COL,NHL,VAN,NHL,4,2,0,24,17,
1974,SCF,K,PHI,NHL,BUF,NHL,4,2,0,19,12,
1973,QF,B,NYR,NHL,MTL,NHL,4,2,0,21,17,
1985,DSF,A,HAR,NHL,QUE,NHL,3,0,0,16,7,
1914,F,,OT1,NHA,MOW,NHA,1,1,0,4,1,TG
2009,CQF,G,VAN,NHL,LAK,NHL,4,2,0,25,18,
1928,SCF,E,BOS,NHL,NYR,NHL,2,0,0,4,1,
1972,QF,B,NYR,NHL,BOS,NHL,4,1,0,22,11,
1934,SF,A,TOR,NHL,BOS,NHL,3,1,0,7,2,
1978,Pre,B,NYR,NHL,LAK,NHL,2,0,0,9,2,
2003,CQF,G,CAL,NHL,VAN,NHL,4,3,0,19,16,
1991,DSF,E,DET,NHL,MNS,NHL,4,3,0,23,19,
1994,CSF,K,DET,NHL,SJS,NHL,4,0,0,24,6,
2002,CQF,H,VAN,NHL,STL,NHL,4,3,0,17,21,
1985,CF,M,MTL,NHL,NYR,NHL,4,1,0,15,9,
1994,CQF,B,PHI,NHL,BUF,NHL,4,1,0,18,13,
1975,SF,,HOU,WHA,NEW,WHA,4,3,0,19,21,
1984,DF,I,QUE,NHL,MTL,NHL,4,3,0,24,24,
2005,CQF,C,NJD,NHL,NYR,NHL,4,0,0,17,4,
2000,CQF,D,BUF,NHL,PHI,NHL,4,2,0,21,13,
2005,CQF,H,SJS,NHL,NAS,NHL,4,1,0,17,10,
1982,DF,J,NYI,NHL,NYR,NHL,4,2,0,28,15,
2005,CF,N,EDM,NHL,ANA,NHL,4,1,0,16,13,
1969,QF,B,BOS,NHL,NYR,NHL,4,2,0,25,16,
1989,CF,M,BOS,NHL,WAS,NHL,4,0,0,15,6,
1973,DSF,,CHC,WHA,NEW,WHA,4,3,0,24,23,
1976,SF,J,BOS,NHL,PHI,NHL,4,0,0,14,8,
1948,SF,B,TOR,NHL,BOS,NHL,4,1,0,16,10,
1955,SCF,C,MTL,NHL,DET,NHL,4,1,0,18,9,
1978,Pre,C,TOR,NHL,ATF,NHL,2,0,0,9,5,
2002,CQF,E,DAL,NHL,EDM,NHL,4,2,0,20,11,
2008,CQF,F,DET,NHL,CBS,NHL,4,0,0,18,7,
1974,QF,F,BUF,NHL,CHI,NHL,4,1,0,20,10,
1992,DSF,A,BUF,NHL,BOS,NHL,4,0,0,19,12,
1968,SF,E,MTL,NHL,BOS,NHL,4,2,0,15,16,
1998,CSF,L,COL,NHL,DET,NHL,4,2,0,21,14,
2006,CSF,J,OTT,NHL,NJD,NHL,4,1,0,15,11,
1987,SCF,O,EDM,NHL,BOS,NHL,4,0,1,21,12,
2009,CSF,J,PHI,NHL,BOS,NHL,4,3,0,22,20,
1996,CQF,B,BUF,NHL,OTT,NHL,4,3,0,14,13,
2003,CQF,A,TBL,NHL,NYI,NHL,4,1,0,12,5,
1937,SF,A,TOR,NHL,BOS,NHL,3,0,0,6,3,
1995,CSF,J,PIT,NHL,NYR,NHL,4,1,0,21,15,
