playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
berlilo01,1915,MOC,NHA,L,2,0,0,0,0
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
stackte01,1921,TRS,NHL,D,4,0,0,0,0
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
cookll01,1920,VML,PCHA,D,5,2,0,2,20
harrism01,1920,VML,PCHA,L,5,2,1,3,6
cleghod01,1918,MTL,NHL,C,5,2,0,2,9
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
helmaha01,1922,OTS,NHL,D,2,0,0,0,0
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
gagnear01,1922,EDE,WCHL,R,2,0,0,0,2
skinnal01,1920,VML,PCHA,R,3,4,0,4,14
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
halljo01,1912,QU1,NHA,D,3,0,0,0,7
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
lehmahu01,1920,VML,PCHA,G,5,0,0,0,0
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
foystfr01,1913,TBS,NHA,C,3,2,0,2,3
gerared01,1919,OTS,NHL,D,5,2,1,3,3
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
stewane01,1925,MTM,NHL,C,4,6,1,7,14
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
gerared01,1914,OT1,NHA,L,3,1,2,3,14
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
meekiha01,1917,TOA,NHL,L,5,1,2,3,0
mcdonra01,1917,VML,PCHA,L,3,2,1,3,9
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
tobinch01,1921,VML,PCHA,R,5,0,0,0,0
gerared01,1920,OTS,NHL,D,5,0,0,0,44
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
cookll01,1922,VAM,PCHA,D,4,0,1,1,4
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
rowebo01,1912,VA1,PCHA,D,3,2,0,2,9
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
lalonne01,1916,MOC,NHA,C,4,1,0,1,21
morrijo01,1922,EDE,WCHL,R,2,1,0,1,0
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
smithto01,1916,MOC,NHA,C,4,2,0,2,3
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
camerha01,1917,TOA,NHL,D,5,3,1,4,0
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
cookll01,1914,VML,PCHA,D,3,3,0,3,9
patrile01,1913,VA1,PCHA,D,3,2,0,2,5
noblere01,1917,TOA,NHL,L,5,2,1,3,0
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
frasego01,1924,VIC,WCHL,D,4,2,1,3,6
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
morenho01,1924,MTL,NHL,C,4,4,1,5,4
pitredi01,1915,MOC,NHA,R,5,4,1,5,15
kerral02,1913,VA1,PCHA,R,3,1,0,1,3
marshja02,1913,TBS,NHA,D,3,1,0,1,2
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
foystfr01,1916,SEA,PCHA,L,4,7,2,9,3
stanlba01,1917,VML,PCHA,R,5,2,0,2,6
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
