coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
cassibr01c,2002,WAS,NHL,1,,82,39,35,8,6,2,4,0
juliecl01c,2007,BOS,NHL,1,,82,41,29,12,7,3,4,0
pilouru01c,1957,CHI,NHL,2,,37,14,22,1,,,,
guidobe01c,1975,KCS,NHL,1,,45,11,30,4,,,,
irvindi01c,1951,MTL,NHL,1,,70,34,26,10,11,4,7,0
abelsi01c,1964,DET,NHL,1,,70,40,23,7,7,3,4,0
berrybo01c,1978,LAK,NHL,1,,80,34,34,12,2,0,2,0
arboual01c,1983,NYI,NHL,1,,80,50,26,4,21,12,9,0
crispte01c,1989,CAL,NHL,1,,80,42,23,15,6,2,4,0
quinnpa01c,2000,TOR,NHL,1,,82,37,34,11,11,7,4,0
schoeji01c,1987,NJD,NHL,2,,30,17,12,1,20,11,9,0
perrydo01c,1981,LAK,NHL,2,,38,11,17,10,10,4,6,0
arboual01c,1988,NYI,NHL,2,,53,21,29,3,,,,
mclelto01c,2008,SJS,NHL,1,,82,53,18,11,6,2,4,0
demerja01c,1978,QUN,WHA,1,,80,41,34,5,4,0,4,0
evansja01c,1975,CLF,NHL,1,,80,27,42,11,,,,
lowro01c,2001,NYR,NHL,1,,82,36,42,4,,,,
reaybi01c,1974,CHI,NHL,1,,80,37,35,8,8,3,5,0
vigneal01c,2007,VAN,NHL,1,,82,39,33,10,,,,
trotzba01c,2010,NAS,NHL,1,,82,44,27,11,12,6,6,0
schmimi01c,1962,BOS,NHL,2,,56,13,31,12,,,,
crispte01c,1988,CAL,NHL,1,,80,54,17,9,22,16,6,0
blaketo01c,1963,MTL,NHL,1,,70,36,21,13,7,3,4,0
patrifr01c,1924,VMR,WCHL,1,,28,12,16,0,,,,
mauripa01c,2000,CAR,NHL,1,,82,38,35,9,6,2,4,0
perroje01c,1985,MTL,NHL,1,,80,40,33,7,20,15,5,0
youngwe02c,1909,HAI,NHA,1,,12,4,8,0,,,,
kingda01c,1992,CAL,NHL,1,,84,43,30,11,6,2,4,0
gilbegr01c,2001,CAL,NHL,1,,82,32,38,12,,,,
muckljo01c,1968,MNS,NHL,2,,35,6,23,6,,,,
kellyre01c,1967,LAK,NHL,1,,74,31,33,10,7,3,4,0
johnsbo02c,1990,PIT,NHL,1,,80,41,33,6,24,16,8,0
rossar01c,1942,BOS,NHL,1,,50,24,17,9,9,4,5,0
muckljo01c,1998,NYR,NHL,1,,82,33,38,11,,,,
clousco01c,2008,OTT,NHL,2,,34,19,11,4,,,,
holmgpa01c,1990,PHI,NHL,1,,80,33,37,10,,,,
hartce01c,1936,MTL,NHL,1,,48,24,18,6,5,2,3,0
mcvieto01c,1976,WAS,NHL,1,,80,24,42,14,,,,
holmgpa01c,1989,PHI,NHL,1,,80,30,39,11,,,,
hitchke01c,2011,STL,NHL,2,,69,43,15,11,9,4,5,0
garvite01c,1973,DET,NHL,1,,11,2,8,1,,,,
rossar01c,1933,BOS,NHL,1,,48,18,25,5,,,,
martija02c,2006,FLO,NHL,1,,82,35,31,16,,,,
therrmi01c,2005,PIT,NHL,2,,51,14,29,8,,,,
duttore01c,1938,NYA,NHL,1,,48,17,21,10,2,0,2,0
sonmogl01c,1977,BIR,WHA,1,,77,36,38,3,5,1,4,0
rossar01c,1913,MOW,NHA,2,,5,3,2,0,,,,
vigneal01c,1999,MTL,NHL,1,,82,35,38,9,,,,
quinnmi01c,1914,QU1,NHA,1,,20,11,9,0,,,,
smythco01c,1928,TOR,NHL,1,,44,21,18,5,4,2,2,0
nevesst01c,1977,CZE,WHA,1,,8,1,6,1,,,,
bowmasc01c,1994,DET,NHL,1,,48,33,11,4,18,12,6,0
crozijo01c,1972,BUF,NHL,1,,78,37,27,14,6,2,4,0
bowmasc01c,1970,STL,NHL,2,,28,13,10,5,6,2,4,0
mckenke01c,1924,EDE,WCHL,1,,28,14,13,1,,,,
rossar01c,1938,BOS,NHL,1,,48,36,10,2,12,8,4,0
frasecu01c,1999,ATL,NHL,1,,82,14,61,7,,,,
holmgpa01c,1991,PHI,NHL,1,,24,8,14,2,,,,
francem01c,1966,NYR,NHL,1,,70,30,28,12,4,0,4,0
mauripa01c,1997,CAR,NHL,1,,82,33,41,8,,,,
irvindi01c,1943,MTL,NHL,1,,50,38,5,7,9,8,1,0
greente01c,1991,EDM,NHL,1,,80,36,34,10,16,8,8,0
viviaja01c,1974,CLC,WHA,2,,45,21,22,2,5,1,4,0
rossar01c,1944,BOS,NHL,1,,50,16,30,4,7,3,4,0
keenami01c,1987,PHI,NHL,1,,80,38,33,9,7,3,4,0
dineebi01c,1991,PHI,NHL,2,,56,24,23,9,,,,
lewisda01c,2006,BOS,NHL,1,,82,35,41,6,,,,
johnsbo02c,1986,CAL,NHL,1,,80,46,31,3,6,2,4,0
patrile01c,1921,VA2,PCHA,1,,24,11,12,1,,,,
shawbr02c,1974,EDO,WHA,1,,59,30,26,3,,,,
bowmasc01c,1972,MTL,NHL,1,,78,52,10,16,17,12,5,0
nealeha01c,1985,DET,NHL,1,,35,8,23,4,,,,
hareto01c,1909,COB,NHA,1,,12,4,8,0,,,,
hillmla01c,1977,WIJ,WHA,1,,80,50,28,2,9,8,1,0
quinnmi01c,1912,QU1,NHA,1,,20,16,4,0,,,,
sutteda01c,1998,SJS,NHL,1,,82,31,33,18,6,2,4,0
hartscr01c,1998,ANA,NHL,1,,82,35,34,13,4,0,4,0
wattto01c,1981,WIN,NHL,1,,80,33,33,14,4,1,3,0
dineebi01c,1975,HOU,WHA,1,,80,53,27,0,17,8,9,0
conacli01c,1929,NYA,NHL,1,,44,14,25,5,,,,
stasivi01c,1971,CLF,NHL,2,,75,21,38,16,,,,
murrabr01c,2005,OTT,NHL,1,,82,52,21,9,10,5,5,0
suttebr01c,2003,CHI,NHL,1,,82,20,51,11,,,,
tippeda01c,2010,PHO,NHL,1,,82,43,26,13,4,0,4,0
murrate01c,2008,LAK,NHL,1,,82,34,37,11,,,,
tessior01c,1983,CHI,NHL,1,,80,30,42,8,5,2,3,0
keenami01c,1989,CHI,NHL,1,,80,41,33,6,20,10,10,0
quennjo01c,2009,CHI,NHL,1,,82,52,22,8,22,16,6,0
ramsacr01c,2000,PHI,NHL,1,,28,12,12,4,,,,
legergi01c,1975,TOT,WHA,2,,26,9,17,0,,,,
stevejo01c,2006,PHI,NHL,2,,74,21,42,11,,,,
