playerid,year,ppa,sha
joycebo01,1989,3,
hardyma01,1988,5,
thibagi01,1989,2,
iafraal01,1990,11,1
gartnmi01,1989,14,1
zezelpe01,1990,5,1
foligmi01,1990,1,
hrdinji01,1990,4,
creigad01,1988,7,
ledyagr01,1988,6,
stastpe01,1989,23,
carpebo01,1988,4,
mcdonhu01,1989,1,
cyrpa01,1987,1,
laughcr01,1987,3,
larsore01,1988,14,
halwado01,1988,1,
ciccadi01,1988,10,1
simpscr01,1987,10,1
huntema01,1990,4,
lawlepa01,1987,3,
bodgedo01,1988,25,1
paslagr01,1990,3,1
bullami01,1988,13,
robergo01,1987,3,
picarro02,1989,1,1
murphla01,1990,19,
huberwi01,1987,14,
sanipev01,1989,2,
deblolu01,1990,,1
donnemi01,1987,2,
pederma01,1990,7,
allismi01,1987,5,
bradlbr01,1990,10,
libaig01,1988,6,
franclo01,1990,1,1
broteaa01,1990,1,
nylunga01,1988,1,
frasecu01,1987,2,
grahadi01,1987,7,1
manthmo01,1987,15,1
ferrara01,1990,5,
crossdo01,1990,21,
gingrga01,1987,9,
vaiveri01,1988,15,
petitmi01,1987,9,1
actonke01,1988,,1
coxecr01,1987,1,
tantito01,1989,9,
adamsgr01,1988,1,
mckegto01,1990,7,
smaildo01,1990,1,1
cullejo01,1990,29,
archida01,1989,4,
sheehne01,1987,1,
wellsja01,1989,3,2
ramagro01,1987,19,2
klimape01,1989,11,
tantito01,1990,5,
tuckejo01,1990,1,
maroima01,1988,3,
wilsoca01,1990,4,
norwole01,1990,3,
brownro01,1990,10,
ruotsre01,1989,9,
playfla01,1988,,1
wilsoca01,1988,19,
lawtobr01,1988,4,
dineego01,1987,2,
samueul01,1990,,2
goulemi01,1989,15,1
murphla01,1988,22,
mcbeawa01,1988,1,
ledyagr01,1987,5,
fentopa01,1990,2,
butchga01,1990,3,2
dineego01,1988,2,
quinnda01,1989,15,1
maclebr01,1988,8,
hunteda01,1988,,1
skrikpe01,1990,5,
frycemi01,1988,3,
broteaa01,1989,3,
loisecl01,1990,1,1
quinnda01,1990,18,
poulida02,1989,1,1
jonssto01,1988,24,
nichobe01,1989,37,1
macivno01,1988,19,
courtge01,1987,7,
adamsgr01,1989,1,
kontoch01,1987,6,
mckegto01,1989,3,
brownje02,1989,24,
proppbr01,1989,9,
hardyma01,1987,10,1
zezelpe01,1988,17,
linseke01,1989,8,
rousebo01,1988,,1
makelmi01,1989,1,
momesse01,1990,1,
duguaro01,1987,2,
erickbr01,1987,6,
kennede01,1988,,2
johanca01,1988,7,
kaspest01,1988,6,2
