playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
bironma01,2006,1,BUF,NHL,19,1066,12,4,1,2,0,54,533,,,,,,,,,
schwaco01,1997,1,TBL,NHL,16,821,2,9,1,2,1,40,370,,,,,,,,,
hanlogl01,1982,1,STL,NHL,14,671,3,8,1,2,0,50,414,,,,,,,,,
edwarga01,1977,1,CLE,NHL,30,1700,6,18,5,2,0,128,,,,,,,,,,
hasekdo01,2007,1,DET,NHL,41,2350,27,10,3,3,5,84,855,4,206,2,2,,1,0,10,89
gamblbr01,1971,1,PHI,NHL,24,1186,7,8,2,2,2,58,,,,,,,,,,
terrech01,2000,2,NYI,NHL,8,443,2,4,1,2,0,18,205,,,,,,,,,
wakalda01,1996,1,PHO,NHL,16,782,8,3,1,0,1,39,386,,,,,,,,,
tumilgo01,1972,1,WIJ,WHA,3,138,0,2,0,0,0,10,65,,,,,,,,,
askeyto01,1997,1,ANA,NHL,7,273,0,1,2,2,0,12,113,,,,,,,,,
racican01,1989,1,MTL,NHL,1,13,0,0,0,0,0,3,6,,,,,,,,,
gardibe01,1938,1,NYR,NHL,,,,,,,,,,6,434,3,3,,,0,12,
hoganpa01,1976,1,CIN,WHA,17,823,5,6,1,0,1,64,401,,,,,,,,,
legacma01,1999,1,DET,NHL,4,240,4,0,0,0,0,11,117,,,,,,,,,
jablopa01,1992,1,TBL,NHL,43,2268,8,24,4,2,1,150,1194,,,,,,,,,
hodgech01,1964,1,MTL,NHL,53,3120,26,16,10,0,3,135,,5,300,3,2,,0,1,10,
cheevge01,1975,2,BOS,NHL,15,900,8,2,5,1,1,41,,6,393,2,4,,0,1,14,
melanro01,1985,2,LAK,NHL,22,1246,4,16,1,8,0,87,654,,,,,,,,,
hirscco01,2000,1,WAS,NHL,1,20,1,0,0,0,0,0,8,,,,,,,,,
sandsmi01,1984,1,MNS,NHL,3,139,0,3,0,0,0,14,88,,,,,,,,,
fowlehe01,1922,1,VC1,PCHA,30,1844,16,14,0,,4,85,,2,120,1,1,0,,0,5,
healygl01,1994,1,NYR,NHL,17,888,8,6,1,0,1,35,377,5,230,2,1,,0,0,13,93
thompti01,1934,1,BOS,NHL,48,2970,26,16,6,,8,112,,4,275,1,3,0,,1,7,
mcleaki01,1998,1,FLO,NHL,30,1597,9,10,4,1,2,73,727,,,,,,,,,
moogan01,1992,1,BOS,NHL,55,3194,37,14,3,1,3,168,1357,3,161,0,3,,0,0,14,67
hodsoke01,1997,1,DET,NHL,21,988,9,3,3,1,2,44,444,1,0,0,0,,0,0,0,0
ranfobi01,1986,1,BOS,NHL,41,2234,16,20,2,1,3,124,1137,2,123,0,2,,0,0,8,55
larocmi01,1983,1,STL,NHL,5,300,0,5,0,1,0,31,164,,,,,,,,,
sauvebo01,1987,1,NJD,NHL,34,1803,10,16,3,2,0,107,823,5,238,2,1,,0,0,13,118
lorenda01,1991,1,NYI,NHL,2,120,0,2,0,1,0,10,60,,,,,,,,,
terrech01,1998,1,NJD,NHL,12,726,8,3,1,0,1,30,294,,,,,,,,,
rollial01,1951,1,TOR,NHL,70,4170,29,24,16,,5,154,,2,120,0,2,,,0,6,
smithga01,1970,1,CLF,NHL,71,3975,19,48,4,3,2,256,,,,,,,,,,
durnabi01,1943,1,MTL,NHL,50,3000,38,5,7,,2,109,,9,549,8,1,,,1,14,
