year,hofid,name,category
1992,mcdonla01h,Lanny McDonald,Player
1971,robergo02h,Gord Roberts,Player
1947,roberjo02h,John Robertson,Builder
1971,sawchte01h,Terry Sawchuk,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1945,vezinge01h,Georges Vezina,Player
2001,kurrija01h,Jari Kurri,Player
1962,humefr01h,Fred Hume,Builder
1972,belivje01h,Jean Beliveau,Player
1962,ahearfr01h,Frank Ahearn,Builder
1996,arboual01h,Al Arbour,Builder
1962,gilmobi01h,Billy Gilmour,Player
2006,duffdi01h,Dick Duff,Player
1958,foystfr01h,Frank Foyston,Player
1984,esposph01h,Phil Esposito,Player
1983,drydeke01h,Ken Dryden,Player
1949,bainda01h,Dan Bain,Player
1993,lapoigu01h,Guy Lapointe,Player
2001,patricr01h,Craig Patrick,Builder
1993,shuttst01h,Steve Shutt,Player
1965,farrear01h,Art Farrell,Player
2006,hotchha01h,Harley Hotchkiss,Builder
1995,sabetgu01h,Gunther Sabetzki,Builder
1978,bathgan01h,Andy Bathgate,Player
1975,hallgl01h,Glenn Hall,Player
1950,richage01h,George Richardson,Player
1994,oneilbr01h,Brian O'Neill,Builder
1972,holmeha01h,Hap Holmes,Player
1962,roddemi01h,Mike Rodden,Referee/Linesman
1985,olmstbe01h,Bert Olmstead,Player
1989,sittlda01h,Darryl Sittler,Player
1965,benedcl01h,Clint Benedict,Player
1962,norrija03h,James Norris,Builder
1991,armstne01h,Neil Armstrong,Referee/Linesman
1947,shoreed01h,Eddie Shore,Player
1987,laperja01h,Jacques Laperriere,Player
1962,obrieja01h,Ambrose O'Brien,Builder
1964,durnabi01h,Bill Durnan,Player
1967,oliveha01h,Harry Oliver,Player
1989,lewishe01h,Herbie Lewis,Player
1947,caldefr01h,Frank Calder,Builder
1952,stewane01h,Nels Stewart,Player
1959,thompti01h,Tiny Thompson,Player
2005,kharlva01h,Valeri Kharlamov,Player
1977,ahearbu01h,Bunny Ahearne,Builder
1947,clappdi01h,Dit Clapper,Player
2008,andergl01h,Glenn Anderson,Player
1966,brimsfr01h,Frank Brimsek,Player
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
1974,dundeto01h,Tommy Dunderdale,Player
1999,morriia01h,Scotty Morrison,Builder
1979,orrbo01h,Bobby Orr,Player
1950,triheha01h,Harry Trihey,Player
2008,chynoed01h,Ed Chynoweth,Builder
1958,cleghsp01h,Sprague Cleghorn,Player
1945,bakerho01h,Hobey Baker,Player
1985,cheevge01h,Gerry Cheevers,Player
1965,hornere01h,Red Horner,Player
1965,mosiebi01h,Bill Mosienko,Player
1962,mcgimbi01h,Billy McGimsie,Player
1950,grantmi01h,Mike Grant,Player
1950,patrifr01h,Frank Patrick,Builder
1967,storere01h,Red Storey,Referee/Linesman
2000,bushwa01h,Walter Bush,Builder
2011,gilmodo01h,Doug Gilmour,Player
1967,brodatu01h,Turk Broda,Player
1974,burchbi01h,Billy Burch,Player
1973,udvarfr01h,Frank Udvari,Referee/Linesman
2003,lafonpa01h,Pat LaFontaine,Player
1969,norribr01h,Bruce Norris,Builder
1960,kilpajo01h,John Kilpatrick,Builder
1971,jacksbu01h,Busher Jackson,Player
1972,adamswe01h,Weston Adams,Builder
1966,bouchbu01h,Butch Bouchard,Player
1963,primejo01h,Joe Primeau,Player
1971,weilaco01h,Cooney Weiland,Player
2007,macinal01h,Al MacInnis,Player
1994,watsoha02h,Harry Watson,Player
2003,fuhrgr01h,Grant Fuhr,Player
1982,ullmano01h,Norm Ullman,Player
1952,mackami01h,Mickey MacKay,Player
1960,bouchge01h,Georges Boucher,Player
1993,grifffr01h,Frank Griffiths,Builder
2005,neelyca01h,Cam Neely,Player
1995,torrebi01h,Bill Torrey,Builder
1998,conacro01h,Roy Conacher,Player
1975,armstge01h,George Armstrong,Player
1958,dudlege01h,George Dudley,Builder
1988,esposto01h,Tony Esposito,Player
1984,lemaija01h,Jacques Lemaire,Player
2010,ciccadi01h,Dino Ciccarelli,Player
2007,francro01h,Ron Francis,Player
1995,robinla01h,Larry Robinson,Player
1978,bickejo01h,John Bickell,Builder
2010,jamesan01h,Angela James,Player
1976,bowerjo01h,Johnny Bower,Player
1986,savarse01h,Serge Savard,Player
1997,sathegl01h,Glen Sather,Builder
1980,lumleha01h,Harry Lumley,Player
1962,walshma01h,Marty Walsh,Player
1982,francem01h,Emile Francis,Builder
1961,brownge03h,George Brown,Builder
1961,appssy01h,Syl Apps,Player
1973,raynech01h,Chuck Rayner,Player
2004,murphla01h,Larry Murphy,Player
