year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2005,NHL,LAK,26,14,,1,16,21,,4,,,,,8,4,,0,8,5,,1,9,5,,1,5,7,,2,2,2,,1,6,8,,0,4,4,,0
1914,PCHA,PO1,6,3,0.0,,3,6,0.0,,,,,,,,,,,,,,2,2,0,,3,2,0.0,,2,5,0.0,,2,0,0,,,,,
2005,NHL,CBS,23,18,,0,12,25,,4,,,,,4,8,,0,3,10,,0,5,8,,1,8,4,,1,3,3,,0,7,7,,1,5,3,,1
2006,NHL,EDM,19,19,,3,13,24,,4,,,,,7,4,,0,6,5,,2,5,9,,0,7,4,,2,5,6,,2,1,12,,1,1,3,,0
2009,NHL,OTT,26,11,,4,18,21,,2,,,,,6,4,,2,7,3,,2,8,9,,0,10,5,,0,5,2,,0,6,7,,1,2,2,,1
1933,NHL,DET,15,5,4.0,,9,9,6.0,,,,,,,,,,6,3,0,,3,5,2,,5,2,5.0,,7,1,3.0,,3,3,0,,,,,
2000,NHL,MIN,14,13,10.0,4,11,26,3.0,1,,,,,2,7,3,0,5,7,1,1,5,3,3,1,6,5,1.0,1,4,7,0.0,0,2,8,4,2,1,2,1,0
1982,NHL,NYR,24,13,3.0,,11,22,7.0,,,,,,6,7,0,,6,4,1,,6,5,2,,5,7,3.0,,5,4,2.0,,7,7,1,,0,1,1,
1977,NHL,WAS,10,23,7.0,,7,26,7.0,,,,,,2,5,0,,0,10,5,,4,6,3,,3,9,3.0,,3,10,0.0,,2,8,2,,3,1,1,
1932,NHL,CHI,12,7,5.0,,4,13,7.0,,,,,,,,,,2,4,2,,4,3,3,,6,5,1.0,,2,4,4.0,,2,4,2,,,,,
1966,NHL,MTL,19,9,7.0,,13,16,6.0,,,,,,3,1,0,,4,7,1,,7,4,2,,5,6,2.0,,3,6,4.0,,8,1,4,,2,0,0,
1930,NHL,MTL,15,3,4.0,,11,7,4.0,,,,,,,,,,3,3,0,,6,1,3,,8,3,0.0,,6,1,3.0,,3,2,2,,,,,
1997,NHL,LAK,22,16,3.0,,16,17,8.0,,,,,,5,5,4,,7,4,1,,4,7,2,,7,3,2.0,,4,2,1.0,,7,6,1,,4,6,0,
1971,NHL,PHI,19,13,7.0,,7,25,7.0,,,,,,5,4,1,,2,7,3,,4,7,1,,3,8,3.0,,5,6,3.0,,7,5,2,,0,1,1,
1958,NHL,TOR,17,13,5.0,,10,19,6.0,,,,,,2,6,0,,4,7,3,,4,4,5,,6,6,1.0,,4,6,1.0,,7,3,1,,,,,
1986,NHL,QUE,20,13,7.0,,11,26,3.0,,,,,,6,3,2,,6,6,2,,4,8,2,,3,9,1.0,,5,6,1.0,,4,7,2,,3,0,0,
1999,NHL,NAS,15,21,3.0,2,13,19,4.0,5,,,,,4,6,1,0,3,7,0,2,6,5,4,0,6,5,1.0,2,3,7,0.0,1,6,7,1,2,0,3,0,0
1972,NHL,NYI,10,25,4.0,,2,35,2.0,,,,,,1,6,1,,2,10,1,,1,12,2,,2,13,0.0,,2,11,1.0,,4,8,0,,0,0,1,
2007,NHL,MTL,22,13,,6,25,12,,4,,,,,6,2,,3,7,7,,0,6,4,,4,8,2,,2,8,6,,0,9,4,,1,3,0,,0
1997,NHL,NYR,14,18,9.0,,11,21,9.0,,,,,,3,6,5,,5,5,4,,4,7,3,,4,4,3.0,,2,3,1.0,,4,9,2,,3,5,0,
1973,NHL,CLF,11,18,10.0,,2,37,0.0,,,,,,3,6,0,,3,8,1,,1,10,4,,2,11,2.0,,2,7,1.0,,2,10,2,,0,3,0,
1975,WHA,EDO,20,17,3.0,,7,32,2.0,,,,,,4,6,2,,6,8,0,,5,9,0,,3,8,1.0,,4,8,2.0,,4,9,0,,1,1,0,
2001,NHL,STL,27,12,1.0,1,16,15,7.0,3,,,,,5,3,3,0,7,5,0,1,6,3,3,2,11,4,0.0,0,2,4,1.0,0,6,6,1,1,6,2,0,0
1969,NHL,NYR,22,8,8.0,,16,14,8.0,,,,,,4,3,2,,10,1,3,,6,3,3,,7,3,2.0,,7,3,3.0,,2,8,3,,2,1,0,
1999,NHL,TOR,24,12,5.0,0,21,15,2.0,3,,,,,9,3,1,0,5,4,2,2,9,2,1,0,6,5,2.0,1,5,5,1.0,0,8,6,0,0,3,2,0,0
2002,NHL,NAS,18,17,5.0,1,9,18,8.0,6,,,,,1,5,1,2,3,6,3,2,6,6,2,0,7,6,2.0,0,8,2,1.0,0,2,8,4,2,0,2,0,1
1976,NHL,COR,12,20,8.0,,8,26,6.0,,,,,,3,8,1,,3,7,2,,3,7,3,,5,6,3.0,,5,6,1.0,,0,11,4,,1,1,0,
1909,NHA,COB,2,4,0.0,,2,4,0.0,,,,,,,,,,,,,,,,,,1,1,0.0,,2,3,0.0,,1,4,0,,,,,
1974,WHA,VAB,25,12,2.0,,12,27,0.0,,,,,,3,3,0,,4,7,1,,8,4,1,,6,9,0.0,,7,5,0.0,,6,9,0,,3,2,0,
1983,NHL,MNS,22,14,4.0,,17,17,6.0,,,,,,3,7,1,,9,2,2,,6,6,1,,9,5,0.0,,4,9,2.0,,8,2,4,,,,,
1996,NHL,DET,20,12,9.0,,18,14,9.0,,,,,,7,4,1,,7,4,2,,6,4,3,,2,5,3.0,,8,2,3.0,,6,5,3,,2,2,3,
2006,NHL,PIT,26,10,,5,21,14,,6,,,,,6,3,,0,5,5,,4,5,7,,2,8,2,,2,9,3,,1,12,3,,2,2,1,,0
1982,NHL,EDM,25,9,6.0,,22,12,6.0,,,,,,4,6,3,,7,3,3,,8,3,2,,10,3,2.0,,6,4,1.0,,11,2,0,,1,0,1,
1935,NHL,NYA,10,11,3.0,,6,14,4.0,,,,,,,,,,2,5,1,,5,4,1,,3,6,1.0,,2,5,4.0,,4,5,0,,,,,
1960,NHL,DET,15,13,7.0,,10,16,9.0,,,,,,4,4,3,,8,3,2,,3,6,3,,3,5,5.0,,4,6,2.0,,3,5,1,,,,,
1978,NHL,TOR,20,12,8.0,,14,21,5.0,,,,,,4,5,1,,8,3,3,,5,8,2,,4,4,4.0,,3,6,1.0,,8,6,1,,2,1,1,
1973,NHL,NYI,13,17,9.0,,6,24,9.0,,,,,,1,4,4,,3,5,3,,3,8,4,,6,5,1.0,,2,7,3.0,,2,11,3,,2,1,0,
2011,NHL,FLO,21,9,,11,17,17,,7,,,,,6,4,,1,7,3,,3,7,5,,3,2,3,,4,8,5,,1,7,5,,4,1,1,,2
1978,NHL,BOS,25,10,5.0,,18,13,9.0,,,,,,6,1,2,,7,3,3,,11,2,2,,6,7,1.0,,4,4,2.0,,8,5,2,,1,1,2,
2006,NHL,MTL,26,12,,3,16,22,,3,,,,,6,2,,3,8,5,,0,8,4,,2,6,7,,0,5,9,,1,8,5,,0,1,2,,0
2006,NHL,DET,29,4,,8,21,15,,5,,,,,6,4,,1,7,2,,3,11,3,,1,8,5,,1,8,2,,2,7,3,,4,3,0,,1
1960,NHL,BOS,13,17,5.0,,2,25,8.0,,,,,,2,4,5,,2,9,2,,3,7,2,,4,8,1.0,,1,7,3.0,,3,7,0,,,,,
2007,NHL,CHI,23,16,,2,17,18,,6,,,,,6,6,,0,8,3,,2,5,6,,1,4,9,,1,7,4,,2,8,5,,2,2,1,,0
1996,NHL,HAR,23,15,3.0,,9,24,8.0,,,,,,5,2,2,,6,5,3,,6,6,1,,3,10,1.0,,4,6,2.0,,5,7,1,,3,3,1,
1936,NHL,DET,14,5,5.0,,11,9,4.0,,,,,,,,,,3,3,2,,6,2,2,,9,2,1.0,,3,3,4.0,,4,4,0,,,,,
1935,NHL,MTL,5,11,8.0,,6,15,3.0,,,,,,,,,,3,3,1,,0,7,3,,6,4,3.0,,1,5,3.0,,1,7,1,,,,,
1996,NHL,VAN,20,17,4.0,,15,23,3.0,,,,,,5,5,0,,8,5,0,,3,9,1,,8,4,1.0,,4,9,0.0,,4,8,3,,3,0,2,
1930,NHL,DTF,10,7,5.0,,6,14,2.0,,,,,,,,,,3,2,2,,4,5,1,,5,4,1.0,,3,4,3.0,,1,6,0,,,,,
1992,NHL,PIT,32,6,4.0,,24,15,3.0,,,,,,8,1,2,,9,5,1,,9,3,1,,8,5,1.0,,5,5,1.0,,11,2,0,,6,0,1,
2002,NHL,CAR,12,17,9.0,3,10,26,2.0,3,,,,,5,4,1,1,6,3,3,2,4,8,1,0,2,10,1.0,2,1,6,3.0,1,4,9,2,0,0,3,0,0
1996,NHL,OTT,16,17,8.0,,15,19,7.0,,,,,,3,3,4,,4,7,2,,4,7,1,,4,6,3.0,,6,5,3.0,,5,6,2,,5,2,0,
2007,NHL,TOR,18,17,,6,18,18,,5,,,,,5,5,,3,4,6,,3,6,5,,2,5,8,,1,8,4,,1,8,5,,0,0,2,,1
1981,NHL,MTL,25,6,9.0,,21,11,8.0,,,,,,6,1,4,,6,4,2,,8,3,3,,7,3,3.0,,9,1,4.0,,10,3,1,,0,2,0,
2010,NHL,PHI,22,12,,7,25,11,,5,,,,,6,4,,1,9,2,,3,8,4,,1,10,2,,0,7,4,,1,6,5,,4,1,2,,2
1921,WCHL,REG,8,4,0.0,,6,6,1.0,,,,,,,,,,,,,,1,3,1,,8,2,0.0,,5,4,0.0,,0,1,0,,,,,
2009,NHL,PHI,24,14,,3,17,21,,3,,,,,6,4,,1,7,6,,0,6,8,,1,8,5,,1,5,2,,0,6,7,,3,3,3,,0
2002,NHL,OTT,28,9,3.0,1,24,12,5.0,0,,,,,3,4,1,0,10,2,2,0,10,3,2,0,9,5,1.0,1,8,3,1.0,0,9,4,1,0,3,0,0,0
2011,NHL,STL,30,6,,5,19,16,,6,,,,,5,6,,0,9,2,,2,7,4,,3,8,1,,2,11,4,,0,8,4,,3,1,1,,1
1996,NHL,PHO,15,19,7.0,,23,18,0.0,,,,,,4,6,1,,4,6,3,,9,5,0,,5,7,0.0,,6,7,0.0,,7,4,2,,3,2,1,
1932,NHL,BOS,20,2,3.0,,5,13,5.0,,,,,,,,,,4,2,1,,6,3,1,,5,6,2.0,,4,4,2.0,,6,0,2,,,,,
1934,NHL,BOS,17,7,0.0,,9,9,6.0,,,,,,,,,,4,3,0,,5,5,1,,7,3,2.0,,5,3,2.0,,5,2,1,,,,,
