playerid,award,year,lgid,note,pos
henryji01,Second Team All-Star,1951,NHL,,G
ftorero01,Second Team All-Star,1975,WHA,,C
pilotpi01,Norris,1962,NHL,,
ovechal01,First Team All-Star,2009,NHL,,LW
orrbo01,Norris,1970,NHL,,
bossymi01,Calder,1977,NHL,,
cowlebi01,First Team All-Star,1943,NHL,,C
auriela01,First Team All-Star,1936,NHL,,RW
kovalal01,Second Team All-Star,2007,NHL,,RW
leetcbr01,Second Team All-Star,1995,NHL,,D
caffete01,Kaplan,1972,WHA,Rookie,
roypa01,First Team All-Star,1989,NHL,,G
laflegu01,First Team All-Star,1979,NHL,,RW
therich01,All-Rookie,1994,NHL,,D
gainebo01,Selke,1980,NHL,,
belivje01,First Team All-Star,1958,NHL,,C
blakero01,All-Rookie,1990,NHL,,D
eganpa01,Second Team All-Star,1941,NHL,,D
lemiema01,First Team All-Star,1988,NHL,,C
crosbsi01,Art Ross,2006,NHL,,
brimsfr01,Second Team All-Star,1940,NHL,,G
jarvido01,Masterton,1986,NHL,,
bauerbo01,Lady Byng,1946,NHL,,
howego01,First Team All-Star,1962,NHL,,RW
esposph01,Hart,1968,NHL,,
baileac01,Art Ross,1928,NHL,,
thomati01,Crozier,2010,NHL,,
vachoro01,Second Team All-Star,1974,NHL,,G
gretzwa01,Second Team All-Star,1996,NHL,,C
esposph01,First Team All-Star,1969,NHL,,C
harvedo01,First Team All-Star,1952,NHL,,D
parkbr01,First Team All-Star,1971,NHL,,D
stevesc01,Second Team All-Star,2000,NHL,,D
hullbo01,Art Ross,1961,NHL,,
reschgl01,Second Team All-Star,1975,NHL,,G
barryma01,Lady Byng,1936,NHL,,
koivusa01,King Clancy,2006,NHL,,
gravead01,King Clancy,1993,NHL,,
belfoed01,Jennings,1990,NHL,,
tkachke01,Second Team All-Star,1997,NHL,,LW
gretzwa01,Conn Smythe,1984,NHL,,
nilssul01,First Team All-Star,1977,WHA,,C
bauerbo01,Second Team All-Star,1946,NHL,,RW
lachel01,Second Team All-Star,1945,NHL,,C
lindrer01,Hart,1994,NHL,,
eriksth01,All-Rookie,1983,NHL,,D
cournyv01,Conn Smythe,1972,NHL,,
pilotpi01,First Team All-Star,1964,NHL,,D
esposph01,Second Team All-Star,1967,NHL,,C
nabokev01,First Team All-Star,2007,NHL,,G
harvedo01,Norris,1959,NHL,,
froesbo01,Jennings,1985,NHL,shared,
lachel01,Art Ross,1944,NHL,,
drydeke01,Conn Smythe,1970,NHL,,
colvine01,Second Team All-Star,1938,NHL,,C
backsni02,All-Rookie,2007,NHL,,F
konstvl01,Second Team All-Star,1995,NHL,,D
stevesc01,First Team All-Star,1987,NHL,,D
prongch01,Plus-Minus,1997,NHL,,
bathgan01,Second Team All-Star,1957,NHL,,RW
faulkju01,All-Rookie,2011,NHL,,D
esposto01,Vezina,1973,NHL,tie,
lecavvi01,Second Team All-Star,2006,NHL,,C
lidstni01,First Team All-Star,2007,NHL,,D
ovechal01,Hart,2007,NHL,,
mikitst01,Art Ross,1963,NHL,,
hortoti01,First Team All-Star,1963,NHL,,D
lemiema01,Art Ross,1987,NHL,,
fuhrgr01,Vezina,1987,NHL,,
cookbi01,Art Ross,1926,NHL,,
charazd01,Norris,2008,NHL,,
laperia01,Masterton,2010,NHL,,
datsypa01,Selke,2008,NHL,,
leclajo01,Second Team All-Star,1996,NHL,,LW
sakicjo01,Plus-Minus,2000,NHL,tie,
sawchte01,First Team All-Star,1951,NHL,,G
abelsi01,Second Team All-Star,1941,NHL,,LW
sawchte01,Second Team All-Star,1962,NHL,,G
coffepa01,Second Team All-Star,1981,NHL,,D
raycran01,Calder,2003,NHL,,
sawchte01,Vezina,1954,NHL,,
howego01,First Team All-Star,1952,NHL,,RW
clappdi01,First Team All-Star,1940,NHL,,D
stlouma01,Hart,2003,NHL,,
gretzwa01,Pearson,1986,NHL,,
lukowmo01,Second Team All-Star,1978,WHA,,LW
oconnbu01,Second Team All-Star,1947,NHL,,C
jagrja01,Art Ross,1998,NHL,,
rasktu01,Crozier,2009,NHL,,
kariypa01,All-Rookie,1994,NHL,,F
