playerid,year,stint,tmid,w,l,sa,ga
aubinje01,2006,1,TOR,1,1,11,3
nabokev01,2005,1,SJS,0,4,13,8
gigueje01,2008,1,AND,2,2,12,4
grahajo01,2007,1,CAR,1,0,3,2
rinnepe01,2008,1,NAS,5,2,24,5
budajpe01,2007,1,COL,1,2,9,4
burkese01,2005,1,TBL,2,3,11,5
raycran01,2006,1,TOR,3,6,32,13
josepcu01,2006,1,PHO,2,1,13,2
andercr01,2011,1,OTT,6,1,25,7
neuvimi01,2010,1,WAS,3,3,21,6
garonma01,2009,1,CBS,2,3,18,8
luongro01,2009,1,VAN,2,3,14,5
kiprumi01,2008,1,CAL,3,2,14,3
ellisda01,2009,1,NAS,2,1,10,2
lundqhe01,2008,1,NYR,9,4,40,10
sanfocu01,2006,1,STL,0,2,6,5
halakja01,2011,1,STL,3,7,32,9
labarja01,2008,1,LAK,0,3,7,6
bouchbr01,2008,1,SJS,1,1,6,2
bachmri01,2011,1,DAL,0,1,3,1
lindban01,2011,1,NAS,1,0,3,0
millery01,2011,1,BUF,5,4,34,11
auldal01,2011,1,OTT,0,1,4,3
greisth01,2011,1,SJS,1,1,7,2
macdojo01,2010,1,DET,1,2,9,2
kolesvi01,2005,1,COL,1,0,7,0
thomati01,2008,1,BOS,4,4,28,9
rasktu01,2010,1,BOS,1,1,5,2
tellqmi01,2008,1,PHO,1,0,8,1
masonch02,2006,1,NAS,4,2,20,6
divisre01,2005,1,STL,0,1,3,2
backsni01,2011,1,MIN,5,6,32,15
raycran01,2009,1,VAN,2,1,12,6
gigueje01,2007,1,AND,6,5,30,10
rolosdw01,2005,1,MIN,0,1,8,2
halakja01,2006,1,MTL,2,0,8,2
backsni01,2006,1,MIN,3,5,32,15
elliobr01,2011,1,STL,1,3,14,5
grahajo01,2006,1,CAR,0,1,3,2
marksja02,2011,1,FLO,0,1,3,1
bobrose01,2010,1,PHI,1,4,17,9
vokouto01,2007,1,FLO,5,6,41,11
khabini01,2010,1,EDM,1,3,18,4
osgooch01,2009,1,DET,1,2,8,4
rolosdw01,2007,1,EDM,5,4,37,10
millery01,2010,1,BUF,2,1,8,4
fleurma01,2006,1,PIT,9,5,39,9
eschero01,2005,1,PHI,1,2,8,4
osgooch01,2008,1,DET,4,2,21,6
kiprumi01,2005,1,CAL,1,7,23,12
ramoka01,2007,1,TBL,0,1,2,2
raycran01,2008,1,COL,2,0,8,1
aebisda01,2005,1,COL,2,1,10,2
brodema01,2007,1,NJD,8,4,43,11
theodjo01,2007,1,COL,6,1,28,6
garonma01,2005,1,LAK,4,1,16,3
clemmsc01,2005,1,NJD,1,1,7,3
scrivbe01,2011,1,TOR,1,1,5,2
kiprumi01,2006,1,CAL,3,4,16,7
millery01,2007,1,BUF,4,7,33,14
ellisda01,2008,1,NAS,1,3,11,6
masonch02,2010,1,ATL,2,2,17,4
pavelon01,2009,1,ATL,0,4,11,6
nabokev01,2006,1,SJS,2,1,10,4
lawsona01,2010,1,NYI,1,1,6,4
turcoma01,2010,1,CHI,2,2,13,7
garonma01,2008,1,EDM,1,0,3,1
lalimpa01,2007,1,CHI,3,0,9,2
andercr01,2008,1,FLO,0,4,11,7
bouchbr01,2009,1,PHI,1,2,7,4
crawfco01,2005,1,CHI,0,1,3,2
auldal01,2008,1,OTT,2,4,25,9
denisma01,2007,1,TBL,1,0,3,0
bobrose01,2011,1,PHI,1,2,8,4
elliobr01,2010,2,COL,2,1,10,1
conklty01,2008,1,DET,2,2,13,4
bacasja01,2005,1,STL,1,0,4,1
dubnyde01,2010,1,EDM,0,6,19,10
neuvimi01,2011,1,WAS,3,2,17,7
holmqjo01,2007,1,TBL,1,0,4,1
valiqst01,2008,1,NYR,1,2,12,3
andercr01,2006,1,FLO,1,0,2,0
andercr01,2009,1,COL,7,4,51,16
fleurma01,2009,1,PIT,6,2,23,6
