year,lgid,tmid,oppid,w,l,t,otl
1991,NHL,WAS,QUE,3,0,0.0,
1982,NHL,BOS,DET,3,0,0.0,
1959,NHL,CHI,NYR,11,1,2.0,
1999,NHL,BUF,FLO,2,2,0.0,0
1996,NHL,MTL,STL,0,1,1.0,
1989,NHL,WIN,PHI,2,1,0.0,
1996,NHL,OTT,BOS,4,2,0.0,
1991,NHL,TOR,DET,4,4,0.0,
1982,NHL,NYR,WAS,3,3,1.0,
1993,NHL,QUE,STL,2,0,0.0,
1978,NHL,VAN,NYR,0,4,0.0,
2000,NHL,EDM,CHI,2,0,2.0,0
1990,NHL,MTL,WAS,3,0,0.0,
1970,NHL,VAN,PIT,1,4,1.0,
1978,NHL,PIT,BUF,2,0,2.0,
1990,NHL,CHI,STL,5,2,1.0,
1968,NHL,LAK,MNS,1,4,3.0,
2011,NHL,BUF,CHI,0,1,,0
1990,NHL,EDM,QUE,3,0,0.0,
1974,WHA,MFS,CLC,5,1,0.0,
1922,PCHA,VC1,EDE,2,0,0.0,
2011,NHL,TOR,NJD,2,0,,2
1972,NHL,NYI,BUF,0,5,1.0,
1999,NHL,LAK,PHI,1,1,0.0,0
2000,NHL,MTL,PIT,2,1,1.0,0
1922,WCHL,REG,VC1,1,1,0.0,
2008,NHL,WAS,NYR,3,0,,1
2008,NHL,DET,COL,1,1,,2
1998,NHL,LAK,CAR,1,1,0.0,
1982,NHL,EDM,MNS,2,1,0.0,
1988,NHL,NJD,NYI,1,4,2.0,
1975,WHA,MFS,NEW,2,1,1.0,
2000,NHL,MTL,PHI,3,0,1.0,0
2000,NHL,TOR,PHI,2,1,0.0,1
2002,NHL,WAS,CHI,0,0,1.0,0
1988,NHL,BOS,BUF,0,5,3.0,
1998,NHL,ANA,OTT,0,0,2.0,
1993,NHL,NYR,QUE,4,0,0.0,
2000,NHL,PIT,CAR,1,3,0.0,0
1977,NHL,PIT,CLE,5,0,0.0,
1992,NHL,MTL,QUE,3,4,0.0,
2006,NHL,OTT,STL,1,0,,0
1997,NHL,DAL,TBL,2,0,0.0,
2011,NHL,CHI,LAK,1,2,,1
2006,NHL,CAL,SJS,1,3,,0
1992,NHL,CHI,OTT,2,0,0.0,
1925,WCHL,SAS,VMR,3,2,0.0,
1972,NHL,CLF,ATF,1,3,1.0,
1997,NHL,LAK,PHI,1,1,0.0,
1981,NHL,CHI,EDM,1,1,1.0,
2000,NHL,DET,NYR,1,0,0.0,0
1996,NHL,FLO,CAL,1,1,0.0,
2011,NHL,CAR,BOS,4,0,,0
2009,NHL,CBS,COL,0,4,,0
1971,NHL,VAN,NYR,1,5,0.0,
1968,NHL,CHI,PHI,3,0,3.0,
1996,NHL,OTT,BUF,2,4,0.0,
1999,NHL,OTT,TOR,3,1,1.0,0
1985,NHL,MNS,QUE,1,2,0.0,
2002,NHL,SJS,NJD,0,0,0.0,1
1996,NHL,WAS,NJD,2,3,1.0,
1998,NHL,STL,TOR,0,2,1.0,
1977,WHA,IND,EDO,2,9,0.0,
1999,NHL,SJS,CAR,0,1,0.0,0
1974,NHL,STL,DET,3,0,1.0,
2007,NHL,NYR,WAS,2,0,,2
2001,NHL,ATL,SJS,0,2,0.0,0
2003,NHL,OTT,TOR,1,3,1.0,1
1985,NHL,CHI,WAS,1,2,0.0,
2000,NHL,TBL,TOR,2,1,1.0,0
1987,NHL,MTL,NJD,1,2,0.0,
1975,NHL,NYI,MTL,1,2,1.0,
2002,NHL,NAS,SJS,2,1,1.0,0
1981,NHL,BOS,STL,1,1,1.0,
1997,NHL,LAK,CAR,0,1,1.0,
1972,WHA,ALB,CLC,2,4,0.0,
2003,NHL,LAK,VAN,0,3,1.0,0
2011,NHL,COL,TBL,1,0,,0
1996,NHL,NYR,FLO,1,3,2.0,
1997,NHL,NYR,CAR,3,1,0.0,
2007,NHL,EDM,NAS,0,4,,0
1988,NHL,CAL,STL,3,0,0.0,
2001,NHL,PIT,STL,0,1,0.0,1
1976,NHL,NYR,MTL,1,3,0.0,
2001,NHL,NAS,PHI,1,0,0.0,0
1997,NHL,TBL,PIT,0,3,1.0,
1978,NHL,BOS,COR,3,1,0.0,
