playerid,year,stint,tmid,s,g,gdg
leopojo01,2010,1,BUF,1,0,0
sturmma01,2005,1,SJS,2,2,0
stajama01,2006,1,TOR,3,1,0
rolstbr01,2005,1,MIN,7,3,3
thompna01,2011,1,TBL,0,1,0
ennisty01,2010,1,BUF,4,3,2
simjo01,2009,1,NYI,1,0,0
chriser01,2008,2,AND,1,0,0
sharppa01,2009,1,CHI,10,2,2
jokinol01,2009,1,CAL,9,5,1
datsypa01,2009,1,DET,14,7,2
stewach02,2010,2,STL,2,0,0
charazd01,2007,1,BOS,2,1,0
oshietj01,2010,1,STL,5,4,1
tambeje01,2008,1,NYI,2,2,1
laddan01,2009,1,CHI,4,1,1
sourash01,2007,1,EDM,1,0,0
cullema02,2005,1,CHI,1,0,0
clowery01,2007,1,SJS,1,0,0
lupuljo01,2006,1,EDM,2,0,0
sturmma01,2005,2,BOS,4,0,0
fedorse01,2007,1,CBS,2,0,0
reasoma01,2010,1,FLO,1,0,0
robitra01,2006,1,PHI,1,0,0
hensitj01,2007,1,COL,2,0,0
bergese01,2010,1,TBL,2,0,0
kanepa01,2010,1,CHI,10,3,2
kondrma01,2005,1,NYR,1,0,0
pruchpe01,2009,1,PHO,4,1,0
ouellmi01,2006,1,PIT,1,0,0
coleer01,2006,1,CAR,2,0,0
backeda01,2011,1,STL,0,1,0
torrera01,2005,1,EDM,5,1,1
dagosma01,2011,1,STL,0,1,0
tallihe01,2009,1,BUF,1,0,0
datsypa01,2011,1,DET,5,11,1
staffdr01,2010,1,BUF,3,1,0
nashri01,2008,1,CBS,11,4,1
svatoma01,2007,1,COL,7,2,1
koivumi01,2009,1,MIN,12,5,2
doansh01,2006,1,PHO,3,2,1
williju01,2008,1,CAR,1,0,0
ruutuja01,2008,1,OTT,5,2,0
brindro01,2009,1,CAR,1,0,0
vrbatra01,2005,2,CHI,4,1,0
blakeja01,2005,1,NYI,5,2,1
fedorse01,2006,1,CBS,3,2,1
downist01,2010,1,TBL,1,0,0
havlama01,2006,1,CHI,6,2,1
heatlda01,2011,1,MIN,2,7,1
blakeja01,2006,1,NYI,6,1,1
kostian01,2009,1,MTL,4,2,1
brashdo01,2006,1,WAS,1,0,0
pyattta01,2008,1,VAN,2,0,0
adamske01,2006,1,PHO,1,0,0
sejnape01,2006,1,STL,1,0,0
eavespa01,2005,1,OTT,1,0,0
nummepe01,2006,1,MIN,7,6,1
burnsbr01,2007,1,MIN,5,3,1
callary01,2008,1,NYR,3,1,1
brindro01,2007,1,CAR,1,1,1
belaner01,2009,1,MIN,3,0,0
vyborda01,2006,1,CBS,9,5,1
oshietj01,2008,1,STL,6,2,2
plekato01,2008,1,MTL,3,0,0
staffdr01,2008,1,BUF,11,4,0
parisza01,2007,1,NJD,11,4,3
reinpst01,2009,1,FLO,13,3,0
frolimi01,2008,1,FLO,6,0,0
peverri01,2010,1,ATL,4,0,0
tangual01,2009,1,TBL,4,0,0
cartean01,2006,1,CBS,1,1,0
kariypa01,2007,1,STL,6,0,0
sedinhe01,2010,1,VAN,1,0,0
kovalil01,2008,1,ATL,5,1,0
boyesbr01,2009,1,STL,12,7,3
ruutuja01,2006,1,PIT,2,1,1
bertuto01,2006,2,DET,3,0,0
repikmi01,2010,1,FLO,1,0,0
hemskal01,2011,1,EDM,3,6,1
hudleji01,2011,1,DET,3,12,2
martima02,2010,1,NYI,1,0,0
schrero01,2010,1,NYI,5,3,0
stemple01,2009,1,TOR,2,0,0
kozlovy01,2005,1,ATL,7,5,2
kronwni01,2009,1,DET,2,1,1
brunean01,2007,1,COL,1,0,0
kulemni01,2010,1,TOR,4,0,0
doansh01,2011,1,PHO,2,7,0
ottst01,2009,1,DAL,2,1,1
ruututu01,2005,1,CHI,1,1,1
giontbr01,2006,1,NJD,13,7,2
filatni01,2009,1,CBS,2,0,0
lupuljo01,2010,1,AND,3,1,0
demitpa01,2006,1,MIN,14,6,2
vrbatra01,2009,1,PHO,18,8,3
toewsjo01,2009,1,CHI,14,8,3
richami02,2007,1,PHI,6,2,1
