playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
clemmsc01,2010,1,FLO,NHL,G,31,0,1,1,2,0,0,0,0,0,0,,0,,,,,,,,,,,,
classgr01,2000,1,NAS,NHL,C,27,2,4,6,14,-4,1,1,0,0,0,0,18,,,,,,,,,,,,
hickeer01,1975,1,MNS,NHL,L,80,23,19,42,77,-31,6,,0,,4,0,185,,,,,,,,,,,,
doakga01,1979,1,BOS,NHL,D,52,0,5,5,45,14,0,,0,,0,0,29,4,0,0,0,0,,0,,0,,0,
evansst01,1934,1,MTM,NHL,D,46,5,7,12,54,,,,,,,,,7,0,0,0,8,,,,,,,
hebersa01,1914,1,OT1,NHA,G,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
perrajo01,2005,1,PHO,NHL,C,5,1,1,2,2,0,0,0,0,0,0,,7,,,,,,,,,,,,
staffdr01,2010,1,BUF,NHL,R,62,31,21,52,34,13,11,8,0,0,4,,179,7,1,2,3,2,1,1,1,0,0,0,33
scatcda01,2005,2,PHO,NHL,C,47,11,12,23,84,-11,4,5,0,1,3,,81,,,,,,,,,,,,
hollaje01,1977,1,EDO,WHA,L,22,2,1,3,14,-1,1,,0,,,,28,,,,,,,,,,,,
iginlja01,2005,1,CAL,NHL,R,82,35,32,67,86,5,17,14,1,2,6,,293,7,5,3,8,11,3,1,2,1,0,1,24
hodgsda01,1986,1,VAN,NHL,C,43,9,13,22,25,-9,4,,0,,0,0,42,,,,,,,,,,,,
flahewa01,1998,1,NYI,NHL,G,20,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,
svobope01,1995,1,PHI,NHL,D,73,1,28,29,105,28,0,13,0,0,0,0,91,12,0,6,6,22,6,0,4,0,0,0,17
roselbo01,1975,1,IND,WHA,L,1,0,0,0,0,-1,0,,0,,0,,1,,,,,,,,,,,,
hurlbmi01,1998,1,BUF,NHL,D,1,0,0,0,0,2,0,0,0,0,0,0,2,,,,,,,,,,,,
seiliri01,1983,1,BUF,NHL,C,78,13,22,35,42,10,0,,3,,0,0,135,3,0,0,0,2,-3,0,,0,,0,2
galbrpe01,1927,1,BOS,NHL,L,42,6,5,11,26,,,,,,,,,2,0,1,1,6,,,,,,,
mccabbr01,2006,1,TOR,NHL,D,82,15,42,57,115,3,11,23,0,0,1,,207,,,,,,,,,,,,
bailega01,1973,1,DET,NHL,L,45,9,14,23,33,-12,3,,0,,2,0,70,,,,,,,,,,,,
browndo01,1987,1,NJD,NHL,R,70,14,11,25,20,7,1,1,4,1,2,0,112,19,5,1,6,6,3,0,0,1,1,1,31
janssma01,1989,1,NYR,NHL,C,80,5,8,13,161,-26,0,1,0,0,0,0,61,9,2,1,3,10,0,0,0,0,1,1,6
reidch01,1921,1,CAT,WCHL,G,24,0,0,0,0,,,,,,,,,2,0,0,0,0,,,,,,,
johnser01,2010,1,STL,NHL,D,55,5,14,19,37,-8,1,4,1,0,2,,108,,,,,,,,,,,,
mayerja01,2003,1,STL,NHL,R,80,6,5,11,91,-19,0,0,1,1,3,0,130,5,0,0,0,0,1,0,0,0,0,0,6
cireljo01,1993,1,FLO,NHL,D,63,1,9,10,99,8,0,0,0,2,0,0,63,,,,,,,,,,,,
niedesc01,2003,1,NJD,NHL,D,81,14,40,54,44,20,9,16,0,3,3,0,165,5,1,0,1,6,-5,0,0,0,0,0,12
foligmi01,1982,1,BUF,NHL,R,66,22,25,47,135,9,4,,0,,4,2,130,10,2,3,5,39,,0,,0,,0,
kovalal01,2001,1,PIT,NHL,R,67,32,44,76,80,2,8,14,1,0,3,2,266,,,,,,,,,,,,
mcilhja01,1976,1,PHI,NHL,D,40,2,1,3,164,6,0,,0,,0,0,27,,,,,,,,,,,,
kutlazd01,2003,1,BOS,NHL,D,2,0,0,0,0,-1,0,0,0,0,0,0,0,,,,,,,,,,,,
babanpe01,1950,1,CHI,NHL,L,70,18,19,37,36,,,,,,,,,,,,,,,,,,,,
handzmi01,2008,1,LAK,NHL,C,82,18,24,42,32,-7,7,9,1,1,4,,143,,,,,,,,,,,,
anderru01,1977,1,PIT,NHL,D,74,2,16,18,150,-5,0,,0,,1,0,51,,,,,,,,,,,,
krivose01,2000,1,MIN,NHL,R,54,7,15,22,20,-1,2,2,0,0,1,0,107,,,,,,,,,,,,
vezinge01,1915,1,MOC,NHA,G,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,
brownla01,1971,1,PHI,NHL,D,12,0,0,0,2,-3,0,,0,,0,0,9,,,,,,,,,,,,
damphvi01,1998,1,MTL,NHL,C,65,12,24,36,46,-7,3,10,2,1,2,0,147,,,,,,,,,,,,
konowst01,1997,1,WAS,NHL,L,80,10,24,34,80,9,2,1,0,0,2,0,131,,,,,,,,,,,,
svensma01,1994,1,FLO,NHL,D,19,2,5,7,10,5,1,2,0,0,0,0,41,,,,,,,,,,,,
emersne01,1999,2,LAK,NHL,R,5,1,1,2,0,1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,2
gagnepa01,1985,1,NJD,NHL,L,47,19,19,38,14,-15,4,,0,,3,0,91,,,,,,,,,,,,
lorenji01,1971,1,STL,NHL,C,12,0,1,1,12,-8,0,,0,,0,0,16,,,,,,,,,,,,
lanego01,1981,1,NYI,NHL,D,51,0,13,13,98,26,0,,0,,0,0,46,19,0,4,4,61,,0,,0,,0,
sterlbr01,2010,1,PIT,NHL,L,7,3,2,5,16,1,1,1,0,0,0,,14,,,,,,,,,,,,
sabouos01,1922,1,SAC,WCHL,D,12,1,0,1,4,,,,,,,,,,,,,,,,,,,,
spaceja01,2001,1,CHI,NHL,D,60,3,10,13,29,5,0,2,0,0,1,0,64,,,,,,,,,,,,
gueribi01,2001,1,BOS,NHL,R,78,41,25,66,91,-1,10,8,1,0,7,0,355,6,4,2,6,6,-2,3,1,0,0,0,25
woitbe01,1955,1,CHI,NHL,D,63,1,8,9,46,,,,,,,,,,,,,,,,,,,,
johnsma02,1986,1,NJD,NHL,L,68,25,26,51,22,-21,11,,2,,0,0,193,,,,,,,,,,,,
johnsry01,2005,1,STL,NHL,C,65,3,6,9,33,-21,1,0,1,1,0,,57,,,,,,,,,,,,
merriwa01,1973,1,STL,NHL,C,64,20,23,43,32,-11,2,,0,,4,1,147,,,,,,,,,,,,
ignatvi01,1998,1,PIT,NHL,D,11,0,1,1,6,-3,0,1,0,0,0,0,15,1,0,0,0,2,0,0,0,0,0,0,0
greentr01,2003,1,BOS,NHL,R,64,11,5,16,67,-6,2,0,0,1,2,0,104,7,0,1,1,8,0,0,0,0,0,0,8
blakeja01,2001,1,NYI,NHL,C,82,8,10,18,36,-11,0,0,0,4,1,0,136,7,0,1,1,13,-2,0,0,0,0,0,15
turkiji01,1975,1,TOT,WHA,D,77,10,29,39,55,-13,2,,0,,1,,111,,,,,,,,,,,,
lynnvi01,1945,1,MTL,NHL,L,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
hargrji01,1975,1,SDM,WHA,D,43,1,1,2,26,-3,0,,0,,0,,34,5,0,0,0,2,1,,,,,,
boyesbr01,2006,1,BOS,NHL,C,62,13,21,34,25,-17,1,7,1,1,1,,139,,,,,,,,,,,,
meaghri01,1982,2,NJD,NHL,C,57,15,14,29,11,-21,7,,0,,1,1,135,,,,,,,,,,,,
bollada01,2011,1,CHI,NHL,C,76,19,18,37,47,0,7,5,3,0,2,,126,6,0,3,3,2,0,0,1,0,0,0,23
fairbbi01,1976,1,NYR,NHL,R,9,1,2,3,0,1,0,,0,,0,0,10,,,,,,,,,,,,
reisele01,1928,1,NYA,NHL,D,44,4,1,5,32,,,,,,,,,2,0,0,0,0,,,,,,,
kaminma01,1934,2,BOS,NHL,C,38,12,15,27,4,,,,,,,,,4,0,0,0,0,,,,,,,
johnsla01,1972,1,DET,NHL,D,73,1,12,13,169,6,0,,0,,1,0,53,,,,,,,,,,,,
