city_id,city,country_id,last_update
38,Афины,39,2006-02-15 03:45:25
71,Бахарпур,44,2006-02-15 03:45:25
89,Бразилия,15,2006-02-15 03:45:25
108,Чанхо,92,2006-02-15 03:45:25
115,Кишинёв,61,2006-02-15 03:45:25
119,Ципарай,45,2006-02-15 03:45:25
128,Кордова,6,2006-02-15 03:45:25
152,Эфон-Алайе,69,2006-02-15 03:45:25
155,Эль-Монте,103,2006-02-15 03:45:25
157,Эме-Шьяна,23,2006-02-15 03:45:25
170,Флоренция,24,2006-02-15 03:45:25
184,Горонто,45,2006-02-15 03:45:25
198,Халле/Саале,38,2006-02-15 03:45:25
209,Хсичух,92,2006-02-15 03:45:25
231,Джайпур,44,2006-02-15 03:45:25
250,Юриз,60,2006-02-15 03:45:25
260,Каназава,50,2006-02-15 03:45:25
270,Кирово-Чепецк,80,2006-02-15 03:45:25
287,Кувана,50,2006-02-15 03:45:25
292,Ланкастер,103,2006-02-15 03:45:25
307,Линц,9,2006-02-15 03:45:25
317,Люзиния,15,2006-02-15 03:45:25
326,Маракабо,104,2006-02-15 03:45:25
329,Маскат,71,2006-02-15 03:45:25
351,Нала-Порту,63,2006-02-15 03:45:25
363,Нджамна,21,2006-02-15 03:45:25
441,Сент-Луис,103,2006-02-15 03:45:25
463,Сасебо,50,2006-02-15 03:45:25
464,Сатна,44,2006-02-15 03:45:25
481,Сирджан,46,2006-02-15 03:45:25
503,Сулана,74,2006-02-15 03:45:25
531,Тебоксары,80,2006-02-15 03:45:25
