film_id,category_id,last_update
797,12,2006-02-15 04:07:09
999,3,2006-02-15 04:07:09
125,16,2006-02-15 04:07:09
272,7,2006-02-15 04:07:09
680,5,2006-02-15 04:07:09
464,2,2006-02-15 04:07:09
587,6,2006-02-15 04:07:09
926,6,2006-02-15 04:07:09
677,13,2006-02-15 04:07:09
568,5,2006-02-15 04:07:09
366,7,2006-02-15 04:07:09
623,9,2006-02-15 04:07:09
121,2,2006-02-15 04:07:09
140,14,2006-02-15 04:07:09
615,2,2006-02-15 04:07:09
397,14,2006-02-15 04:07:09
89,2,2006-02-15 04:07:09
32,13,2006-02-15 04:07:09
62,6,2006-02-15 04:07:09
674,9,2006-02-15 04:07:09
728,7,2006-02-15 04:07:09
916,2,2006-02-15 04:07:09
641,9,2006-02-15 04:07:09
550,8,2006-02-15 04:07:09
508,10,2006-02-15 04:07:09
928,3,2006-02-15 04:07:09
418,7,2006-02-15 04:07:09
792,9,2006-02-15 04:07:09
151,14,2006-02-15 04:07:09
132,14,2006-02-15 04:07:09
350,14,2006-02-15 04:07:09
974,13,2006-02-15 04:07:09
145,8,2006-02-15 04:07:09
285,14,2006-02-15 04:07:09
971,9,2006-02-15 04:07:09
646,10,2006-02-15 04:07:09
881,11,2006-02-15 04:07:09
598,15,2006-02-15 04:07:09
844,15,2006-02-15 04:07:09
528,8,2006-02-15 04:07:09
423,3,2006-02-15 04:07:09
442,8,2006-02-15 04:07:09
47,9,2006-02-15 04:07:09
889,3,2006-02-15 04:07:09
403,7,2006-02-15 04:07:09
484,4,2006-02-15 04:07:09
56,1,2006-02-15 04:07:09
753,8,2006-02-15 04:07:09
644,2,2006-02-15 04:07:09
306,10,2006-02-15 04:07:09
258,11,2006-02-15 04:07:09
76,12,2006-02-15 04:07:09
277,11,2006-02-15 04:07:09
170,9,2006-02-15 04:07:09
395,1,2006-02-15 04:07:09
210,1,2006-02-15 04:07:09
322,15,2006-02-15 04:07:09
776,6,2006-02-15 04:07:09
532,15,2006-02-15 04:07:09
40,6,2006-02-15 04:07:09
602,14,2006-02-15 04:07:09
365,5,2006-02-15 04:07:09
543,16,2006-02-15 04:07:09
346,4,2006-02-15 04:07:09
119,5,2006-02-15 04:07:09
565,9,2006-02-15 04:07:09
493,9,2006-02-15 04:07:09
717,1,2006-02-15 04:07:09
567,9,2006-02-15 04:07:09
845,9,2006-02-15 04:07:09
114,14,2006-02-15 04:07:09
574,1,2006-02-15 04:07:09
